building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,97647,330516810.9271747,MFH_HIGH,40809423.0,107878546.77557194
MFH_LOW,3749657,2633011008.780252,MFH_HIGH,40809423.0,107878546.77557194
NON_RESIDENTIAL,7300246,0.0,OTHER,118294984.0,325202908.7459073
SFH,14429891,1507825215.6190052,SFH,18196516.0,48917544.47852077
