building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,1234,7810797.064768049,MFH_HIGH,729582.0,2434966.063497387
MFH_LOW,54647,45799419.08002123,MFH_HIGH,729582.0,2434966.063497387
NON_RESIDENTIAL,645847,0.0,OTHER,2131150.0,9715356.194938961
SFH,440113,60890753.46956237,SFH,325754.0,1119677.7415636508
