nuclear,biomass,solar,wind,hydro_ror,flex,gas,unserved,peaker,demand
112.22999999999998,26.289599999999993,92.89218749999998,376.64081129519144,24.545053705424966,52.47397053789738,80.02127162028138,0.0005278374366520233,10.792225511758232,628.0850882201416
112.22999999999998,26.289599999999993,92.90490363137883,519.0797604580521,24.69956097644271,44.51214801513396,61.128746672769545,0.03623747900574159,25.010425531884867,628.0775184510778
112.22999999999998,26.289599999999993,92.94304825745117,385.71089884343564,24.85442562285159,53.465946554172916,88.41088479708917,0.0,12.969346659427623,628.0548113869723
112.22999999999998,26.289599999999993,93.00661007514111,295.6990525628515,25.0096017549146,79.41650742374678,112.75614466310374,0.0,14.222571755532776,628.0169737564183
112.22999999999998,26.289599999999993,93.09557024971025,378.0810373513098,25.165043390594878,44.07882564813715,90.5327965317914,0.004205129961707854,16.155704020805825,627.9640167715222
112.22999999999998,26.289599999999993,93.20990242033895,445.7167006444416,25.320704469181027,40.41223710627575,66.12565733586779,0.0,1.400444348309084,563.6865906791468
112.22999999999998,26.289599999999993,93.34957270793758,475.1214315177678,25.47653886493605,38.87982565659095,53.0767064119658,0.0,0.5719190933858364,563.6134238349379
112.22999999999998,26.289599999999993,93.51453972518561,404.79364802212893,25.63250040076528,50.39611879971604,85.43726301450965,0.0,6.338895138274552,627.7146089854866
112.22999999999998,26.289599999999993,93.70475458879552,87.59721993121552,25.78854286189973,102.01217921505504,168.66032251715964,0.35162180989958486,77.00068301145477,686.0283165403288
112.22999999999998,26.289599999999993,93.92016093399805,102.11784214862492,25.944620009590523,79.00592516521165,170.38842275614869,0.9804952707576161,78.2408248609214,685.9000875814194
112.22999999999998,26.289599999999993,94.16069493124428,136.29936101955857,26.100685594810333,79.77333600442017,156.0993252049051,0.22292048729050698,58.05540913973664,685.7569004156923
112.22999999999998,26.289599999999993,94.42628530511968,108.723444107102,26.256693371958118,77.90344932957255,161.93536089659133,0.7938718841849416,81.38124067361956,685.5987974725949
112.22999999999998,26.289599999999993,94.71685335546455,120.05491407055707,26.41259711256257,69.01624315096404,148.82977805942863,0.019427609083408477,37.64838648694153,621.3241086559741
112.22999999999998,26.289599999999993,95.0323129806946,127.92771313862507,26.568350618980677,71.77379952609574,141.12272776553024,0.015874548328911626,32.49644211162089,621.1588538573321
112.22999999999998,26.289599999999993,95.37257070331471,553.4717836577715,26.72390773808705,42.02358045554978,52.8591072253119,0.0,11.26830178040752,626.6085441770298
112.22999999999998,26.289599999999993,95.7375256976183,548.0002044574755,26.8792223749501,34.77684326082497,45.83775893267051,0.0,4.0984335113463075,626.3912906001943
112.22999999999998,26.289599999999993,96.12706981956417,431.6271788067194,27.034248506490965,52.8392073356336,79.68581056978918,0.0,10.741142639153395,626.1593993940213
112.22999999999998,26.289599999999993,96.54108763882194,474.1608586832902,27.18894019512113,41.05102827049678,64.69582099737376,0.0,13.241819811702426,625.9129392728794
112.22999999999998,26.289599999999993,96.97945647297657,461.12842762303563,27.343251602354727,41.9690055939267,67.30779296561637,0.0,5.668658749718212,625.6519832682217
112.22999999999998,26.289599999999993,97.44204642388165,497.80967478971223,27.49713700239148,31.7449941877546,53.979975069436364,0.0,2.150862415063382,561.469564951626
112.22999999999998,26.289599999999993,97.92872041615128,504.2587637702356,27.650550795666238,24.684496188216844,55.85330101288264,0.0,1.5705400052515195,561.2146188153712
112.22999999999998,26.289599999999993,98.43933423777823,528.4749863143743,27.803447522361125,46.557428121561735,59.19852813753621,0.0,11.519258641478126,624.7829345605832
112.22999999999998,26.289599999999993,98.97373658286723,447.94311866092085,27.955781875876237,34.32628625537715,78.43812652021855,0.06486908733054335,17.201815123575695,624.4648108939612
112.22999999999998,26.289599999999993,99.53176909647009,395.5968831754535,28.107508716254966,31.07022347641325,88.7214489012229,0.0,19.08190959518821,624.1326204555153
112.22999999999998,26.289599999999993,100.11326642150965,464.7084806014289,28.258583083559994,36.02938719433095,69.10569422780019,0.0,7.04874217724159,623.7864616804417
112.22999999999998,26.289599999999993,100.7180562477788,453.4235323868426,28.40896021119583,36.886080633763235,72.16663847228979,0.0,3.6495330813960947,623.4264371430561
112.22999999999998,26.289599999999993,101.34595936299961,506.24406194819767,28.55859553917415,25.38412615266083,43.622444311441434,0.0,2.1061073329459483,559.4244843927459
112.22999999999998,26.289599999999993,101.9967897059277,494.5251161042916,28.707444727317874,32.017063214033705,46.87961334774739,0.0,7.591730723428817,559.0835442892629
112.22999999999998,26.289599999999993,102.67035442148646,440.78764955326096,28.855463668400137,57.523982059472424,76.39616623838151,0.0,12.795487702321452,622.2642561401717
112.22999999999998,26.289599999999993,103.36645391791393,340.5362931860414,29.002608501214187,55.67749249301591,96.69938807043702,0.0,12.754524490741588,621.8498759897622
112.22999999999998,26.289599999999993,104.08488192590626,426.55461044165173,29.14883562357039,58.17676450754147,79.6012529448268,0.0,16.534400741928064,621.4222039291757
112.22999999999998,26.289599999999993,104.82542555973971,481.25061374422427,29.294101705216594,35.69595881761922,62.7392247383215,0.0,1.8314162540021126,607.6919470816832
112.22999999999998,26.289599999999993,105.58786538035342,554.637830584711,29.438363700677666,34.15632161239001,50.971624903551366,0.0,2.285565937890651,607.2380752872549
112.22999999999998,26.289599999999993,106.37197546037363,509.1983764379676,29.581578862010968,22.412461441775672,42.20765162482789,0.0,5.433062731342708,543.5021659576751
112.22999999999998,26.289599999999993,107.17752345106125,383.5145967912801,29.72370475147332,43.30139521756015,65.30492205558146,0.0,2.7280367023200043,543.0801763895951
112.22999999999998,26.289599999999993,108.00427065116143,446.84865319672554,29.864699254096355,52.15910313427142,79.3412788969451,0.0,7.14135696878254,605.7996165831372
112.22999999999998,26.289599999999993,108.85197207763606,369.61694370822784,30.004520590166056,48.55992487958886,93.37351588104416,0.0,10.74580635122218,605.2949895198973
112.22999999999998,26.289599999999993,109.72037653825775,604.2549275252035,30.143127327602926,17.637606305515508,45.943340210436894,0.0,2.9958306158726056,604.778038174787
112.22999999999998,26.289599999999993,110.60922670604293,575.4114558979032,30.280478394239292,30.14391062647009,43.11063454686061,0.0,7.853357782362885,604.2489157316467
112.22999999999998,26.289599999999993,111.51825919550409,314.8383374507493,30.416533089989855,61.01336524517607,83.27404957749762,0.0,9.408965964967878,603.7077789808756
