year,variable,tech,carrier,sample,value
2050,final_energy_MWh,district_heat,district_heat,0,6.34249e+08
2050,final_energy_MWh,district_heat,district_heat,1,8.33966e+08
2050,final_energy_MWh,district_heat,district_heat,2,8.15403e+08
2050,final_energy_MWh,district_heat,district_heat,3,8.85524e+08
2050,final_energy_MWh,district_heat,district_heat,4,8.71609e+08
2050,final_energy_MWh,district_heat,district_heat,5,7.63987e+08
2050,final_energy_MWh,district_heat,district_heat,6,5.84394e+08
2050,final_energy_MWh,district_heat,district_heat,7,8.25017e+08
2050,final_energy_MWh,district_heat,district_heat,8,5.91235e+08
2050,final_energy_MWh,district_heat,district_heat,9,9.87764e+08
2050,final_energy_MWh,district_heat,district_heat,10,9.71707e+08
2050,final_energy_MWh,district_heat,district_heat,11,8.2601e+08
2050,final_energy_MWh,district_heat,district_heat,12,8.47129e+08
2050,final_energy_MWh,district_heat,district_heat,13,7.54191e+08
2050,final_energy_MWh,district_heat,district_heat,14,8.17344e+08
2050,final_energy_MWh,district_heat,district_heat,15,1.09751e+09
2050,final_energy_MWh,district_heat,district_heat,16,6.08568e+08
2050,final_energy_MWh,district_heat,district_heat,17,9.9095e+08
2050,final_energy_MWh,district_heat,district_heat,18,8.00273e+08
2050,final_energy_MWh,district_heat,district_heat,19,9.35988e+08
2050,final_energy_MWh,district_heat,district_heat,20,8.80894e+08
2050,final_energy_MWh,district_heat,district_heat,21,9.29443e+08
2050,final_energy_MWh,district_heat,district_heat,22,8.03353e+08
2050,final_energy_MWh,district_heat,district_heat,23,7.89506e+08
2050,final_energy_MWh,district_heat,district_heat,24,8.67592e+08
2050,final_energy_MWh,district_heat,district_heat,25,5.45317e+08
2050,final_energy_MWh,district_heat,district_heat,26,7.7124e+08
2050,final_energy_MWh,district_heat,district_heat,27,7.36651e+08
2050,final_energy_MWh,district_heat,district_heat,28,7.04446e+08
2050,final_energy_MWh,district_heat,district_heat,29,8.88898e+08
2050,final_energy_MWh,district_heat,district_heat,30,9.04293e+08
2050,final_energy_MWh,district_heat,district_heat,31,6.13283e+08
2050,final_energy_MWh,district_heat,district_heat,32,6.2332e+08
2050,final_energy_MWh,district_heat,district_heat,33,7.78153e+08
2050,final_energy_MWh,district_heat,district_heat,34,8.52684e+08
2050,final_energy_MWh,district_heat,district_heat,35,8.0086e+08
2050,final_energy_MWh,district_heat,district_heat,36,6.07756e+08
2050,final_energy_MWh,district_heat,district_heat,37,8.53817e+08
2050,final_energy_MWh,district_heat,district_heat,38,8.95359e+08
2050,final_energy_MWh,district_heat,district_heat,39,8.24506e+08
2050,final_energy_MWh,district_heat,district_heat,40,1.10555e+09
2050,final_energy_MWh,district_heat,district_heat,41,9.81131e+08
2050,final_energy_MWh,district_heat,district_heat,42,1.04966e+09
2050,final_energy_MWh,district_heat,district_heat,43,7.53056e+08
2050,final_energy_MWh,district_heat,district_heat,44,8.62069e+08
2050,final_energy_MWh,district_heat,district_heat,45,8.88823e+08
2050,final_energy_MWh,district_heat,district_heat,46,8.17672e+08
2050,final_energy_MWh,district_heat,district_heat,47,8.4144e+08
2050,final_energy_MWh,district_heat,district_heat,48,7.52327e+08
