country,daytype,hour,nuclear,biomass,solar,wind,hydro_ror,flex,gas,unserved,peaker,demand
HR,average,1,0.0,0.096,0.0,1.803,0.4,0.196,0.453,0.0,0.0,2.166
HR,average,2,0.0,0.096,0.0,1.82,0.4,0.173,0.439,0.0,0.0,2.101
HR,average,3,0.0,0.096,0.0,1.886,0.4,0.168,0.424,0.0,0.0,2.101
HR,average,4,0.0,0.096,0.0,1.888,0.4,0.223,0.456,0.0,0.0,2.232
HR,average,5,0.0,0.096,0.0,1.825,0.4,0.376,0.511,0.0,0.0,2.577
HR,average,6,0.0,0.096,0.0,1.84,0.4,0.576,0.567,0.0,0.0,3.008
HR,average,7,0.0,0.096,1.022,1.904,0.4,0.243,0.44,0.0,0.0,3.309
HR,average,8,0.0,0.096,1.975,1.906,0.4,0.107,0.244,0.0,0.0,3.477
HR,average,9,0.0,0.096,2.793,1.931,0.4,0.033,0.137,0.0,0.0,3.507
HR,average,10,0.0,0.096,3.42,1.844,0.4,0.006,0.09,0.0,0.0,3.505
HR,average,11,0.0,0.096,3.815,1.793,0.4,0.0,0.051,0.0,0.0,3.491
HR,average,12,0.0,0.096,3.95,1.774,0.4,0.0,0.038,0.0,0.0,3.392
HR,average,13,0.0,0.096,3.815,1.741,0.4,0.0,0.038,0.0,0.0,3.326
HR,average,14,0.0,0.096,3.42,1.75,0.4,0.0,0.07,0.0,0.0,3.296
HR,average,15,0.0,0.096,2.793,1.718,0.4,0.018,0.129,0.0,0.0,3.34
HR,average,16,0.0,0.096,1.975,1.795,0.4,0.09,0.232,0.0,0.0,3.489
HR,average,17,0.0,0.096,1.022,1.776,0.4,0.402,0.527,0.0,0.0,3.685
HR,average,18,0.0,0.096,0.0,1.809,0.4,1.026,0.678,0.0,0.002,3.8
HR,average,19,0.0,0.096,0.0,1.752,0.4,0.97,0.708,0.002,0.006,3.721
HR,average,20,0.0,0.096,0.0,1.804,0.4,0.808,0.642,0.0,0.006,3.489
HR,average,21,0.0,0.096,0.0,1.801,0.4,0.646,0.596,0.0,0.004,3.161
HR,average,22,0.0,0.096,0.0,1.824,0.4,0.471,0.545,0.0,0.001,2.82
HR,average,23,0.0,0.096,0.0,1.792,0.4,0.345,0.497,0.0,0.0,2.493
HR,winter,0,0.0,0.096,0.0,1.976,0.414,0.257,0.465,0.0,0.0,2.509
HR,winter,1,0.0,0.096,0.0,1.961,0.414,0.22,0.434,0.0,0.0,2.36
HR,winter,2,0.0,0.096,0.0,1.993,0.414,0.203,0.419,0.0,0.0,2.287
HR,winter,3,0.0,0.096,0.0,2.028,0.414,0.191,0.403,0.0,0.0,2.287
HR,winter,4,0.0,0.096,0.0,2.112,0.414,0.23,0.407,0.0,0.0,2.432
HR,winter,5,0.0,0.096,0.0,1.993,0.414,0.386,0.546,0.0,0.0,2.831
HR,winter,6,0.0,0.096,0.0,2.033,0.414,0.658,0.565,0.0,0.0,3.351
HR,winter,7,0.0,0.096,0.711,2.172,0.414,0.468,0.487,0.0,0.0,3.727
HR,winter,8,0.0,0.096,1.373,2.179,0.414,0.309,0.443,0.0,0.0,3.919
HR,winter,9,0.0,0.096,1.941,2.18,0.414,0.109,0.334,0.0,0.0,3.919
HR,winter,10,0.0,0.096,2.378,2.179,0.414,0.023,0.243,0.0,0.0,3.879
HR,winter,11,0.0,0.096,2.652,2.058,0.414,0.0,0.159,0.0,0.0,3.852
HR,winter,12,0.0,0.096,2.746,2.158,0.414,0.0,0.121,0.0,0.0,3.74
HR,winter,13,0.0,0.096,2.652,2.112,0.414,0.0,0.123,0.0,0.0,3.665
HR,winter,14,0.0,0.096,2.378,1.96,0.414,0.001,0.23,0.0,0.0,3.633
HR,winter,15,0.0,0.096,1.941,1.97,0.414,0.06,0.351,0.0,0.0,3.692
HR,winter,16,0.0,0.096,1.373,2.261,0.414,0.233,0.389,0.0,0.0,3.875
HR,winter,17,0.0,0.096,0.711,2.278,0.414,0.632,0.504,0.0,0.0,4.125
HR,winter,18,0.0,0.096,0.0,2.199,0.414,1.133,0.626,0.0,0.009,4.272
HR,winter,19,0.0,0.096,0.0,2.103,0.414,1.046,0.681,0.003,0.009,4.169
HR,winter,20,0.0,0.096,0.0,2.15,0.414,0.847,0.614,0.0,0.007,3.875
HR,winter,21,0.0,0.096,0.0,2.091,0.414,0.71,0.534,0.0,0.004,3.48
HR,winter,22,0.0,0.096,0.0,2.109,0.414,0.491,0.499,0.0,0.0,3.087
HR,winter,23,0.0,0.096,0.0,1.996,0.414,0.354,0.462,0.0,0.0,2.722
HR,coldsnap,0,0.0,0.096,0.0,0.113,0.401,1.092,1.0,0.0,0.0,2.702
HR,coldsnap,1,0.0,0.096,0.0,0.113,0.401,0.926,1.0,0.0,0.0,2.536
HR,coldsnap,2,0.0,0.096,0.0,0.113,0.401,0.846,1.0,0.0,0.0,2.456
HR,coldsnap,3,0.0,0.096,0.0,0.113,0.401,0.846,1.0,0.0,0.0,2.456
HR,coldsnap,4,0.0,0.096,0.0,0.113,0.401,1.005,1.0,0.0,0.0,2.615
HR,coldsnap,5,0.0,0.096,0.0,0.113,0.401,1.465,1.0,0.0,0.0,3.075
HR,coldsnap,6,0.0,0.096,0.0,0.113,0.401,2.244,1.0,0.0,0.0,3.854
HR,coldsnap,7,0.0,0.096,0.669,0.113,0.401,2.134,1.0,0.0,0.0,4.412
HR,coldsnap,8,0.0,0.096,1.292,0.113,0.401,1.762,1.0,0.0,0.0,4.664
HR,coldsnap,9,0.0,0.096,1.827,0.113,0.401,1.128,1.0,0.0,0.0,4.565
HR,coldsnap,10,0.0,0.096,2.238,0.179,0.401,0.351,1.0,0.0,0.0,4.265
HR,coldsnap,11,0.0,0.096,2.496,0.446,0.401,0.0,0.779,0.0,0.0,4.217
HR,coldsnap,12,0.0,0.096,2.584,0.113,0.401,0.0,0.896,0.0,0.0,4.089
HR,coldsnap,13,0.0,0.096,2.496,0.113,0.401,0.0,0.899,0.0,0.0,4.005
HR,coldsnap,14,0.0,0.096,2.238,0.187,0.401,0.05,1.0,0.0,0.0,3.971
HR,coldsnap,15,0.0,0.096,1.827,0.113,0.401,0.613,1.0,0.0,0.0,4.05
HR,coldsnap,16,0.0,0.096,1.292,0.113,0.401,1.38,1.0,0.0,0.0,4.282
HR,coldsnap,17,0.0,0.096,0.669,0.488,0.401,1.961,1.0,0.0,0.0,4.614
HR,coldsnap,18,0.0,0.096,0.0,0.544,0.401,1.984,1.0,0.0,0.789,4.813
HR,coldsnap,19,0.0,0.096,0.0,0.599,0.401,1.5,1.0,0.287,0.789,4.672
HR,coldsnap,20,0.0,0.096,0.0,0.623,0.401,1.5,1.0,0.0,0.662,4.282
HR,coldsnap,21,0.0,0.096,0.0,0.763,0.401,1.5,1.0,0.0,0.035,3.794
HR,coldsnap,22,0.0,0.096,0.0,0.824,0.401,1.02,1.0,0.0,0.0,3.341
HR,coldsnap,23,0.0,0.096,0.0,0.929,0.401,0.51,1.0,0.0,0.0,2.936
HU,average,0,3.6,0.48,0.0,0.659,0.016,0.0,1.087,0.0,0.0,5.77
HU,average,1,3.6,0.48,0.0,0.655,0.016,0.0,0.814,0.0,0.0,5.43
HU,average,2,3.6,0.48,0.0,0.656,0.016,0.0,0.681,0.0,0.0,5.265
HU,average,3,3.6,0.48,0.0,0.651,0.016,0.0,0.666,0.0,0.0,5.265
HU,average,4,3.6,0.48,0.0,0.644,0.016,0.0,0.941,0.0,0.0,5.596
HU,average,5,3.6,0.48,0.0,0.631,0.016,0.001,1.787,0.0,0.0,6.496
HU,average,6,3.6,0.48,0.0,0.638,0.016,0.159,2.746,0.0,0.0,7.639
HU,average,7,3.6,0.48,1.84,0.642,0.016,0.177,1.861,0.0,0.001,8.451
HU,average,8,3.6,0.48,3.555,0.661,0.016,0.105,1.366,0.0,0.023,8.881
HU,average,9,3.6,0.48,5.027,0.658,0.016,0.032,0.983,0.0,0.019,8.914
HU,average,10,3.6,0.48,6.157,0.666,0.016,0.002,0.712,0.0,0.005,8.867
HU,average,11,3.6,0.48,6.867,0.676,0.016,0.001,0.559,0.0,0.001,8.816
HU,average,12,3.6,0.48,7.109,0.67,0.016,0.0,0.426,0.0,0.0,8.563
HU,average,13,3.6,0.48,6.867,0.662,0.016,0.0,0.402,0.0,0.0,8.394
HU,average,14,3.6,0.48,6.157,0.67,0.016,0.0,0.484,0.0,0.0,8.32
HU,average,15,3.6,0.48,5.027,0.656,0.016,0.006,0.756,0.0,0.0,8.445
HU,average,16,3.6,0.48,3.555,0.674,0.016,0.074,1.314,0.0,0.011,8.846
HU,average,17,3.6,0.48,1.84,0.688,0.016,0.392,2.382,0.0,0.031,9.383
HU,average,18,3.6,0.48,0.0,0.681,0.016,1.133,3.743,0.002,0.045,9.7
HU,average,19,3.6,0.48,0.0,0.682,0.016,0.961,3.675,0.0,0.067,9.481
HU,average,20,3.6,0.48,0.0,0.671,0.016,0.573,3.452,0.0,0.053,8.846
HU,average,21,3.6,0.48,0.0,0.672,0.016,0.195,2.981,0.0,0.03,7.974
HU,average,22,3.6,0.48,0.0,0.68,0.016,0.022,2.289,0.0,0.009,7.09
HU,average,23,3.6,0.48,0.0,0.66,0.016,0.0,1.534,0.0,0.0,6.259
HU,winter,0,3.6,0.48,0.0,0.706,0.017,0.0,1.882,0.0,0.0,6.685
HU,winter,1,3.6,0.48,0.0,0.7,0.017,0.0,1.487,0.0,0.0,6.277
HU,winter,2,3.6,0.48,0.0,0.732,0.017,0.0,1.267,0.0,0.0,6.082
HU,winter,3,3.6,0.48,0.0,0.738,0.017,0.0,1.262,0.0,0.0,6.082
HU,winter,4,3.6,0.48,0.0,0.707,0.017,0.0,1.671,0.0,0.0,6.473
HU,winter,5,3.6,0.48,0.0,0.674,0.017,0.005,2.818,0.0,0.0,7.594
HU,winter,6,3.6,0.48,0.0,0.693,0.017,0.549,3.753,0.0,0.0,9.091
HU,winter,7,3.6,0.48,0.959,0.719,0.017,0.68,3.742,0.0,0.004,10.2
HU,winter,8,3.6,0.48,1.852,0.742,0.017,0.42,3.531,0.0,0.091,10.733
HU,winter,9,3.6,0.48,2.619,0.701,0.017,0.13,3.034,0.0,0.075,10.656
HU,winter,10,3.6,0.48,3.207,0.72,0.017,0.009,2.413,0.0,0.02,10.465
HU,winter,11,3.6,0.48,3.577,0.724,0.017,0.004,1.98,0.0,0.003,10.363
HU,winter,12,3.6,0.48,3.704,0.751,0.017,0.0,1.554,0.0,0.0,10.056
HU,winter,13,3.6,0.48,3.577,0.799,0.017,0.0,1.436,0.0,0.0,9.852
HU,winter,14,3.6,0.48,3.207,0.819,0.017,0.0,1.678,0.0,0.0,9.77
HU,winter,15,3.6,0.48,2.619,0.812,0.017,0.024,2.408,0.0,0.0,9.952
HU,winter,16,3.6,0.48,1.852,0.816,0.017,0.293,3.39,0.0,0.042,10.489
HU,winter,17,3.6,0.48,0.959,0.861,0.017,1.264,3.935,0.0,0.123,11.238
HU,winter,18,3.6,0.48,0.0,0.829,0.017,2.562,4.0,0.01,0.181,11.678
HU,winter,19,3.6,0.48,0.0,0.803,0.017,2.199,4.0,0.0,0.269,11.367
HU,winter,20,3.6,0.48,0.0,0.779,0.017,1.422,3.978,0.0,0.213,10.489
HU,winter,21,3.6,0.48,0.0,0.745,0.017,0.59,3.794,0.0,0.119,9.345
HU,winter,22,3.6,0.48,0.0,0.77,0.017,0.085,3.263,0.0,0.035,8.25
HU,winter,23,3.6,0.48,0.0,0.715,0.017,0.0,2.448,0.0,0.0,7.259
HU,coldsnap,0,3.6,0.48,0.0,0.159,0.016,0.0,3.077,0.0,0.0,7.332
HU,coldsnap,1,3.6,0.48,0.0,0.132,0.016,0.0,2.636,0.0,0.0,6.865
HU,coldsnap,2,3.6,0.48,0.0,0.04,0.016,0.0,2.508,0.0,0.0,6.644
HU,coldsnap,3,3.6,0.48,0.0,0.112,0.016,0.0,2.436,0.0,0.0,6.644
HU,coldsnap,4,3.6,0.48,0.0,0.04,0.016,0.0,2.949,0.0,0.0,7.085
HU,coldsnap,5,3.6,0.48,0.0,0.04,0.016,0.285,4.0,0.0,0.0,8.421
HU,coldsnap,6,3.6,0.48,0.0,0.04,0.016,2.75,4.0,0.0,0.0,10.886
HU,coldsnap,7,3.6,0.48,0.846,0.04,0.016,3.292,4.0,0.0,0.402,12.677
HU,coldsnap,8,3.6,0.48,1.635,0.04,0.016,0.06,4.0,0.0,3.598,13.429
HU,coldsnap,9,3.6,0.48,2.312,0.04,0.016,0.06,4.0,0.0,2.468,12.976
HU,coldsnap,10,3.6,0.48,2.831,0.145,0.016,0.06,4.0,0.0,0.668,11.801
HU,coldsnap,11,3.6,0.48,3.158,0.076,0.016,0.06,4.0,0.0,0.23,11.62
HU,coldsnap,12,3.6,0.48,3.269,0.146,0.016,0.0,3.747,0.0,0.0,11.258
HU,coldsnap,13,3.6,0.48,3.158,0.156,0.016,0.0,3.608,0.0,0.0,11.018
HU,coldsnap,14,3.6,0.48,2.831,0.079,0.016,0.0,3.925,0.0,0.0,10.932
HU,coldsnap,15,3.6,0.48,2.312,0.04,0.016,0.723,4.0,0.0,0.02,11.19
HU,coldsnap,16,3.6,0.48,1.635,0.04,0.016,0.06,4.0,0.0,2.073,11.904
HU,coldsnap,17,3.6,0.48,0.846,0.04,0.016,0.06,4.0,0.0,3.918,12.96
HU,coldsnap,18,3.6,0.48,0.0,0.04,0.016,0.06,4.0,0.457,4.941,13.594
HU,coldsnap,19,3.6,0.48,0.0,0.04,0.016,0.06,4.0,0.0,4.941,13.137
HU,coldsnap,20,3.6,0.48,0.0,0.04,0.016,0.06,4.0,0.0,3.708,11.904
HU,coldsnap,21,3.6,0.48,0.0,0.04,0.016,0.06,4.0,0.0,2.227,10.423
HU,coldsnap,22,3.6,0.48,0.0,0.04,0.016,0.06,4.0,0.0,0.913,9.109
HU,coldsnap,23,3.6,0.48,0.0,0.04,0.016,0.0,3.84,0.0,0.0,7.976
IE,average,0,0.0,0.24,0.0,8.701,0.032,0.019,1.044,0.0,0.002,4.174
IE,average,1,0.0,0.24,0.0,8.788,0.032,0.004,0.964,0.0,0.0,3.929
IE,average,2,0.0,0.24,0.0,8.925,0.032,0.0,0.944,0.0,0.0,3.81
IE,average,3,0.0,0.24,0.0,8.781,0.032,0.0,0.979,0.0,0.0,3.81
IE,average,4,0.0,0.24,0.0,8.567,0.032,0.008,1.059,0.0,0.0,4.049
IE,average,5,0.0,0.24,0.0,8.662,0.032,0.066,1.155,0.0,0.003,4.695
IE,average,6,0.0,0.24,0.0,8.572,0.032,0.236,1.348,0.0,0.007,5.513
IE,average,7,0.0,0.24,1.022,8.845,0.032,0.18,1.151,0.0,0.014,6.093
IE,average,8,0.0,0.24,1.975,8.905,0.032,0.11,0.975,0.0,0.014,6.402
IE,average,9,0.0,0.24,2.793,8.887,0.032,0.091,0.752,0.0,0.012,6.432
IE,average,10,0.0,0.24,3.42,8.661,0.032,0.064,0.712,0.0,0.008,6.405
IE,average,11,0.0,0.24,3.815,8.534,0.032,0.04,0.59,0.0,0.006,6.37
IE,average,12,0.0,0.24,3.95,8.403,0.032,0.029,0.588,0.0,0.005,6.187
IE,average,13,0.0,0.24,3.815,8.41,0.032,0.025,0.546,0.0,0.004,6.066
IE,average,14,0.0,0.24,3.42,8.321,0.032,0.038,0.625,0.0,0.005,6.012
IE,average,15,0.0,0.24,2.793,8.231,0.032,0.059,0.717,0.0,0.007,6.1
IE,average,16,0.0,0.24,1.975,7.874,0.032,0.153,1.126,0.0,0.014,6.386
IE,average,17,0.0,0.24,1.022,8.187,0.032,0.313,1.465,0.0,0.017,6.768
IE,average,18,0.0,0.24,0.0,8.185,0.032,0.657,1.688,0.002,0.009,6.994
IE,average,19,0.0,0.24,0.0,8.315,0.032,0.634,1.652,0.002,0.012,6.838
IE,average,20,0.0,0.24,0.0,8.518,0.032,0.492,1.536,0.0,0.024,6.386
IE,average,21,0.0,0.24,0.0,8.769,0.032,0.281,1.399,0.0,0.019,5.763
IE,average,22,0.0,0.24,0.0,8.567,0.032,0.15,1.302,0.0,0.008,5.127
IE,average,23,0.0,0.24,0.0,8.677,0.032,0.063,1.194,0.0,0.004,4.527
IE,winter,0,0.0,0.24,0.0,8.63,0.033,0.066,1.226,0.0,0.006,4.821
IE,winter,1,0.0,0.24,0.0,8.967,0.033,0.017,1.135,0.0,0.0,4.529
IE,winter,2,0.0,0.24,0.0,8.873,0.033,0.0,1.167,0.0,0.0,4.388
IE,winter,3,0.0,0.24,0.0,8.406,0.033,0.001,1.185,0.0,0.0,4.388
IE,winter,4,0.0,0.24,0.0,8.267,0.033,0.031,1.207,0.0,0.002,4.67
IE,winter,5,0.0,0.24,0.0,8.634,0.033,0.175,1.242,0.0,0.011,5.469
IE,winter,6,0.0,0.24,0.0,8.59,0.033,0.448,1.503,0.0,0.027,6.531
IE,winter,7,0.0,0.24,0.533,8.598,0.033,0.48,1.418,0.0,0.057,7.314
IE,winter,8,0.0,0.24,1.029,9.299,0.033,0.317,1.367,0.0,0.051,7.696
IE,winter,9,0.0,0.24,1.455,8.928,0.033,0.303,1.334,0.0,0.048,7.652
IE,winter,10,0.0,0.24,1.782,8.348,0.033,0.238,1.46,0.0,0.033,7.527
IE,winter,11,0.0,0.24,1.987,8.547,0.033,0.149,1.353,0.0,0.025,7.458
IE,winter,12,0.0,0.24,2.058,8.601,0.033,0.114,1.384,0.0,0.018,7.238
IE,winter,13,0.0,0.24,1.987,8.417,0.033,0.102,1.357,0.0,0.016,7.092
IE,winter,14,0.0,0.24,1.782,8.089,0.033,0.137,1.386,0.0,0.019,7.033
IE,winter,15,0.0,0.24,1.455,8.136,0.033,0.203,1.274,0.0,0.029,7.16
IE,winter,16,0.0,0.24,1.029,7.994,0.033,0.427,1.489,0.0,0.057,7.539
IE,winter,17,0.0,0.24,0.533,8.492,0.033,0.721,1.536,0.001,0.069,8.066
IE,winter,18,0.0,0.24,0.0,8.613,0.033,0.904,1.651,0.01,0.035,8.376
IE,winter,19,0.0,0.24,0.0,8.567,0.033,1.122,1.773,0.007,0.049,8.158
IE,winter,20,0.0,0.24,0.0,8.547,0.033,0.769,1.727,0.0,0.095,7.539
IE,winter,21,0.0,0.24,0.0,8.995,0.033,0.431,1.486,0.0,0.074,6.729
IE,winter,22,0.0,0.24,0.0,8.427,0.033,0.317,1.453,0.0,0.032,5.947
IE,winter,23,0.0,0.24,0.0,8.664,0.033,0.175,1.439,0.0,0.015,5.235
IE,coldsnap,0,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.0,0.328,5.012
IE,coldsnap,1,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.0,0.024,4.708
IE,coldsnap,2,0.0,0.24,0.0,0.29,0.035,0.0,3.998,0.0,0.0,4.562
IE,coldsnap,3,0.0,0.24,0.0,0.29,0.035,0.0,3.998,0.0,0.0,4.562
IE,coldsnap,4,0.0,0.24,0.0,0.29,0.035,0.124,4.0,0.0,0.166,4.854
IE,coldsnap,5,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.0,1.0,5.685
IE,coldsnap,6,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.0,2.074,6.758
IE,coldsnap,7,0.0,0.24,0.5,0.29,0.035,0.12,4.0,0.0,2.371,7.555
IE,coldsnap,8,0.0,0.24,0.966,0.29,0.035,0.12,4.0,0.0,2.297,7.947
IE,coldsnap,9,0.0,0.24,1.366,0.29,0.035,0.12,4.0,0.0,1.862,7.912
IE,coldsnap,10,0.0,0.24,1.672,0.29,0.035,0.12,4.0,0.0,1.467,7.824
IE,coldsnap,11,0.0,0.24,1.865,0.29,0.035,0.12,4.0,0.0,1.203,7.752
IE,coldsnap,12,0.0,0.24,1.931,0.29,0.035,0.12,4.0,0.0,0.908,7.524
IE,coldsnap,13,0.0,0.24,1.865,0.29,0.035,0.12,4.0,0.0,0.822,7.372
IE,coldsnap,14,0.0,0.24,1.672,0.29,0.035,0.12,4.0,0.0,0.953,7.31
IE,coldsnap,15,0.0,0.24,1.366,0.29,0.035,0.12,4.0,0.0,1.392,7.442
IE,coldsnap,16,0.0,0.24,0.966,0.29,0.035,0.12,4.0,0.0,2.186,7.836
IE,coldsnap,17,0.0,0.24,0.5,0.29,0.035,0.12,4.0,0.047,3.151,8.382
IE,coldsnap,18,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.868,3.151,8.704
IE,coldsnap,19,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.642,3.151,8.477
IE,coldsnap,20,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.0,3.151,7.836
IE,coldsnap,21,0.0,0.24,0.0,0.29,0.035,0.12,4.0,0.0,2.31,6.994
IE,coldsnap,22,0.0,0.24,0.0,4.827,0.035,0.0,1.08,0.0,0.0,6.182
IE,coldsnap,23,0.0,0.24,0.0,4.972,0.035,0.0,0.196,0.0,0.0,5.442
IT,average,0,3.6,1.92,0.0,23.539,3.2,0.118,13.996,0.0,0.0,40.212
IT,average,1,3.6,1.92,0.0,23.789,3.2,0.004,12.652,0.0,0.0,37.811
IT,average,2,3.6,1.92,0.0,23.891,3.2,0.0,11.82,0.0,0.0,36.65
IT,average,3,3.6,1.92,0.0,23.944,3.2,0.0,11.884,0.0,0.0,36.65
IT,average,4,3.6,1.92,0.0,24.081,3.2,0.034,13.12,0.0,0.0,38.973
IT,average,5,3.6,1.92,0.0,25.024,3.2,0.808,16.388,0.0,0.0,45.437
IT,average,6,3.6,1.92,0.0,25.105,3.2,3.092,19.785,0.0,0.0,53.742
IT,average,7,3.6,1.92,19.167,24.699,3.2,1.489,12.916,0.001,0.026,59.736
IT,average,8,3.6,1.92,37.027,24.539,3.2,0.492,7.248,0.0,0.021,62.786
IT,average,9,3.6,1.92,52.364,24.843,3.2,0.057,3.849,0.0,0.0,62.774
IT,average,10,3.6,1.92,64.133,24.738,3.2,0.0,1.772,0.0,0.0,62.206
IT,average,11,3.6,1.92,71.531,24.929,3.2,0.0,1.013,0.0,0.0,61.749
IT,average,12,3.6,1.92,74.055,25.261,3.2,0.0,0.704,0.0,0.0,59.961
IT,average,13,3.6,1.92,71.531,24.96,3.2,0.0,0.618,0.0,0.0,58.771
IT,average,14,3.6,1.92,64.133,24.379,3.2,0.0,1.089,0.0,0.0,58.265
IT,average,15,3.6,1.92,52.364,25.019,3.2,0.0,2.54,0.0,0.0,59.217
IT,average,16,3.6,1.92,37.027,25.558,3.2,0.236,6.49,0.0,0.0,62.168
IT,average,17,3.6,1.92,19.167,25.153,3.2,2.486,15.868,0.0,0.0,66.173
IT,average,18,3.6,1.92,0.0,24.913,3.2,9.924,25.67,0.0,0.0,68.525
IT,average,19,3.6,1.92,0.0,24.95,3.2,8.942,24.921,0.006,0.026,66.885
IT,average,20,3.6,1.92,0.0,25.072,3.2,6.395,23.158,0.033,0.026,62.168
IT,average,21,3.6,1.92,0.0,25.021,3.2,3.749,20.582,0.0,0.026,55.803
IT,average,22,3.6,1.92,0.0,24.831,3.2,1.663,17.99,0.0,0.002,49.487
IT,average,23,3.6,1.92,0.0,24.148,3.2,0.447,15.598,0.0,0.0,43.633
IT,winter,0,3.6,1.92,0.0,27.437,3.308,0.447,15.192,0.0,0.0,45.263
IT,winter,1,3.6,1.92,0.0,27.011,3.308,0.018,14.326,0.0,0.0,42.424
IT,winter,2,3.6,1.92,0.0,27.513,3.308,0.001,12.869,0.0,0.0,41.08
IT,winter,3,3.6,1.92,0.0,25.522,3.308,0.001,13.952,0.0,0.0,41.08
IT,winter,4,3.6,1.92,0.0,24.747,3.308,0.134,16.477,0.0,0.0,43.771
IT,winter,5,3.6,1.92,0.0,25.897,3.308,2.205,19.38,0.0,0.0,51.764
IT,winter,6,3.6,1.92,0.0,26.858,3.308,6.236,22.446,0.0,0.0,62.711
IT,winter,7,3.6,1.92,13.324,25.925,3.308,5.244,19.761,0.003,0.105,70.987
IT,winter,8,3.6,1.92,25.74,26.544,3.308,1.969,16.409,0.0,0.084,74.747
IT,winter,9,3.6,1.92,36.401,26.41,3.308,0.23,11.417,0.0,0.0,73.666
IT,winter,10,3.6,1.92,44.582,26.632,3.308,0.0,6.186,0.0,0.0,71.78
IT,winter,11,3.6,1.92,49.725,26.519,3.308,0.0,3.718,0.0,0.0,70.869
IT,winter,12,3.6,1.92,51.479,27.141,3.308,0.0,2.645,0.0,0.0,68.736
IT,winter,13,3.6,1.92,49.725,28.072,3.308,0.0,2.345,0.0,0.0,67.319
IT,winter,14,3.6,1.92,44.582,28.293,3.308,0.0,3.895,0.0,0.0,66.785
IT,winter,15,3.6,1.92,36.401,28.271,3.308,0.0,8.244,0.0,0.0,68.202
IT,winter,16,3.6,1.92,25.74,29.357,3.308,0.948,14.494,0.0,0.0,72.186
IT,winter,17,3.6,1.92,13.324,28.813,3.308,7.338,21.255,0.0,0.0,77.855
IT,winter,18,3.6,1.92,0.0,28.162,3.308,16.023,28.168,0.0,0.0,81.181
IT,winter,19,3.6,1.92,0.0,28.48,3.308,14.286,27.088,0.025,0.105,78.811
IT,winter,20,3.6,1.92,0.0,28.656,3.308,9.847,24.906,0.131,0.105,72.186
IT,winter,21,3.6,1.92,0.0,27.42,3.308,6.294,22.362,0.0,0.105,63.794
IT,winter,22,3.6,1.92,0.0,27.694,3.308,3.43,19.137,0.0,0.008,56.031
IT,winter,23,3.6,1.92,0.0,26.225,3.308,1.37,17.883,0.0,0.0,49.188
IT,coldsnap,0,3.6,1.92,0.0,1.5,3.205,4.911,35.0,0.0,0.0,50.136
IT,coldsnap,1,3.6,1.92,0.0,3.683,3.205,0.0,34.409,0.0,0.0,46.817
IT,coldsnap,2,3.6,1.92,0.0,2.604,3.205,0.0,33.95,0.0,0.0,45.278
IT,coldsnap,3,3.6,1.92,0.0,7.368,3.205,0.0,29.185,0.0,0.0,45.278
IT,coldsnap,4,3.6,1.92,0.0,10.209,3.205,0.0,29.427,0.0,0.0,48.361
IT,coldsnap,5,3.6,1.92,0.0,9.63,3.205,4.789,35.0,0.0,0.0,58.144
IT,coldsnap,6,3.6,1.92,0.0,12.101,3.205,21.702,35.0,0.0,0.0,77.529
IT,coldsnap,7,3.6,1.92,12.539,11.444,3.205,14.284,35.0,0.247,9.522,91.76
IT,coldsnap,8,3.6,1.92,24.223,9.821,3.205,12.0,35.0,0.0,7.632,97.401
IT,coldsnap,9,3.6,1.92,34.256,9.711,3.205,5.273,35.0,0.0,0.0,92.965
IT,coldsnap,10,3.6,1.92,41.955,6.535,3.205,0.0,25.111,0.0,0.0,82.326
IT,coldsnap,11,3.6,1.92,46.795,1.5,3.205,0.0,23.702,0.0,0.0,80.722
IT,coldsnap,12,3.6,1.92,48.446,1.5,3.205,0.0,19.458,0.0,0.0,78.129
IT,coldsnap,13,3.6,1.92,46.795,1.5,3.205,0.0,19.394,0.0,0.0,76.414
IT,coldsnap,14,3.6,1.92,41.955,3.468,3.205,0.0,21.711,0.0,0.0,75.859
IT,coldsnap,15,3.6,1.92,34.256,5.802,3.205,0.0,29.163,0.0,0.0,77.946
IT,coldsnap,16,3.6,1.92,24.223,7.156,3.205,8.347,35.0,0.0,0.0,83.451
IT,coldsnap,17,3.6,1.92,12.539,9.534,3.205,25.992,35.0,0.0,0.0,91.789
IT,coldsnap,18,3.6,1.92,0.0,6.184,3.205,46.879,35.0,0.0,0.0,96.789
IT,coldsnap,19,3.6,1.92,0.0,8.716,3.205,28.873,35.0,2.316,9.522,93.152
IT,coldsnap,20,3.6,1.92,0.0,6.269,3.205,12.0,35.0,11.935,9.522,83.451
IT,coldsnap,21,3.6,1.92,0.0,6.926,3.205,12.0,35.0,0.0,9.522,72.173
IT,coldsnap,22,3.6,1.92,0.0,8.682,3.205,10.18,35.0,0.0,0.0,62.586
