country,daytype,hour,nuclear,biomass,solar,wind,hydro_ror,flex,gas,unserved,peaker,demand
IT,coldsnap,23,3.6,1.92,0.0,12.567,3.205,0.0,33.318,0.0,0.0,54.609
LT,average,0,0.0,0.24,0.0,2.427,0.176,0.035,0.321,0.0,0.0,1.586
LT,average,1,0.0,0.24,0.0,2.403,0.176,0.019,0.306,0.0,0.0,1.492
LT,average,2,0.0,0.24,0.0,2.36,0.176,0.011,0.276,0.0,0.0,1.446
LT,average,3,0.0,0.24,0.0,2.349,0.176,0.015,0.294,0.0,0.0,1.446
LT,average,4,0.0,0.24,0.0,2.352,0.176,0.027,0.322,0.0,0.0,1.538
LT,average,5,0.0,0.24,0.0,2.348,0.176,0.086,0.374,0.0,0.0,1.788
LT,average,6,0.0,0.24,0.0,2.41,0.176,0.19,0.416,0.0,0.003,2.106
LT,average,7,0.0,0.24,0.716,2.328,0.176,0.112,0.29,0.0,0.002,2.334
LT,average,8,0.0,0.24,1.382,2.314,0.176,0.065,0.194,0.0,0.001,2.453
LT,average,9,0.0,0.24,1.955,2.344,0.176,0.032,0.138,0.0,0.0,2.459
LT,average,10,0.0,0.24,2.394,2.268,0.176,0.014,0.109,0.0,0.0,2.443
LT,average,11,0.0,0.24,2.67,2.283,0.176,0.005,0.078,0.0,0.0,2.427
LT,average,12,0.0,0.24,2.765,2.369,0.176,0.002,0.07,0.0,0.0,2.357
LT,average,13,0.0,0.24,2.67,2.344,0.176,0.001,0.071,0.0,0.0,2.311
LT,average,14,0.0,0.24,2.394,2.318,0.176,0.005,0.089,0.0,0.0,2.291
LT,average,15,0.0,0.24,1.955,2.412,0.176,0.016,0.112,0.0,0.0,2.326
LT,average,16,0.0,0.24,1.382,2.432,0.176,0.054,0.173,0.0,0.0,2.438
LT,average,17,0.0,0.24,0.716,2.553,0.176,0.144,0.317,0.0,0.0,2.59
LT,average,18,0.0,0.24,0.0,2.438,0.176,0.391,0.486,0.001,0.004,2.679
LT,average,19,0.0,0.24,0.0,2.417,0.176,0.367,0.465,0.001,0.006,2.617
LT,average,20,0.0,0.24,0.0,2.359,0.176,0.286,0.436,0.0,0.006,2.438
LT,average,21,0.0,0.24,0.0,2.466,0.176,0.187,0.379,0.0,0.004,2.195
LT,average,22,0.0,0.24,0.0,2.417,0.176,0.125,0.383,0.0,0.001,1.95
LT,average,23,0.0,0.24,0.0,2.451,0.176,0.064,0.335,0.0,0.0,1.72
LT,winter,0,0.0,0.24,0.0,2.79,0.182,0.087,0.317,0.0,0.0,1.828
LT,winter,1,0.0,0.24,0.0,2.871,0.182,0.052,0.295,0.0,0.0,1.716
LT,winter,2,0.0,0.24,0.0,2.94,0.182,0.026,0.251,0.0,0.0,1.663
LT,winter,3,0.0,0.24,0.0,2.878,0.182,0.037,0.3,0.0,0.0,1.663
LT,winter,4,0.0,0.24,0.0,2.83,0.182,0.058,0.293,0.0,0.0,1.77
LT,winter,5,0.0,0.24,0.0,2.804,0.182,0.158,0.348,0.0,0.0,2.077
LT,winter,6,0.0,0.24,0.0,2.803,0.182,0.301,0.405,0.0,0.01,2.489
LT,winter,7,0.0,0.24,0.373,2.659,0.182,0.302,0.423,0.0,0.007,2.794
LT,winter,8,0.0,0.24,0.72,2.645,0.182,0.211,0.379,0.0,0.006,2.94
LT,winter,9,0.0,0.24,1.018,2.667,0.182,0.115,0.328,0.0,0.001,2.918
LT,winter,10,0.0,0.24,1.247,2.568,0.182,0.054,0.288,0.0,0.0,2.864
LT,winter,11,0.0,0.24,1.391,2.639,0.182,0.019,0.239,0.0,0.0,2.835
LT,winter,12,0.0,0.24,1.44,2.675,0.182,0.008,0.243,0.0,0.0,2.751
LT,winter,13,0.0,0.24,1.391,2.669,0.182,0.006,0.239,0.0,0.0,2.696
LT,winter,14,0.0,0.24,1.247,2.759,0.182,0.022,0.257,0.0,0.0,2.673
LT,winter,15,0.0,0.24,1.018,2.764,0.182,0.063,0.295,0.0,0.0,2.723
LT,winter,16,0.0,0.24,0.72,2.744,0.182,0.171,0.376,0.0,0.0,2.871
LT,winter,17,0.0,0.24,0.373,2.957,0.182,0.324,0.374,0.0,0.002,3.078
LT,winter,18,0.0,0.24,0.0,2.894,0.182,0.5,0.449,0.005,0.017,3.199
LT,winter,19,0.0,0.24,0.0,2.949,0.182,0.459,0.404,0.004,0.023,3.113
LT,winter,20,0.0,0.24,0.0,2.931,0.182,0.355,0.4,0.0,0.024,2.871
LT,winter,21,0.0,0.24,0.0,2.966,0.182,0.253,0.379,0.0,0.016,2.557
LT,winter,22,0.0,0.24,0.0,2.96,0.182,0.182,0.345,0.0,0.005,2.256
LT,winter,23,0.0,0.24,0.0,2.922,0.182,0.132,0.312,0.0,0.0,1.985
LT,coldsnap,0,0.0,0.24,0.0,0.147,0.178,0.441,1.0,0.0,0.0,2.006
LT,coldsnap,1,0.0,0.24,0.0,0.147,0.178,0.313,1.0,0.0,0.0,1.878
LT,coldsnap,2,0.0,0.24,0.0,0.147,0.178,0.252,1.0,0.0,0.0,1.817
LT,coldsnap,3,0.0,0.24,0.0,0.147,0.178,0.252,1.0,0.0,0.0,1.817
LT,coldsnap,4,0.0,0.24,0.0,0.147,0.178,0.373,1.0,0.0,0.0,1.938
LT,coldsnap,5,0.0,0.24,0.0,0.147,0.178,0.74,1.0,0.0,0.0,2.305
LT,coldsnap,6,0.0,0.24,0.0,0.147,0.178,1.42,1.0,0.0,0.0,2.985
LT,coldsnap,7,0.0,0.24,0.329,0.147,0.178,1.585,1.0,0.0,0.0,3.479
LT,coldsnap,8,0.0,0.24,0.636,0.147,0.178,1.485,1.0,0.0,0.0,3.686
LT,coldsnap,9,0.0,0.24,0.899,0.147,0.178,1.095,1.0,0.0,0.0,3.559
LT,coldsnap,10,0.0,0.24,1.101,0.147,0.178,0.566,1.0,0.0,0.0,3.232
LT,coldsnap,11,0.0,0.24,1.228,0.147,0.178,0.388,1.0,0.0,0.0,3.181
LT,coldsnap,12,0.0,0.24,1.271,0.147,0.178,0.246,1.0,0.0,0.0,3.082
LT,coldsnap,13,0.0,0.24,1.228,0.147,0.178,0.223,1.0,0.0,0.0,3.016
LT,coldsnap,14,0.0,0.24,1.101,0.147,0.178,0.327,1.0,0.0,0.0,2.993
LT,coldsnap,15,0.0,0.24,0.899,0.147,0.178,0.6,1.0,0.0,0.0,3.064
LT,coldsnap,16,0.0,0.24,0.636,0.147,0.178,1.06,1.0,0.0,0.0,3.261
LT,coldsnap,17,0.0,0.24,0.329,0.147,0.178,1.514,1.0,0.0,0.144,3.552
LT,coldsnap,18,0.0,0.24,0.0,0.147,0.178,0.66,1.0,0.466,1.036,3.727
LT,coldsnap,19,0.0,0.24,0.0,0.147,0.178,0.66,1.0,0.34,1.036,3.601
LT,coldsnap,20,0.0,0.24,0.0,0.147,0.178,0.66,1.0,0.0,1.036,3.261
LT,coldsnap,21,0.0,0.24,0.0,0.147,0.178,0.66,1.0,0.0,0.628,2.853
LT,coldsnap,22,0.0,0.24,0.0,0.147,0.178,0.66,1.0,0.0,0.267,2.492
LT,coldsnap,23,0.0,0.24,0.0,0.147,0.178,0.617,1.0,0.0,0.0,2.182
LU,average,0,0.0,0.048,0.0,0.213,0.208,0.119,0.227,0.0,0.0,0.805
LU,average,1,0.0,0.048,0.0,0.203,0.208,0.092,0.219,0.0,0.0,0.756
LU,average,2,0.0,0.048,0.0,0.206,0.208,0.077,0.21,0.0,0.0,0.733
LU,average,3,0.0,0.048,0.0,0.207,0.208,0.076,0.21,0.0,0.0,0.733
LU,average,4,0.0,0.048,0.0,0.197,0.208,0.103,0.233,0.0,0.0,0.78
LU,average,5,0.0,0.048,0.0,0.201,0.208,0.191,0.263,0.0,0.0,0.909
LU,average,6,0.0,0.048,0.0,0.206,0.208,0.324,0.287,0.0,0.002,1.075
LU,average,7,0.0,0.048,0.204,0.199,0.208,0.276,0.257,0.0,0.007,1.195
LU,average,8,0.0,0.048,0.395,0.193,0.208,0.226,0.207,0.0,0.007,1.256
LU,average,9,0.0,0.048,0.559,0.199,0.208,0.167,0.163,0.0,0.003,1.256
LU,average,10,0.0,0.048,0.684,0.196,0.208,0.129,0.138,0.0,0.0,1.245
LU,average,11,0.0,0.048,0.763,0.197,0.208,0.109,0.127,0.0,0.0,1.235
LU,average,12,0.0,0.048,0.79,0.208,0.208,0.088,0.116,0.0,0.0,1.2
LU,average,13,0.0,0.048,0.763,0.205,0.208,0.086,0.116,0.0,0.0,1.176
LU,average,14,0.0,0.048,0.684,0.206,0.208,0.098,0.123,0.0,0.0,1.166
LU,average,15,0.0,0.048,0.559,0.213,0.208,0.132,0.144,0.0,0.0,1.185
LU,average,16,0.0,0.048,0.395,0.216,0.208,0.212,0.202,0.0,0.003,1.244
LU,average,17,0.0,0.048,0.204,0.212,0.208,0.369,0.271,0.0,0.015,1.324
LU,average,18,0.0,0.048,0.0,0.208,0.208,0.577,0.298,0.0,0.032,1.371
LU,average,19,0.0,0.048,0.0,0.207,0.208,0.548,0.298,0.0,0.03,1.338
LU,average,20,0.0,0.048,0.0,0.202,0.208,0.474,0.295,0.0,0.018,1.244
LU,average,21,0.0,0.048,0.0,0.201,0.208,0.369,0.289,0.0,0.003,1.116
LU,average,22,0.0,0.048,0.0,0.205,0.208,0.258,0.273,0.0,0.0,0.99
LU,average,23,0.0,0.048,0.0,0.203,0.208,0.171,0.248,0.0,0.0,0.873
LU,winter,0,0.0,0.048,0.0,0.211,0.215,0.212,0.259,0.0,0.0,0.944
LU,winter,1,0.0,0.048,0.0,0.209,0.215,0.169,0.247,0.0,0.0,0.885
LU,winter,2,0.0,0.048,0.0,0.205,0.215,0.155,0.238,0.0,0.0,0.857
LU,winter,3,0.0,0.048,0.0,0.201,0.215,0.151,0.246,0.0,0.0,0.857
LU,winter,4,0.0,0.048,0.0,0.199,0.215,0.187,0.265,0.0,0.0,0.913
LU,winter,5,0.0,0.048,0.0,0.204,0.215,0.325,0.286,0.0,0.0,1.078
LU,winter,6,0.0,0.048,0.0,0.213,0.215,0.519,0.3,0.0,0.008,1.304
LU,winter,7,0.0,0.048,0.107,0.214,0.215,0.563,0.3,0.0,0.027,1.474
LU,winter,8,0.0,0.048,0.206,0.21,0.215,0.544,0.3,0.0,0.029,1.552
LU,winter,9,0.0,0.048,0.291,0.218,0.215,0.449,0.296,0.0,0.014,1.531
LU,winter,10,0.0,0.048,0.356,0.213,0.215,0.372,0.29,0.0,0.0,1.494
LU,winter,11,0.0,0.048,0.397,0.21,0.215,0.323,0.283,0.0,0.0,1.476
LU,winter,12,0.0,0.048,0.412,0.211,0.215,0.274,0.273,0.0,0.0,1.431
LU,winter,13,0.0,0.048,0.397,0.199,0.215,0.269,0.273,0.0,0.0,1.402
LU,winter,14,0.0,0.048,0.356,0.191,0.215,0.301,0.279,0.0,0.0,1.391
LU,winter,15,0.0,0.048,0.291,0.189,0.215,0.382,0.295,0.0,0.0,1.42
LU,winter,16,0.0,0.048,0.206,0.193,0.215,0.53,0.3,0.0,0.01,1.501
LU,winter,17,0.0,0.048,0.107,0.194,0.215,0.693,0.3,0.0,0.061,1.618
LU,winter,18,0.0,0.048,0.0,0.198,0.215,0.8,0.3,0.001,0.124,1.686
LU,winter,19,0.0,0.048,0.0,0.205,0.215,0.758,0.3,0.0,0.112,1.637
LU,winter,20,0.0,0.048,0.0,0.198,0.215,0.672,0.3,0.0,0.068,1.501
LU,winter,21,0.0,0.048,0.0,0.212,0.215,0.543,0.3,0.0,0.01,1.329
LU,winter,22,0.0,0.048,0.0,0.209,0.215,0.398,0.297,0.0,0.0,1.168
LU,winter,23,0.0,0.048,0.0,0.192,0.215,0.286,0.284,0.0,0.0,1.026
LU,coldsnap,0,0.0,0.048,0.0,0.057,0.21,0.433,0.3,0.0,0.0,1.048
LU,coldsnap,1,0.0,0.048,0.0,0.044,0.21,0.377,0.3,0.0,0.0,0.979
LU,coldsnap,2,0.0,0.048,0.0,0.074,0.21,0.315,0.3,0.0,0.0,0.947
LU,coldsnap,3,0.0,0.048,0.0,0.079,0.21,0.31,0.3,0.0,0.0,0.947
LU,coldsnap,4,0.0,0.048,0.0,0.069,0.21,0.384,0.3,0.0,0.0,1.011
LU,coldsnap,5,0.0,0.048,0.0,0.12,0.21,0.536,0.3,0.0,0.0,1.213
LU,coldsnap,6,0.0,0.048,0.0,0.12,0.21,0.78,0.3,0.0,0.152,1.609
LU,coldsnap,7,0.0,0.048,0.094,0.12,0.21,0.78,0.3,0.0,0.348,1.9
LU,coldsnap,8,0.0,0.048,0.181,0.12,0.21,0.78,0.3,0.0,0.377,2.016
LU,coldsnap,9,0.0,0.048,0.256,0.079,0.21,0.78,0.3,0.0,0.256,1.928
LU,coldsnap,10,0.0,0.048,0.313,0.113,0.21,0.731,0.3,0.0,0.0,1.715
LU,coldsnap,11,0.0,0.048,0.35,0.049,0.21,0.727,0.3,0.0,0.0,1.683
LU,coldsnap,12,0.0,0.048,0.362,0.045,0.21,0.665,0.3,0.0,0.0,1.629
LU,coldsnap,13,0.0,0.048,0.35,0.067,0.21,0.619,0.3,0.0,0.0,1.593
LU,coldsnap,14,0.0,0.048,0.313,0.046,0.21,0.665,0.3,0.0,0.0,1.582
LU,coldsnap,15,0.0,0.048,0.256,0.012,0.21,0.78,0.3,0.0,0.019,1.624
LU,coldsnap,16,0.0,0.048,0.181,0.018,0.21,0.78,0.3,0.0,0.2,1.737
LU,coldsnap,17,0.0,0.048,0.094,0.038,0.21,0.78,0.3,0.0,0.438,1.907
LU,coldsnap,18,0.0,0.048,0.0,0.059,0.21,0.78,0.3,0.062,0.55,2.009
LU,coldsnap,19,0.0,0.048,0.0,0.087,0.21,0.78,0.3,0.0,0.51,1.935
LU,coldsnap,20,0.0,0.048,0.0,0.063,0.21,0.78,0.3,0.0,0.336,1.737
LU,coldsnap,21,0.0,0.048,0.0,0.088,0.21,0.78,0.3,0.0,0.08,1.505
LU,coldsnap,22,0.0,0.048,0.0,0.108,0.21,0.642,0.3,0.0,0.0,1.307
LU,coldsnap,23,0.0,0.048,0.0,0.12,0.21,0.464,0.3,0.0,0.0,1.141
LV,average,0,0.0,0.192,0.0,1.291,0.256,0.0,0.168,0.0,0.0,1.013
LV,average,1,0.0,0.192,0.0,1.275,0.256,0.0,0.137,0.0,0.0,0.949
LV,average,2,0.0,0.192,0.0,1.264,0.256,0.0,0.123,0.0,0.0,0.919
LV,average,3,0.0,0.192,0.0,1.297,0.256,0.0,0.132,0.0,0.0,0.919
LV,average,4,0.0,0.192,0.0,1.245,0.256,0.0,0.163,0.0,0.0,0.979
LV,average,5,0.0,0.192,0.0,1.218,0.256,0.001,0.24,0.0,0.0,1.158
LV,average,6,0.0,0.192,0.0,1.227,0.256,0.025,0.329,0.0,0.0,1.396
LV,average,7,0.0,0.192,0.409,1.197,0.256,0.03,0.24,0.0,0.0,1.574
LV,average,8,0.0,0.192,0.79,1.165,0.256,0.025,0.172,0.0,0.0,1.655
LV,average,9,0.0,0.192,1.117,1.124,0.256,0.01,0.122,0.0,0.0,1.635
LV,average,10,0.0,0.192,1.368,1.165,0.256,0.002,0.083,0.0,0.0,1.601
LV,average,11,0.0,0.192,1.526,1.159,0.256,0.001,0.066,0.0,0.0,1.581
LV,average,12,0.0,0.192,1.58,1.141,0.256,0.0,0.053,0.0,0.0,1.534
LV,average,13,0.0,0.192,1.526,1.157,0.256,0.0,0.051,0.0,0.0,1.503
LV,average,14,0.0,0.192,1.368,1.187,0.256,0.0,0.061,0.0,0.0,1.491
LV,average,15,0.0,0.192,1.117,1.188,0.256,0.002,0.094,0.0,0.0,1.522
LV,average,16,0.0,0.192,0.79,1.231,0.256,0.011,0.143,0.0,0.0,1.609
LV,average,17,0.0,0.192,0.409,1.218,0.256,0.045,0.267,0.0,0.0,1.732
LV,average,18,0.0,0.192,0.0,1.223,0.256,0.109,0.463,0.0,0.0,1.803
LV,average,19,0.0,0.192,0.0,1.211,0.256,0.1,0.447,0.0,0.0,1.752
LV,average,20,0.0,0.192,0.0,1.215,0.256,0.058,0.404,0.0,0.0,1.609
LV,average,21,0.0,0.192,0.0,1.204,0.256,0.021,0.345,0.0,0.0,1.425
LV,average,22,0.0,0.192,0.0,1.233,0.256,0.004,0.271,0.0,0.0,1.252
LV,average,23,0.0,0.192,0.0,1.26,0.256,0.0,0.211,0.0,0.0,1.1
LV,winter,0,0.0,0.192,0.0,1.542,0.265,0.0,0.179,0.0,0.0,1.214
LV,winter,1,0.0,0.192,0.0,1.529,0.265,0.0,0.151,0.0,0.0,1.134
LV,winter,2,0.0,0.192,0.0,1.542,0.265,0.0,0.135,0.0,0.0,1.097
LV,winter,3,0.0,0.192,0.0,1.577,0.265,0.0,0.154,0.0,0.0,1.097
LV,winter,4,0.0,0.192,0.0,1.552,0.265,0.0,0.208,0.0,0.0,1.171
LV,winter,5,0.0,0.192,0.0,1.439,0.265,0.003,0.316,0.0,0.0,1.408
LV,winter,6,0.0,0.192,0.0,1.344,0.265,0.09,0.417,0.0,0.0,1.746
LV,winter,7,0.0,0.192,0.213,1.323,0.265,0.119,0.451,0.0,0.0,2.011
LV,winter,8,0.0,0.192,0.412,1.254,0.265,0.101,0.428,0.0,0.0,2.12
LV,winter,9,0.0,0.192,0.582,1.278,0.265,0.039,0.347,0.0,0.0,2.06
LV,winter,10,0.0,0.192,0.713,1.315,0.265,0.006,0.279,0.0,0.0,1.976
LV,winter,11,0.0,0.192,0.795,1.321,0.265,0.003,0.231,0.0,0.0,1.94
LV,winter,12,0.0,0.192,0.823,1.306,0.265,0.0,0.197,0.0,0.0,1.88
LV,winter,13,0.0,0.192,0.795,1.325,0.265,0.0,0.185,0.0,0.0,1.84
LV,winter,14,0.0,0.192,0.713,1.423,0.265,0.0,0.21,0.0,0.0,1.826
LV,winter,15,0.0,0.192,0.582,1.392,0.265,0.006,0.283,0.0,0.0,1.875
LV,winter,16,0.0,0.192,0.412,1.527,0.265,0.044,0.319,0.0,0.0,2.001
LV,winter,17,0.0,0.192,0.213,1.496,0.265,0.147,0.413,0.0,0.0,2.186
LV,winter,18,0.0,0.192,0.0,1.511,0.265,0.251,0.483,0.0,0.0,2.294
LV,winter,19,0.0,0.192,0.0,1.447,0.265,0.234,0.458,0.0,0.0,2.216
LV,winter,20,0.0,0.192,0.0,1.433,0.265,0.133,0.421,0.0,0.0,2.001
LV,winter,21,0.0,0.192,0.0,1.496,0.265,0.061,0.353,0.0,0.0,1.74
LV,winter,22,0.0,0.192,0.0,1.543,0.265,0.017,0.289,0.0,0.0,1.512
LV,winter,23,0.0,0.192,0.0,1.529,0.265,0.0,0.229,0.0,0.0,1.322
LV,coldsnap,0,0.0,0.192,0.0,0.501,0.255,0.0,0.441,0.0,0.0,1.389
LV,coldsnap,1,0.0,0.192,0.0,0.41,0.255,0.0,0.434,0.0,0.0,1.291
LV,coldsnap,2,0.0,0.192,0.0,0.599,0.255,0.0,0.2,0.0,0.0,1.246
LV,coldsnap,3,0.0,0.192,0.0,0.434,0.255,0.0,0.365,0.0,0.0,1.246
LV,coldsnap,4,0.0,0.192,0.0,0.27,0.255,0.0,0.618,0.0,0.0,1.336
LV,coldsnap,5,0.0,0.192,0.0,0.383,0.255,0.0,0.811,0.0,0.0,1.641
LV,coldsnap,6,0.0,0.192,0.0,0.183,0.255,0.681,1.0,0.0,0.0,2.311
LV,coldsnap,7,0.0,0.192,0.186,0.346,0.255,0.83,1.0,0.0,0.0,2.81
LV,coldsnap,8,0.0,0.192,0.36,0.318,0.255,0.868,1.0,0.0,0.0,2.992
LV,coldsnap,9,0.0,0.192,0.509,0.378,0.255,0.466,1.0,0.0,0.0,2.799
LV,coldsnap,10,0.0,0.192,0.623,0.404,0.255,0.0,0.893,0.0,0.0,2.367
LV,coldsnap,11,0.0,0.192,0.695,0.419,0.255,0.0,0.743,0.0,0.0,2.303
LV,coldsnap,12,0.0,0.192,0.719,0.372,0.255,0.0,0.687,0.0,0.0,2.225
LV,coldsnap,13,0.0,0.192,0.695,0.406,0.255,0.0,0.626,0.0,0.0,2.174
LV,coldsnap,14,0.0,0.192,0.623,0.36,0.255,0.0,0.731,0.0,0.0,2.16
LV,coldsnap,15,0.0,0.192,0.509,0.307,0.255,0.0,0.973,0.0,0.0,2.235
LV,coldsnap,16,0.0,0.192,0.36,0.355,0.255,0.259,1.0,0.0,0.0,2.42
LV,coldsnap,17,0.0,0.192,0.186,0.295,0.255,0.782,1.0,0.0,0.0,2.71
LV,coldsnap,18,0.0,0.192,0.0,0.471,0.255,0.966,1.0,0.0,0.0,2.884
LV,coldsnap,19,0.0,0.192,0.0,0.43,0.255,0.879,1.0,0.0,0.0,2.756
LV,coldsnap,20,0.0,0.192,0.0,0.304,0.255,0.67,1.0,0.0,0.0,2.42
LV,coldsnap,21,0.0,0.192,0.0,0.431,0.255,0.17,1.0,0.0,0.0,2.047
LV,coldsnap,22,0.0,0.192,0.0,0.08,0.255,0.224,1.0,0.0,0.0,1.75
LV,coldsnap,23,0.0,0.192,0.0,0.218,0.255,0.0,0.852,0.0,0.0,1.517
MT,average,0,0.0,0.01,0.0,0.141,0.0,0.0,0.222,0.0,0.0,0.372
MT,average,1,0.0,0.01,0.0,0.135,0.0,0.0,0.207,0.0,0.0,0.351
MT,average,2,0.0,0.01,0.0,0.132,0.0,0.0,0.2,0.0,0.0,0.341
MT,average,3,0.0,0.01,0.0,0.134,0.0,0.0,0.197,0.0,0.0,0.341
MT,average,4,0.0,0.01,0.0,0.135,0.0,0.0,0.217,0.0,0.0,0.362
MT,average,5,0.0,0.01,0.0,0.137,0.0,0.0,0.269,0.0,0.0,0.415
MT,average,6,0.0,0.01,0.0,0.131,0.0,0.0,0.34,0.0,0.0,0.481
MT,average,7,0.0,0.01,0.128,0.129,0.0,0.0,0.259,0.0,0.0,0.525
MT,average,8,0.0,0.01,0.247,0.133,0.0,0.0,0.171,0.0,0.0,0.552
MT,average,9,0.0,0.01,0.349,0.128,0.0,0.0,0.108,0.0,0.0,0.56
MT,average,10,0.0,0.01,0.428,0.132,0.0,0.0,0.067,0.0,0.0,0.562
MT,average,11,0.0,0.01,0.477,0.13,0.0,0.0,0.05,0.0,0.0,0.561
MT,average,12,0.0,0.01,0.494,0.132,0.0,0.0,0.042,0.0,0.0,0.546
MT,average,13,0.0,0.01,0.477,0.132,0.0,0.0,0.041,0.0,0.0,0.535
MT,average,14,0.0,0.01,0.428,0.136,0.0,0.0,0.052,0.0,0.0,0.53
MT,average,15,0.0,0.01,0.349,0.141,0.0,0.0,0.084,0.0,0.0,0.536
MT,average,16,0.0,0.01,0.247,0.138,0.0,0.0,0.174,0.0,0.0,0.558
MT,average,17,0.0,0.01,0.128,0.139,0.0,0.0,0.31,0.0,0.0,0.587
MT,average,18,0.0,0.01,0.0,0.138,0.0,0.0,0.456,0.0,0.0,0.603
MT,average,19,0.0,0.01,0.0,0.14,0.0,0.0,0.443,0.0,0.0,0.592
MT,average,20,0.0,0.01,0.0,0.137,0.0,0.0,0.411,0.0,0.0,0.558
MT,average,21,0.0,0.01,0.0,0.139,0.0,0.0,0.361,0.0,0.0,0.509
MT,average,22,0.0,0.01,0.0,0.138,0.0,0.0,0.308,0.0,0.0,0.456
MT,average,23,0.0,0.01,0.0,0.141,0.0,0.0,0.253,0.0,0.0,0.404
MT,winter,0,0.0,0.01,0.0,0.141,0.0,0.0,0.249,0.0,0.0,0.4
MT,winter,1,0.0,0.01,0.0,0.137,0.0,0.0,0.23,0.0,0.0,0.377
MT,winter,2,0.0,0.01,0.0,0.139,0.0,0.0,0.218,0.0,0.0,0.366
MT,winter,3,0.0,0.01,0.0,0.146,0.0,0.0,0.21,0.0,0.0,0.366
MT,winter,4,0.0,0.01,0.0,0.151,0.0,0.0,0.228,0.0,0.0,0.388
MT,winter,5,0.0,0.01,0.0,0.155,0.0,0.0,0.283,0.0,0.0,0.448
MT,winter,6,0.0,0.01,0.0,0.151,0.0,0.0,0.362,0.0,0.0,0.522
MT,winter,7,0.0,0.01,0.089,0.144,0.0,0.0,0.332,0.0,0.0,0.574
MT,winter,8,0.0,0.01,0.172,0.153,0.0,0.0,0.269,0.0,0.0,0.603
MT,winter,9,0.0,0.01,0.243,0.145,0.0,0.0,0.212,0.0,0.0,0.609
MT,winter,10,0.0,0.01,0.297,0.144,0.0,0.0,0.164,0.0,0.0,0.609
MT,winter,11,0.0,0.01,0.332,0.141,0.0,0.0,0.136,0.0,0.0,0.607
MT,winter,12,0.0,0.01,0.343,0.133,0.0,0.0,0.119,0.0,0.0,0.589
MT,winter,13,0.0,0.01,0.332,0.137,0.0,0.0,0.117,0.0,0.0,0.578
MT,winter,14,0.0,0.01,0.297,0.141,0.0,0.0,0.135,0.0,0.0,0.573
MT,winter,15,0.0,0.01,0.243,0.156,0.0,0.0,0.172,0.0,0.0,0.58
MT,winter,16,0.0,0.01,0.172,0.155,0.0,0.0,0.27,0.0,0.0,0.605
MT,winter,17,0.0,0.01,0.089,0.154,0.0,0.0,0.387,0.0,0.0,0.639
MT,winter,18,0.0,0.01,0.0,0.149,0.0,0.0,0.5,0.0,0.0,0.659
MT,winter,19,0.0,0.01,0.0,0.15,0.0,0.0,0.485,0.0,0.0,0.645
MT,winter,20,0.0,0.01,0.0,0.152,0.0,0.0,0.443,0.0,0.0,0.605
MT,winter,21,0.0,0.01,0.0,0.15,0.0,0.0,0.39,0.0,0.0,0.549
MT,winter,22,0.0,0.01,0.0,0.146,0.0,0.0,0.335,0.0,0.0,0.49
MT,winter,23,0.0,0.01,0.0,0.146,0.0,0.0,0.278,0.0,0.0,0.434
MT,coldsnap,0,0.0,0.01,0.0,0.02,0.0,0.0,0.396,0.0,0.0,0.426
MT,coldsnap,1,0.0,0.01,0.0,0.035,0.0,0.0,0.357,0.0,0.0,0.401
MT,coldsnap,2,0.0,0.01,0.0,0.023,0.0,0.0,0.356,0.0,0.0,0.389
MT,coldsnap,3,0.0,0.01,0.0,0.04,0.0,0.0,0.339,0.0,0.0,0.389
MT,coldsnap,4,0.0,0.01,0.0,0.05,0.0,0.0,0.354,0.0,0.0,0.413
MT,coldsnap,5,0.0,0.01,0.0,0.064,0.0,0.0,0.406,0.0,0.0,0.48
MT,coldsnap,6,0.0,0.01,0.0,0.072,0.0,0.0,0.498,0.0,0.0,0.579
MT,coldsnap,7,0.0,0.01,0.083,0.1,0.0,0.0,0.456,0.0,0.0,0.649
MT,coldsnap,8,0.0,0.01,0.161,0.1,0.0,0.0,0.413,0.0,0.0,0.684
MT,coldsnap,9,0.0,0.01,0.228,0.085,0.0,0.0,0.358,0.0,0.0,0.681
MT,coldsnap,10,0.0,0.01,0.279,0.096,0.0,0.0,0.272,0.0,0.0,0.657
MT,coldsnap,11,0.0,0.01,0.312,0.091,0.0,0.0,0.241,0.0,0.0,0.653
MT,coldsnap,12,0.0,0.01,0.323,0.095,0.0,0.0,0.207,0.0,0.0,0.634
MT,coldsnap,13,0.0,0.01,0.312,0.1,0.0,0.0,0.2,0.0,0.0,0.622
MT,coldsnap,14,0.0,0.01,0.279,0.1,0.0,0.0,0.227,0.0,0.0,0.616
MT,coldsnap,15,0.0,0.01,0.228,0.1,0.0,0.0,0.288,0.0,0.0,0.626
MT,coldsnap,16,0.0,0.01,0.161,0.1,0.0,0.0,0.385,0.0,0.0,0.656
MT,coldsnap,17,0.0,0.01,0.083,0.1,0.0,0.0,0.505,0.0,0.0,0.698
MT,coldsnap,18,0.0,0.01,0.0,0.1,0.0,0.0,0.614,0.0,0.0,0.724
MT,coldsnap,19,0.0,0.01,0.0,0.087,0.0,0.0,0.609,0.0,0.0,0.706
MT,coldsnap,20,0.0,0.01,0.0,0.07,0.0,0.0,0.576,0.0,0.0,0.656
