country,year,tech,variable,q10,q50,q90
BG,2030,oil_boiler,tech_share,0.04809,0.0527,0.06302
BG,2030,resistance_heater,tech_share,0.13199,0.15005000000000002,0.1576
BG,2040,all,co2_MtCO2,2.088,2.3365,2.6014
BG,2040,all,useful_heat_TWh,32.389,33.535,34.690999999999995
BG,2040,biomass_boiler,tech_share,0.21682,0.2505,0.28751
BG,2040,district_heat,tech_share,0.18278999999999998,0.1992,0.21562
BG,2040,gas_boiler,tech_share,0.07599,0.0923,0.11342
BG,2040,h2_boiler,tech_share,0.004950000000000001,0.02195,0.03724999999999999
BG,2040,hp_air,tech_share,0.14524,0.1769,0.20549
BG,2040,hp_ground,tech_share,0.07122,0.09885,0.12955
BG,2040,oil_boiler,tech_share,0.06399,0.0778,0.09552
BG,2040,resistance_heater,tech_share,0.06406,0.08025,0.09533
BG,2050,all,co2_MtCO2,2.0293,2.4395,2.8581
BG,2050,all,useful_heat_TWh,31.247,33.105000000000004,35.04
BG,2050,biomass_boiler,tech_share,0.06827,0.11085,0.16588
BG,2050,district_heat,tech_share,0.16849,0.1913,0.21434
BG,2050,gas_boiler,tech_share,0.11485000000000001,0.14555,0.17089000000000001
BG,2050,h2_boiler,tech_share,0.013920000000000002,0.05475,0.07853
BG,2050,hp_air,tech_share,0.18025,0.21550000000000002,0.25372999999999996
BG,2050,hp_ground,tech_share,0.09857,0.13005,0.16712
BG,2050,oil_boiler,tech_share,0.09676,0.12265,0.14398
BG,2050,resistance_heater,tech_share,0.02176,0.028650000000000002,0.03813
CH,2025,all,co2_MtCO2,14.134,14.141,14.1461
CH,2025,all,useful_heat_TWh,86.77,86.77,86.77
CH,2025,biomass_boiler,tech_share,0.1168,0.1168,0.1168
CH,2025,district_heat,tech_share,0.0406,0.0406,0.0406
CH,2025,gas_boiler,tech_share,0.1777,0.1777,0.1777
CH,2025,hp_air,tech_share,0.11339,0.14905,0.1812
CH,2025,hp_ground,tech_share,0.032,0.06415,0.09972
CH,2025,oil_boiler,tech_share,0.3909,0.3909,0.3909
CH,2025,resistance_heater,tech_share,0.0609,0.0609,0.0609
CH,2030,all,co2_MtCO2,12.219,12.744499999999999,13.0594
CH,2030,all,useful_heat_TWh,84.627,85.88,86.93100000000001
CH,2030,biomass_boiler,tech_share,0.1054,0.1112,0.11612
CH,2030,district_heat,tech_share,0.05099,0.0593,0.07930999999999999
CH,2030,gas_boiler,tech_share,0.15607,0.1651,0.16831000000000002
CH,2030,h2_boiler,tech_share,0.0005,0.0028,0.0086
CH,2030,hp_air,tech_share,0.13268,0.17195,0.20445
CH,2030,hp_ground,tech_share,0.042390000000000004,0.0779,0.11563999999999999
CH,2030,oil_boiler,tech_share,0.34342,0.3632,0.37021
CH,2030,resistance_heater,tech_share,0.047,0.05085,0.0523
CH,2040,all,co2_MtCO2,8.6087,9.671,10.451099999999999
CH,2040,all,useful_heat_TWh,78.723,82.27,85.324
CH,2040,biomass_boiler,tech_share,0.08553,0.10464999999999999,0.1159
CH,2040,district_heat,tech_share,0.09378,0.11574999999999999,0.15116
CH,2040,gas_boiler,tech_share,0.11803999999999999,0.13215,0.14291
CH,2040,h2_boiler,tech_share,0.004950000000000001,0.02195,0.03724999999999999
CH,2040,hp_air,tech_share,0.16171,0.2007,0.23846
CH,2040,hp_ground,tech_share,0.06569,0.1003,0.13991
CH,2040,oil_boiler,tech_share,0.25967999999999997,0.29075,0.31441
CH,2040,resistance_heater,tech_share,0.02759,0.03175,0.03511
CH,2050,all,co2_MtCO2,4.5747,5.5755,6.7566
CH,2050,all,useful_heat_TWh,71.78,77.265,82.096
CH,2050,biomass_boiler,tech_share,0.0691,0.097,0.11395999999999999
CH,2050,district_heat,tech_share,0.14127,0.17804999999999999,0.23416
CH,2050,gas_boiler,tech_share,0.06616999999999999,0.08405,0.09895999999999999
CH,2050,h2_boiler,tech_share,0.013920000000000002,0.05495,0.08893999999999999
CH,2050,hp_air,tech_share,0.20246,0.24025000000000002,0.28363
CH,2050,hp_ground,tech_share,0.10529000000000001,0.1417,0.178
CH,2050,oil_boiler,tech_share,0.14543999999999999,0.1849,0.21764
CH,2050,resistance_heater,tech_share,0.0126,0.0159,0.02231
CY,2025,all,co2_MtCO2,0.776,0.779,0.781
CY,2025,all,useful_heat_TWh,3.25,3.25,3.25
CY,2025,biomass_boiler,tech_share,0.0556,0.0556,0.0556
CY,2025,hp_air,tech_share,0.16658,0.21889999999999998,0.26614
CY,2025,hp_ground,tech_share,0.04696000000000001,0.0942,0.14651999999999998
CY,2025,oil_boiler,tech_share,0.5404,0.5404,0.5404
CY,2025,resistance_heater,tech_share,0.0909,0.0909,0.0909
CY,2030,all,co2_MtCO2,0.6248,0.6535,0.672
CY,2030,all,useful_heat_TWh,3.35,3.39,3.43
CY,2030,biomass_boiler,tech_share,0.05409,0.0596,0.071
CY,2030,district_heat,tech_share,0.0411,0.05105,0.07542
CY,2030,h2_boiler,tech_share,0.0005,0.0028,0.00822
CY,2030,hp_air,tech_share,0.15678,0.20584999999999998,0.24801
CY,2030,hp_ground,tech_share,0.044160000000000005,0.08835,0.13533
CY,2030,oil_boiler,tech_share,0.48299,0.51275,0.5265099999999999
CY,2030,resistance_heater,tech_share,0.06989000000000001,0.0773,0.08051
CY,2040,all,co2_MtCO2,0.4449,0.488,0.5281
CY,2040,all,useful_heat_TWh,3.5,3.63,3.76
CY,2040,biomass_boiler,tech_share,0.05439000000000001,0.0732,0.08413999999999999
CY,2040,district_heat,tech_share,0.15338000000000002,0.1805,0.22474
CY,2040,h2_boiler,tech_share,0.004950000000000001,0.02095,0.0318
CY,2040,hp_air,tech_share,0.14676,0.1883,0.22351000000000001
CY,2040,hp_ground,tech_share,0.04337,0.07785,0.11678999999999999
CY,2040,oil_boiler,tech_share,0.36575,0.40995,0.44247000000000003
CY,2040,resistance_heater,tech_share,0.03936,0.048049999999999995,0.057429999999999995
CY,2050,all,co2_MtCO2,0.26270000000000004,0.315,0.3822
CY,2050,all,useful_heat_TWh,3.63,3.86,4.1
CY,2050,biomass_boiler,tech_share,0.04999,0.0807,0.08753
CY,2050,district_heat,tech_share,0.27625,0.32255,0.37414
CY,2050,h2_boiler,tech_share,0.013920000000000002,0.039,0.05688
CY,2050,hp_air,tech_share,0.15446,0.18695,0.22307
CY,2050,hp_ground,tech_share,0.051340000000000004,0.07844999999999999,0.10744
CY,2050,oil_boiler,tech_share,0.21161,0.26895,0.3166
CY,2050,resistance_heater,tech_share,0.01729,0.027000000000000003,0.043829999999999994
CZ,2025,all,co2_MtCO2,16.304,16.314,16.324
CZ,2025,all,useful_heat_TWh,77.9,77.9,77.9
CZ,2025,biomass_boiler,tech_share,0.1624,0.1624,0.1624
CZ,2025,district_heat,tech_share,0.3299,0.3299,0.3299
CZ,2025,gas_boiler,tech_share,0.3503,0.3503,0.3503
CZ,2025,hp_air,tech_share,0.0243,0.03195,0.03882
