country,scenario,year,energy_gwh,clearing_eur_mwh,carbon_eur_t,dh_avail,gas_var_eur_mwh,h2_var_eur_mwh,revenue_meur,gas_profit_meur,h2_profit_meur,gas_profit_chp_lo_meur,gas_profit_chp_hi_meur,h2_profit_chp_lo_meur,h2_profit_chp_hi_meur,gas_syscost_meur,h2_syscost_meur,cum_gas_profit_meur,cum_h2_profit_meur,cum_gas_profit_chp_lo_meur,cum_gas_profit_chp_hi_meur,cum_h2_profit_chp_lo_meur,cum_h2_profit_chp_hi_meur,cum_gas_syscost_meur,cum_h2_syscost_meur
RO,H2_PUSH,2025,0.0,193.5,70.0,0.167,133.5,550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,H2_PUSH,2030,0.0,244.9,200.0,0.167,184.9,291.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,H2_PUSH,2040,10.6,241.6,300.0,0.167,223.1,181.6,2.57,-87.47,-116.26,-87.38,-87.29,-116.18,-116.1,90.05,118.83,-874.7,-1162.6000000000001,-873.8,-872.9000000000001,-1161.8000000000002,-1161.0,900.5,1188.3
RO,H2_PUSH,2050,0.0,206.8,350.0,0.167,238.2,146.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-874.7,-1162.6000000000001,-873.8,-872.9000000000001,-1161.8000000000002,-1161.0,900.5,1188.3
SE,CURRENT_POLICIES,2025,134.3,175.4,30.0,0.148,115.4,640.8,23.56,-112.85,-223.72,-111.73,-110.61,-222.6,-221.48,136.41,247.28,-282.125,-559.3,-279.325,-276.525,-556.5,-553.6999999999999,341.025,618.2
SE,CURRENT_POLICIES,2030,323.2,182.0,70.0,0.148,122.0,583.7,58.82,-212.99,-439.69,-210.34,-207.7,-437.1,-434.5,271.81,498.51,-1879.5500000000002,-3856.9750000000004,-1856.875,-1834.275,-3834.75,-3812.45,2379.6,4357.025
SE,CURRENT_POLICIES,2040,495.9,201.8,130.0,0.148,141.8,475.9,100.1,-279.67,-548.48,-275.76,-271.86,-544.79,-541.1,379.77,648.58,-4676.25,-9341.775000000001,-4614.475,-4552.875,-9282.65,-9223.45,6177.299999999999,10842.825
SE,CURRENT_POLICIES,2050,784.4,204.1,150.0,0.148,144.1,409.2,160.09,-354.18,-695.87,-348.24,-342.29,-690.46,-685.04,514.27,855.96,-6447.15,-12821.125000000002,-6355.675,-6264.325,-12734.95,-12648.650000000001,8748.65,15122.625
SE,STATED_POLICIES,2025,134.3,188.1,55.0,0.148,128.1,640.8,25.26,-112.85,-222.02,-111.73,-110.61,-220.9,-219.78,138.11,247.28,-282.125,-555.0500000000001,-279.325,-276.525,-552.25,-549.45,345.27500000000003,618.2
SE,STATED_POLICIES,2030,323.2,208.0,122.0,0.148,148.0,422.4,67.23,-212.99,-379.16,-210.34,-207.7,-376.57,-373.97,280.21,446.39,-1879.5500000000002,-3398.7500000000005,-1856.875,-1834.275,-3376.525,-3354.2250000000004,2446.85,3966.125
SE,STATED_POLICIES,2040,495.9,226.4,180.0,0.148,166.4,329.4,112.26,-279.67,-463.65,-275.76,-271.86,-459.96,-456.26,391.92,575.9,-4676.25,-8035.25,-4614.475,-4552.875,-7976.125,-7916.825000000001,6366.05,9725.125
SE,STATED_POLICIES,2050,784.4,228.1,200.0,0.148,168.1,292.9,178.95,-354.18,-585.79,-348.24,-342.29,-580.38,-574.96,533.14,764.74,-6447.15,-10964.2,-6355.675,-6264.325,-10878.025,-10791.625,9031.75,13548.825
SE,NET_ZERO,2025,134.3,195.6,70.0,0.148,135.6,640.8,26.28,-112.85,-221.0,-111.73,-110.61,-219.88,-218.76,139.13,247.28,-282.125,-552.5,-279.325,-276.525,-549.7,-546.9,347.825,618.2
SE,NET_ZERO,2030,323.2,247.0,200.0,0.148,187.0,422.4,79.83,-212.99,-366.56,-210.34,-207.7,-363.96,-361.37,292.82,446.39,-1879.5500000000002,-3301.7,-1856.875,-1834.275,-3279.3999999999996,-3257.175,2543.975,3966.125
SE,NET_ZERO,2040,495.9,285.2,300.0,0.148,225.2,329.4,141.43,-279.67,-434.47,-275.76,-271.86,-430.78,-427.09,421.1,575.9,-4676.25,-7646.400000000001,-4614.475,-4552.875,-7587.199999999999,-7528.075,6754.975,9725.125
SE,NET_ZERO,2050,784.4,300.3,350.0,0.148,240.3,292.9,235.54,-354.18,-529.2,-348.24,-342.29,-523.79,-518.37,589.72,764.74,-6447.15,-10292.400000000001,-6355.675,-6264.325,-10206.149999999998,-10119.925,9703.575,13548.825
SE,H2_PUSH,2025,134.3,195.6,70.0,0.148,135.6,640.8,26.28,-112.85,-221.0,-111.73,-110.61,-219.88,-218.76,139.13,247.28,-282.125,-552.5,-279.325,-276.525,-549.7,-546.9,347.825,618.2
SE,H2_PUSH,2030,323.2,247.0,200.0,0.148,187.0,400.3,79.83,-212.99,-359.42,-210.34,-207.7,-356.92,-354.42,292.82,439.25,-1879.5500000000002,-3248.15,-1856.875,-1834.275,-3226.6000000000004,-3205.05,2543.975,3912.575
SE,H2_PUSH,2040,495.9,285.2,300.0,0.148,225.2,284.3,141.43,-279.67,-412.1,-275.76,-271.86,-408.81,-405.51,421.1,553.54,-4676.25,-7369.15,-4614.475,-4552.875,-7314.700000000001,-7260.15,6754.975,9447.974999999999
SE,H2_PUSH,2050,784.4,297.0,350.0,0.148,240.3,237.0,232.92,-356.8,-487.93,-350.85,-344.9,-483.46,-478.98,589.72,720.86,-6460.25,-9808.8,-6368.725,-6277.375,-9732.0,-9655.05,9703.575,13052.274999999998
SI,CURRENT_POLICIES,2025,31.4,174.2,30.0,0.161,114.2,767.0,5.47,-17.51,-44.46,-17.22,-16.94,-44.18,-43.89,22.97,49.93,-43.775000000000006,-111.15,-43.05,-42.35,-110.45,-109.725,57.425,124.825
SI,CURRENT_POLICIES,2030,255.7,180.7,70.0,0.161,120.7,694.9,46.19,-23.76,-183.58,-21.48,-19.2,-181.35,-179.12,69.95,229.78,-221.97500000000002,-1488.0000000000002,-204.14999999999998,-186.35,-1470.575,-1453.125,582.05,1848.175
SI,CURRENT_POLICIES,2040,195.7,200.6,130.0,0.161,140.6,558.8,39.25,-44.75,-145.43,-43.07,-41.39,-143.84,-142.26,84.0,184.68,-669.475,-2942.3,-634.8499999999999,-600.25,-2908.9750000000004,-2875.725,1422.05,3694.9750000000004
SI,CURRENT_POLICIES,2050,70.2,202.8,150.0,0.161,142.8,477.5,14.24,-57.21,-101.19,-56.63,-56.05,-100.66,-100.13,71.45,115.43,-955.5250000000001,-3448.25,-918.0,-880.5,-3412.2750000000005,-3376.375,1779.3,4272.125
SI,STATED_POLICIES,2025,31.4,186.8,55.0,0.161,126.8,767.0,5.86,-17.51,-44.07,-17.22,-16.94,-43.78,-43.5,23.37,49.93,-43.775000000000006,-110.175,-43.05,-42.35,-109.45,-108.75,58.425000000000004,124.825
SI,STATED_POLICIES,2030,255.7,206.7,122.0,0.161,146.7,477.4,52.84,-23.76,-121.33,-21.48,-19.2,-119.1,-116.86,76.6,174.17,-221.97500000000002,-1020.15,-204.14999999999998,-186.35,-1002.7,-985.2,632.925,1431.1
SI,STATED_POLICIES,2040,195.7,225.1,180.0,0.161,165.1,361.2,44.05,-44.75,-101.95,-43.07,-41.39,-100.36,-98.78,88.79,145.99,-669.475,-2039.65,-634.8499999999999,-600.25,-2006.3000000000002,-1973.0,1520.825,2891.0
SI,STATED_POLICIES,2050,70.2,226.9,200.0,0.161,166.9,320.6,15.93,-57.21,-88.48,-56.63,-56.05,-87.95,-87.43,73.14,104.41,-955.5250000000001,-2482.05,-918.0,-880.5,-2446.05,-2410.15,1886.525,3413.05
SI,NET_ZERO,2025,31.4,194.4,70.0,0.161,134.4,767.0,6.1,-17.51,-43.83,-17.22,-16.94,-43.54,-43.26,23.61,49.93,-43.775000000000006,-109.57499999999999,-43.05,-42.35,-108.85,-108.14999999999999,59.025,124.825
SI,NET_ZERO,2030,255.7,245.7,200.0,0.161,185.7,477.4,62.81,-23.76,-111.36,-21.48,-19.2,-109.13,-106.89,86.57,174.17,-221.97500000000002,-944.7750000000001,-204.14999999999998,-186.35,-927.3249999999999,-909.8249999999999,708.3,1431.1
SI,NET_ZERO,2040,195.7,283.9,300.0,0.161,223.9,361.2,55.56,-44.75,-90.43,-43.07,-41.39,-88.85,-87.26,100.31,145.99,-669.475,-1849.0750000000003,-634.8499999999999,-600.25,-1815.8249999999998,-1782.425,1711.4,2891.0
SI,NET_ZERO,2050,70.2,299.0,350.0,0.161,239.0,320.6,21.0,-57.21,-83.42,-56.63,-56.05,-82.89,-82.36,78.21,104.41,-955.5250000000001,-2266.175,-918.0,-880.5,-2230.2749999999996,-2194.225,2102.45,3413.05
SI,H2_PUSH,2025,31.4,194.4,70.0,0.161,134.4,767.0,6.1,-17.51,-43.83,-17.22,-16.94,-43.54,-43.26,23.61,49.93,-43.775000000000006,-109.57499999999999,-43.05,-42.35,-108.85,-108.14999999999999,59.025,124.825
SI,H2_PUSH,2030,255.7,245.7,200.0,0.161,185.7,449.3,62.81,-23.76,-104.19,-21.48,-19.2,-102.04,-99.88,86.57,167.0,-221.97500000000002,-891.0,-204.14999999999998,-186.35,-874.1500000000001,-857.2499999999999,708.3,1377.325
SI,H2_PUSH,2040,195.7,283.9,300.0,0.161,223.9,304.6,55.56,-44.75,-79.37,-43.07,-41.39,-77.95,-76.54,100.31,134.93,-669.475,-1684.7,-634.8499999999999,-600.25,-1653.65,-1622.65,1711.4,2726.625
SI,H2_PUSH,2050,70.2,299.0,350.0,0.161,239.0,251.1,21.0,-57.21,-78.53,-56.63,-56.05,-78.1,-77.66,78.21,99.53,-955.5250000000001,-2077.35,-918.0,-880.5,-2044.15,-2010.95,2102.45,3224.275
SK,CURRENT_POLICIES,2025,0.0,173.6,30.0,0.161,113.6,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,CURRENT_POLICIES,2030,0.0,180.2,70.0,0.161,120.2,686.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,CURRENT_POLICIES,2040,0.0,200.0,130.0,0.161,140.0,552.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,CURRENT_POLICIES,2050,0.0,202.3,150.0,0.161,142.3,472.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,STATED_POLICIES,2025,0.0,186.3,55.0,0.161,126.3,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,STATED_POLICIES,2030,0.0,206.2,122.0,0.161,146.2,473.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,STATED_POLICIES,2040,0.0,224.6,180.0,0.161,164.6,358.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,STATED_POLICIES,2050,0.0,226.3,200.0,0.161,166.3,318.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,NET_ZERO,2025,0.0,193.8,70.0,0.161,133.8,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,NET_ZERO,2030,0.0,245.2,200.0,0.161,185.2,473.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,NET_ZERO,2040,0.0,283.4,300.0,0.161,223.4,358.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,NET_ZERO,2050,0.0,298.5,350.0,0.161,238.5,318.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,H2_PUSH,2025,0.0,193.8,70.0,0.161,133.8,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,H2_PUSH,2030,0.0,245.2,200.0,0.161,185.2,445.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,H2_PUSH,2040,0.0,283.4,300.0,0.161,223.4,302.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,H2_PUSH,2050,0.0,298.5,350.0,0.161,238.5,249.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,CURRENT_POLICIES,2025,0.0,174.9,30.0,0.183,114.9,492.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,CURRENT_POLICIES,2030,115.4,181.4,70.0,0.183,121.4,443.9,20.94,-568.66,-797.76,-567.49,-566.33,-796.61,-795.47,589.61,818.7,-4264.95,-5983.2,-4256.175,-4247.475,-5974.575,-5966.025000000001,4422.075,6140.25
UK,CURRENT_POLICIES,2040,941.2,201.3,130.0,0.183,141.3,352.3,189.44,-1030.94,-1592.02,-1021.78,-1012.61,-1583.36,-1574.7,1220.38,1781.46,-14574.350000000002,-21903.4,-14473.974999999999,-14373.575,-21808.175,-21713.025,16625.875,23954.85
UK,CURRENT_POLICIES,2050,5550.3,203.5,150.0,0.183,143.5,299.4,1129.67,-1719.9,-3269.34,-1667.85,-1615.8,-3221.97,-3174.59,2849.57,4399.01,-23173.850000000002,-38250.100000000006,-22813.225,-22452.575,-37918.024999999994,-37585.975000000006,30873.725,45949.9
UK,STATED_POLICIES,2025,0.0,187.5,55.0,0.183,127.5,492.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,STATED_POLICIES,2030,115.4,207.4,122.0,0.183,147.4,288.3,23.95,-568.66,-776.79,-567.49,-566.33,-775.64,-774.5,592.61,800.73,-4264.95,-5825.924999999999,-4256.175,-4247.475,-5817.3,-5808.75,4444.575,6005.475
UK,STATED_POLICIES,2040,941.2,225.8,180.0,0.183,165.8,210.9,212.51,-1030.94,-1435.83,-1021.78,-1012.61,-1427.17,-1418.51,1243.46,1648.35,-14574.350000000002,-20184.225,-14473.974999999999,-14373.575,-20089.0,-19993.85,16879.175,22488.975
UK,STATED_POLICIES,2050,5550.3,227.6,200.0,0.183,167.6,187.2,1263.14,-1719.9,-2512.91,-1667.85,-1615.8,-2465.54,-2418.17,2983.04,3776.06,-23173.850000000002,-32748.774999999998,-22813.225,-22452.575,-32416.7,-32084.699999999997,31794.375,41369.274999999994
UK,NET_ZERO,2025,0.0,195.1,70.0,0.183,135.1,492.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,NET_ZERO,2030,115.4,246.4,200.0,0.183,186.4,288.3,28.45,-568.66,-772.29,-567.49,-566.33,-771.14,-770.0,597.11,800.73,-4264.95,-5792.174999999999,-4256.175,-4247.475,-5783.55,-5775.0,4478.325,6005.475
UK,NET_ZERO,2040,941.2,270.9,300.0,0.183,224.6,210.9,254.93,-1043.9,-1393.41,-1034.73,-1025.57,-1384.75,-1376.09,1298.83,1648.35,-14703.95,-19726.275,-14603.474999999999,-14503.175,-19631.05,-19535.9,17466.625,22488.975
UK,NET_ZERO,2050,5550.3,247.2,350.0,0.183,239.7,187.2,1371.85,-2011.61,-2404.21,-1959.55,-1907.5,-2356.83,-2309.46,3383.45,3776.06,-24762.0,-31747.325,-24401.225,-24040.675,-31415.199999999997,-31083.2,34383.875,41369.274999999994
UK,H2_PUSH,2025,0.0,195.1,70.0,0.183,135.1,492.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,H2_PUSH,2030,115.4,246.4,200.0,0.183,186.4,269.3,28.45,-568.66,-770.09,-567.49,-566.33,-768.99,-767.88,597.11,798.54,-4264.95,-5775.675,-4256.175,-4247.475,-5767.425,-5759.1,4478.325,5989.049999999999
UK,H2_PUSH,2040,941.2,233.0,300.0,0.183,224.6,173.0,219.34,-1079.49,-1393.41,-1070.32,-1061.16,-1385.68,-1377.94,1298.83,1612.76,-15059.849999999999,-19709.775,-14959.375,-14859.075,-19624.225000000002,-19538.5,17466.625,22116.65
UK,H2_PUSH,2050,5550.3,201.1,350.0,0.183,239.7,141.1,1116.15,-2267.3,-2404.21,-2215.25,-2163.2,-2365.02,-2325.83,3383.45,3520.36,-26396.35,-31730.825,-26035.625,-25675.075,-31449.325000000004,-31167.65,34383.875,39718.45
