country,scenario,year,energy_gwh,clearing_eur_mwh,carbon_eur_t,dh_avail,gas_var_eur_mwh,h2_var_eur_mwh,revenue_meur,gas_profit_meur,h2_profit_meur,gas_profit_chp_lo_meur,gas_profit_chp_hi_meur,h2_profit_chp_lo_meur,h2_profit_chp_hi_meur,gas_syscost_meur,h2_syscost_meur,cum_gas_profit_meur,cum_h2_profit_meur,cum_gas_profit_chp_lo_meur,cum_gas_profit_chp_hi_meur,cum_h2_profit_chp_lo_meur,cum_h2_profit_chp_hi_meur,cum_gas_syscost_meur,cum_h2_syscost_meur
LT,STATED_POLICIES,2050,10.1,226.3,200.0,0.156,166.3,289.2,2.29,-45.8,-62.5,-45.72,-45.63,-62.43,-62.36,48.08,64.79,-780.65,-1166.55,-776.1250000000001,-771.5749999999999,-1162.35,-1157.975,894.75,1280.7
LT,NET_ZERO,2025,1.0,193.8,70.0,0.156,133.8,630.5,0.2,-3.98,-5.83,-3.97,-3.96,-5.82,-5.81,4.17,6.03,-9.95,-14.575,-9.925,-9.9,-14.55,-14.524999999999999,10.425,15.075000000000001
LT,NET_ZERO,2030,37.4,245.2,200.0,0.156,185.2,416.9,9.16,-23.64,-40.93,-23.32,-22.99,-40.61,-40.3,32.8,50.09,-187.25,-321.55,-184.82500000000002,-182.325,-319.125,-316.775,256.42499999999995,390.75
LT,NET_ZERO,2040,19.8,283.4,300.0,0.156,223.4,325.4,5.61,-36.44,-51.0,-36.27,-36.11,-50.84,-50.69,42.04,56.6,-551.65,-831.55,-547.5250000000001,-543.425,-827.5250000000001,-823.675,676.8249999999999,956.75
LT,NET_ZERO,2050,10.1,298.5,350.0,0.156,238.5,289.2,3.01,-45.8,-61.78,-45.72,-45.63,-61.7,-61.63,48.81,64.79,-780.65,-1140.4499999999998,-776.1250000000001,-771.5749999999999,-1136.025,-1131.825,920.875,1280.7
LT,H2_PUSH,2025,1.0,193.8,70.0,0.156,133.8,630.5,0.2,-3.98,-5.83,-3.97,-3.96,-5.82,-5.81,4.17,6.03,-9.95,-14.575,-9.925,-9.9,-14.55,-14.524999999999999,10.425,15.075000000000001
LT,H2_PUSH,2030,37.4,245.2,200.0,0.156,185.2,395.2,9.16,-23.64,-40.12,-23.32,-22.99,-39.81,-39.51,32.8,49.28,-187.25,-315.47499999999997,-184.82500000000002,-182.325,-313.12500000000006,-310.84999999999997,256.42499999999995,384.675
LT,H2_PUSH,2040,19.8,283.4,300.0,0.156,223.4,281.0,5.61,-36.44,-50.12,-36.27,-36.11,-49.98,-49.84,42.04,55.73,-551.65,-816.675,-547.5250000000001,-543.425,-812.925,-809.25,676.8249999999999,941.9749999999999
LT,H2_PUSH,2050,10.1,294.1,350.0,0.156,238.5,234.1,2.97,-45.84,-61.26,-45.76,-45.68,-61.2,-61.14,48.81,64.23,-780.85,-1122.975,-776.325,-771.8249999999999,-1118.925,-1114.95,920.875,1263.125
LU,CURRENT_POLICIES,2025,0.0,176.4,30.0,0.216,116.5,739.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,CURRENT_POLICIES,2030,0.0,183.0,70.0,0.216,123.0,670.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,CURRENT_POLICIES,2040,0.5,202.9,130.0,0.216,142.9,541.5,0.11,-2.86,-4.04,-2.86,-2.85,-4.04,-4.03,2.97,4.16,-28.599999999999998,-40.4,-28.599999999999998,-28.5,-40.4,-40.300000000000004,29.700000000000003,41.6
LU,CURRENT_POLICIES,2050,43.7,205.1,150.0,0.216,145.1,463.5,8.97,-17.77,-38.49,-17.29,-16.81,-38.05,-37.61,26.74,47.46,-117.44999999999999,-232.85000000000002,-115.04999999999998,-112.55,-230.65,-228.35000000000002,163.39999999999998,278.90000000000003
LU,STATED_POLICIES,2025,0.0,189.1,55.0,0.216,129.1,739.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,STATED_POLICIES,2030,0.0,209.0,122.0,0.216,149.0,466.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,STATED_POLICIES,2040,0.5,227.4,180.0,0.216,167.4,355.7,0.12,-2.86,-3.93,-2.86,-2.85,-3.92,-3.92,2.99,4.05,-28.599999999999998,-39.300000000000004,-28.599999999999998,-28.5,-39.2,-39.2,29.900000000000002,40.5
LU,STATED_POLICIES,2050,43.7,229.2,200.0,0.216,169.2,316.1,10.02,-17.77,-31.0,-17.29,-16.81,-30.56,-30.12,27.79,41.02,-117.44999999999999,-194.3,-115.04999999999998,-112.55,-192.0,-189.8,168.85,245.60000000000002
LU,NET_ZERO,2025,0.0,196.7,70.0,0.216,136.7,739.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,NET_ZERO,2030,0.0,248.0,200.0,0.216,188.0,466.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,NET_ZERO,2040,0.5,286.2,300.0,0.216,226.2,355.7,0.16,-2.86,-3.9,-2.86,-2.85,-3.89,-3.89,3.02,4.05,-28.599999999999998,-39.0,-28.599999999999998,-28.5,-38.9,-38.9,30.2,40.5
LU,NET_ZERO,2050,43.7,301.3,350.0,0.216,241.3,316.1,13.17,-17.77,-27.84,-17.29,-16.81,-27.4,-26.96,30.95,41.02,-117.44999999999999,-178.2,-115.04999999999998,-112.55,-175.9,-173.70000000000002,184.95,245.60000000000002
LU,H2_PUSH,2025,0.0,196.7,70.0,0.216,136.7,739.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,H2_PUSH,2030,0.0,248.0,200.0,0.216,188.0,439.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,H2_PUSH,2040,0.5,286.2,300.0,0.216,226.2,301.9,0.16,-2.86,-3.87,-2.86,-2.85,-3.86,-3.86,3.02,4.03,-28.599999999999998,-38.7,-28.599999999999998,-28.5,-38.6,-38.6,30.2,40.300000000000004
LU,H2_PUSH,2050,43.7,301.3,350.0,0.216,241.3,249.8,13.17,-17.77,-24.94,-17.29,-16.81,-24.58,-24.21,30.95,38.12,-117.44999999999999,-163.4,-115.04999999999998,-112.55,-161.5,-159.65,184.95,230.9
LV,CURRENT_POLICIES,2025,0.0,173.6,30.0,0.148,113.6,630.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,CURRENT_POLICIES,2030,0.0,180.2,70.0,0.148,120.2,574.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,CURRENT_POLICIES,2040,0.0,200.0,130.0,0.148,140.0,468.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,CURRENT_POLICIES,2050,0.0,202.3,150.0,0.148,142.3,402.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,STATED_POLICIES,2025,0.0,186.3,55.0,0.148,126.3,630.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,STATED_POLICIES,2030,0.0,206.2,122.0,0.148,146.2,416.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,STATED_POLICIES,2040,0.0,224.6,180.0,0.148,164.6,325.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,STATED_POLICIES,2050,0.0,226.3,200.0,0.148,166.3,289.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,NET_ZERO,2025,0.0,193.8,70.0,0.148,133.8,630.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,NET_ZERO,2030,0.0,245.2,200.0,0.148,185.2,416.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,NET_ZERO,2040,0.0,283.4,300.0,0.148,223.4,325.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,NET_ZERO,2050,0.0,298.5,350.0,0.148,238.5,289.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,H2_PUSH,2025,0.0,193.8,70.0,0.148,133.8,630.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,H2_PUSH,2030,0.0,245.2,200.0,0.148,185.2,395.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,H2_PUSH,2040,0.0,283.4,300.0,0.148,223.4,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,H2_PUSH,2050,0.0,294.1,350.0,0.148,238.5,234.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,CURRENT_POLICIES,2025,0.0,173.8,30.0,0.303,113.8,830.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,CURRENT_POLICIES,2030,0.0,180.3,70.0,0.303,120.3,750.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,CURRENT_POLICIES,2040,0.0,200.2,130.0,0.303,140.2,600.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,CURRENT_POLICIES,2050,0.0,202.5,150.0,0.303,142.5,511.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,STATED_POLICIES,2025,0.0,186.4,55.0,0.303,126.4,830.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,STATED_POLICIES,2030,0.0,206.3,122.0,0.303,146.3,505.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,STATED_POLICIES,2040,0.0,224.7,180.0,0.303,164.7,377.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,STATED_POLICIES,2050,0.0,226.5,200.0,0.303,166.5,334.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,NET_ZERO,2025,0.0,194.0,70.0,0.303,134.0,830.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,NET_ZERO,2030,0.0,245.3,200.0,0.303,185.3,505.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,NET_ZERO,2040,0.0,283.5,300.0,0.303,223.5,377.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,NET_ZERO,2050,0.0,298.6,350.0,0.303,238.6,334.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,H2_PUSH,2025,0.0,194.0,70.0,0.303,134.0,830.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,H2_PUSH,2030,0.0,245.3,200.0,0.303,185.3,474.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,H2_PUSH,2040,0.0,283.5,300.0,0.303,223.5,315.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,H2_PUSH,2050,0.0,298.6,350.0,0.303,238.6,258.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,CURRENT_POLICIES,2025,0.0,175.3,30.0,0.15,115.3,535.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,CURRENT_POLICIES,2030,0.0,181.9,70.0,0.15,121.9,481.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,CURRENT_POLICIES,2040,0.0,201.7,130.0,0.15,141.7,380.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,CURRENT_POLICIES,2050,0.0,204.0,150.0,0.15,144.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,STATED_POLICIES,2025,0.0,187.9,55.0,0.15,128.0,535.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,STATED_POLICIES,2030,0.0,207.9,122.0,0.15,147.9,307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,STATED_POLICIES,2040,0.0,226.2,180.0,0.15,166.2,222.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,STATED_POLICIES,2050,0.0,228.0,200.0,0.15,168.0,197.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,NET_ZERO,2025,0.0,195.5,70.0,0.15,135.5,535.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,NET_ZERO,2030,0.0,246.9,200.0,0.15,186.9,307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,NET_ZERO,2040,0.0,282.3,300.0,0.15,225.1,222.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,NET_ZERO,2050,0.0,257.3,350.0,0.15,240.2,197.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,H2_PUSH,2025,0.0,195.5,70.0,0.15,135.5,535.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,H2_PUSH,2030,0.0,246.9,200.0,0.15,186.9,286.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,H2_PUSH,2040,0.0,240.7,300.0,0.15,225.1,180.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,H2_PUSH,2050,0.0,206.7,350.0,0.15,240.2,146.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,CURRENT_POLICIES,2025,62422.3,173.7,30.0,0.153,113.7,584.8,10843.07,2702.14,-27052.73,3238.31,3774.48,-26516.57,-25980.4,8140.92,37895.8,6755.349999999999,-67631.825,8095.775,9436.2,-66291.425,-64951.0,20352.3,94739.5
PL,CURRENT_POLICIES,2030,10894.4,180.2,70.0,0.153,120.2,525.2,1963.58,-204.35,-4902.67,-112.53,-20.7,-4812.56,-4722.45,2167.94,6866.25,5222.724999999999,-104401.85,7251.799999999999,9280.95,-102385.625,-100369.375,36611.85,146236.375
PL,CURRENT_POLICIES,2040,5429.8,200.1,130.0,0.153,140.1,412.9,1086.55,-796.39,-2651.49,-752.31,-708.24,-2609.84,-2568.19,1882.94,3738.05,-2741.175,-130916.75,-271.3000000000002,2198.550000000001,-128484.025,-126051.275,55441.25,183616.875
PL,CURRENT_POLICIES,2050,1236.0,202.4,150.0,0.153,142.4,349.2,250.13,-1025.23,-1647.4,-1015.57,-1005.91,-1638.61,-1629.81,1275.36,1897.53,-7867.325,-139153.75,-5349.150000000001,-2830.999999999999,-136677.07499999998,-134200.32499999998,61818.05,193104.525
PL,STATED_POLICIES,2025,62422.3,186.3,55.0,0.153,126.3,584.8,11631.15,2702.14,-26264.65,3238.31,3774.48,-25728.48,-25192.32,8929.0,37895.8,6755.349999999999,-65661.625,8095.775,9436.2,-64321.2,-62980.8,22322.5,94739.5
PL,STATED_POLICIES,2030,10894.4,206.2,122.0,0.153,146.2,328.4,2246.83,-204.35,-2474.58,-112.53,-20.7,-2384.47,-2294.36,2451.19,4721.42,5222.724999999999,-84220.975,7251.799999999999,9280.95,-82204.72499999999,-80188.5,40706.425,130150.15
PL,STATED_POLICIES,2040,5429.8,224.6,180.0,0.153,164.6,234.0,1219.66,-796.39,-1546.88,-752.31,-708.24,-1505.22,-1463.57,2016.05,2766.54,-2741.175,-99689.77500000001,-271.3000000000002,2198.550000000001,-97256.92499999999,-94824.2,60866.925,157815.55
PL,STATED_POLICIES,2050,1236.0,226.4,200.0,0.153,166.4,207.2,279.85,-1025.23,-1442.17,-1015.57,-1005.91,-1433.38,-1424.59,1305.09,1722.03,-7867.325,-106900.62500000001,-5349.150000000001,-2830.999999999999,-104423.82499999998,-101947.15,67392.375,166425.69999999998
PL,NET_ZERO,2025,62422.3,193.9,70.0,0.153,133.9,584.8,12104.0,2702.14,-25791.8,3238.31,3774.48,-25255.63,-24719.47,9401.85,37895.8,6755.349999999999,-64479.5,8095.775,9436.2,-63139.075000000004,-61798.675,23504.625,94739.5
PL,NET_ZERO,2030,10894.4,245.2,200.0,0.153,185.2,328.4,2671.71,-204.35,-2049.7,-112.53,-20.7,-1959.59,-1869.48,2876.07,4721.42,5222.724999999999,-79852.25,7251.799999999999,9280.95,-77836.0,-75819.77500000001,45075.15,130150.15
PL,NET_ZERO,2040,5429.8,283.5,300.0,0.153,223.5,234.0,1539.12,-796.39,-1227.41,-752.31,-708.24,-1185.76,-1144.11,2335.51,2766.54,-2741.175,-92126.35,-271.3000000000002,2198.550000000001,-89693.6,-87260.875,68430.25,157815.55
PL,NET_ZERO,2050,1236.0,267.2,350.0,0.153,238.6,207.2,330.33,-1063.93,-1391.7,-1054.27,-1044.61,-1382.91,-1374.11,1394.26,1722.03,-8060.825000000001,-99084.85,-5542.650000000001,-3024.499999999998,-96608.15000000001,-94131.425,75401.55,166425.69999999998
PL,H2_PUSH,2025,62422.3,193.9,70.0,0.153,133.9,584.8,12104.0,2702.14,-25791.8,3238.31,3774.48,-25255.63,-24719.47,9401.85,37895.8,6755.349999999999,-64479.5,8095.775,9436.2,-63139.075000000004,-61798.675,23504.625,94739.5
PL,H2_PUSH,2030,10894.4,245.2,200.0,0.153,185.2,305.0,2671.71,-204.35,-1794.67,-112.53,-20.7,-1707.89,-1621.11,2876.07,4466.38,5222.724999999999,-77939.525,7251.799999999999,9280.95,-75948.25,-73957.0,45075.15,128237.35
PL,H2_PUSH,2040,5429.8,247.7,300.0,0.153,223.5,187.7,1345.18,-990.33,-1170.44,-946.25,-902.18,-1133.24,-1096.04,2335.51,2515.63,-4680.575000000002,-89643.92499999999,-2210.7000000000007,259.15000000000146,-87280.65,-84917.4,68430.25,153393.65000000002
PL,H2_PUSH,2050,1236.0,211.2,350.0,0.153,238.6,151.2,261.08,-1133.17,-1391.7,-1123.51,-1113.85,-1384.42,-1377.15,1394.26,1652.78,-10346.425000000003,-96602.42499999999,-7828.250000000001,-5310.0999999999985,-94202.75,-91803.15,75401.55,161657.55000000002
PT,CURRENT_POLICIES,2025,0.0,173.9,30.0,0.204,113.9,630.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,CURRENT_POLICIES,2030,0.0,180.4,70.0,0.204,120.4,574.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,CURRENT_POLICIES,2040,0.0,200.3,130.0,0.204,140.3,468.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,CURRENT_POLICIES,2050,0.0,202.5,150.0,0.204,142.5,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,STATED_POLICIES,2025,0.0,186.5,55.0,0.204,126.5,630.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,STATED_POLICIES,2030,0.0,206.4,122.0,0.204,146.4,417.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,STATED_POLICIES,2040,0.0,224.8,180.0,0.204,164.8,325.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,STATED_POLICIES,2050,0.0,226.6,200.0,0.204,166.6,289.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,NET_ZERO,2025,0.0,194.1,70.0,0.204,134.1,630.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,NET_ZERO,2030,0.0,245.4,200.0,0.204,185.4,417.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,NET_ZERO,2040,0.0,283.6,300.0,0.204,223.6,325.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,NET_ZERO,2050,0.0,298.7,350.0,0.204,238.7,289.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,H2_PUSH,2025,0.0,194.1,70.0,0.204,134.1,630.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,H2_PUSH,2030,0.0,245.4,200.0,0.204,185.4,395.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,H2_PUSH,2040,0.0,283.6,300.0,0.204,223.6,281.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,H2_PUSH,2050,0.0,294.4,350.0,0.204,238.7,234.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,CURRENT_POLICIES,2025,0.0,173.3,30.0,0.167,113.3,550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,CURRENT_POLICIES,2030,0.0,179.9,70.0,0.167,119.9,494.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,CURRENT_POLICIES,2040,10.6,199.7,130.0,0.167,139.7,390.1,2.13,-87.03,-118.92,-86.94,-86.84,-118.83,-118.74,89.16,121.05,-870.3,-1189.2,-869.4,-868.4000000000001,-1188.3,-1187.3999999999999,891.5999999999999,1210.5
RO,CURRENT_POLICIES,2050,0.0,202.0,150.0,0.167,142.0,330.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-870.3,-1189.2,-869.4,-868.4000000000001,-1188.3,-1187.3999999999999,891.5999999999999,1210.5
RO,STATED_POLICIES,2025,0.0,186.0,55.0,0.167,126.0,550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,STATED_POLICIES,2030,0.0,205.9,122.0,0.167,145.9,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,STATED_POLICIES,2040,10.6,224.3,180.0,0.167,164.3,224.8,2.39,-87.03,-116.9,-86.94,-86.84,-116.81,-116.72,89.42,119.29,-870.3,-1169.0,-869.4,-868.4000000000001,-1168.1,-1167.2,894.2,1192.9
RO,STATED_POLICIES,2050,0.0,226.1,200.0,0.167,166.1,199.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-870.3,-1169.0,-869.4,-868.4000000000001,-1168.1,-1167.2,894.2,1192.9
RO,NET_ZERO,2025,0.0,193.5,70.0,0.167,133.5,550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,NET_ZERO,2030,0.0,244.9,200.0,0.167,184.9,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,NET_ZERO,2040,10.6,283.1,300.0,0.167,223.1,224.8,3.01,-87.03,-116.27,-86.94,-86.84,-116.19,-116.1,90.05,119.29,-870.3,-1162.7,-869.4,-868.4000000000001,-1161.9,-1161.0,900.5,1192.9
RO,NET_ZERO,2050,0.0,259.2,350.0,0.167,238.2,199.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-870.3,-1162.7,-869.4,-868.4000000000001,-1161.9,-1161.0,900.5,1192.9
