country,year,tech,carrier,share,useful_heat_MWh,final_energy_MWh,co2_tCO2,variant,mode
RO,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
RO,2050,hp_air,electricity,0.49728273,46101436.998087846,13720665.77324043,137206.6577324043,COST_OPT_75,trajectory
RO,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
RO,2050,district_heat,district_heat,0.50271727,46605255.22524323,48046654.87138478,960933.0974276955,COST_OPT_75,trajectory
RO,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2025,gas_boiler,gas,0.0075,613774.0923581872,667145.7525632469,134763.4420177759,COST_OPT_75,trajectory
SE,2025,oil_boiler,oil,0.01,818365.4564775829,909294.9516417588,240963.1621850661,COST_OPT_75,trajectory
SE,2025,biomass_boiler,biomass,0.11,9002020.021253413,10229568.205969786,0.0,COST_OPT_75,trajectory
SE,2025,resistance_heater,electricity,0.09,7365289.108298246,7515601.130916578,338202.050891246,COST_OPT_75,trajectory
SE,2025,hp_air,electricity,0.17,13912212.760118911,4790706.873319184,215581.8092993633,COST_OPT_75,trajectory
SE,2025,hp_ground,electricity,0.13,10638750.934208577,3181444.6573590245,143165.0095811561,COST_OPT_75,trajectory
SE,2025,district_heat,district_heat,0.4825,39486133.275043376,41564350.81583513,1454752.2785542298,COST_OPT_75,trajectory
SE,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2030,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2030,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2030,hp_air,electricity,0.4910004,40936117.74325309,13927639.406387143,417829.18219161424,COST_OPT_75,trajectory
SE,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2030,district_heat,district_heat,0.5089996,42436762.896463476,44482979.975328594,889659.5995065719,COST_OPT_75,trajectory
SE,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2040,hp_air,electricity,0.65556369,56045114.53383871,18622114.079558317,279331.71119337477,COST_OPT_75,trajectory
SE,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2040,district_heat,district_heat,0.34443631,29446372.24121241,30609534.554274853,244876.27643419884,COST_OPT_75,trajectory
SE,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2050,hp_air,electricity,0.65556369,57180716.271421865,18565167.620591514,92825.83810295757,COST_OPT_75,trajectory
SE,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SE,2050,district_heat,district_heat,0.34443631,30043022.846011356,30972188.501042634,92916.56550312792,COST_OPT_75,trajectory
SE,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2025,gas_boiler,gas,0.1351,2352728.0962149235,2557313.148059699,516577.2559080593,COST_OPT_75,trajectory
SI,2025,oil_boiler,oil,0.1456,2535582.611464788,2817314.0127386535,746588.2133757432,COST_OPT_75,trajectory
SI,2025,biomass_boiler,biomass,0.4537,7901056.530367955,8978473.329963585,0.0,COST_OPT_75,trajectory
SI,2025,resistance_heater,electricity,0.0635,1105834.4493682282,1128402.499355335,225680.49987106698,COST_OPT_75,trajectory
SI,2025,hp_air,electricity,0.088,1532494.9849512454,478755.07183731504,95751.01436746302,COST_OPT_75,trajectory
SI,2025,hp_ground,electricity,0.005,87073.57869041167,23622.78314986752,4724.556629973504,COST_OPT_75,trajectory
SI,2025,district_heat,district_heat,0.1091,1899945.4870247827,1999942.617920824,159995.40943366595,COST_OPT_75,trajectory
SI,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2030,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2030,biomass_boiler,biomass,0.2479,4291898.1182729965,4855088.3690871,0.0,COST_OPT_75,trajectory
SI,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2030,hp_air,electricity,0.3655,6327909.488619524,1953179.0507498996,214849.69558248896,COST_OPT_75,trajectory
SI,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2030,district_heat,district_heat,0.3866,6693214.249795645,7015947.850938831,350797.3925469416,COST_OPT_75,trajectory
SI,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2040,hp_air,electricity,0.45724414,7808148.583358293,2353695.2382463054,105916.28572108375,COST_OPT_75,trajectory
SI,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2040,district_heat,district_heat,0.54275586,9268393.028215544,9634504.187334245,192690.08374668492,COST_OPT_75,trajectory
SI,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2050,hp_air,electricity,0.45724414,7672239.661805885,2259864.4070120426,22598.644070120426,COST_OPT_75,trajectory
SI,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SI,2050,district_heat,district_heat,0.54275586,9107067.038124451,9388728.90528294,75109.83124226352,COST_OPT_75,trajectory
SI,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2025,gas_boiler,gas,0.45074507,18338959.773108114,19933651.927291427,4026597.6893128688,COST_OPT_75,trajectory
SK,2025,oil_boiler,oil,0.020002,813798.9692970095,904221.0769966772,239618.58540411948,COST_OPT_75,trajectory
SK,2025,biomass_boiler,biomass,0.22412241,9118617.450972993,10362065.285196584,0.0,COST_OPT_75,trajectory
SK,2025,resistance_heater,electricity,0.054505451,2217602.2320202314,2262859.420428808,452571.8840857615,COST_OPT_75,trajectory
SK,2025,hp_air,electricity,0.0390039,1586907.9901291688,517076.5689570443,103415.31379140886,COST_OPT_75,trajectory
SK,2025,hp_ground,electricity,0.0050005001,203449.7463928404,57569.25478009067,11513.850956018134,COST_OPT_75,trajectory
SK,2025,district_heat,district_heat,0.20662066,8406543.35283811,8848993.002987485,707919.4402389989,COST_OPT_75,trajectory
SK,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2030,gas_boiler,gas,0.18074507,6732498.689691976,7286253.993173134,1471823.3066209732,COST_OPT_75,trajectory
SK,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2030,biomass_boiler,biomass,0.2,7449717.648942763,8427282.408306293,0.0,COST_OPT_75,trajectory
SK,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2030,hp_air,electricity,0.16918346,6301845.03935601,2028795.6472075237,202879.56472075242,COST_OPT_75,trajectory
SK,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2030,district_heat,district_heat,0.45007147,16764526.866723064,17572879.31522334,878643.965761167,COST_OPT_75,trajectory
SK,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2040,biomass_boiler,biomass,0.2,6601134.487419691,7400374.985896515,0.0,COST_OPT_75,trajectory
SK,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2040,hp_air,electricity,0.34992853,11549626.43757538,3631272.853416141,145250.91413664565,COST_OPT_75,trajectory
SK,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2040,district_heat,district_heat,0.45007147,14854911.51210338,15441695.958527423,308833.9191705485,COST_OPT_75,trajectory
SK,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2050,hp_air,electricity,0.54992853,16760109.927868873,5149035.308101036,41192.28246480829,COST_OPT_75,trajectory
SK,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
SK,2050,district_heat,district_heat,0.45007147,13716777.54670691,14141007.780110216,113128.06224088173,COST_OPT_75,trajectory
SK,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2025,gas_boiler,gas,0.8040196,296568045.01054776,322356570.66363883,65116027.274055056,COST_OPT_75,trajectory
UK,2025,oil_boiler,oil,0.050894911,18772930.72986756,20858811.922075067,5527585.159349892,COST_OPT_75,trajectory
UK,2025,biomass_boiler,biomass,0.01529847,5642943.703800896,6412436.027046473,0.0,COST_OPT_75,trajectory
UK,2025,resistance_heater,electricity,0.086491351,31902917.387077484,32553997.333752535,5859719.520075456,COST_OPT_75,trajectory
UK,2025,hp_air,electricity,0.02039796,7523924.938401194,2279977.2540609683,410395.9057309743,COST_OPT_75,trajectory
UK,2025,hp_ground,electricity,0.00249975,922049.6248040679,242644.63810633367,43676.03485914006,COST_OPT_75,trajectory
UK,2025,district_heat,district_heat,0.02039796,7523924.938401194,7919920.987790731,791992.0987790731,COST_OPT_75,trajectory
UK,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2030,gas_boiler,gas,0.67960204,252105960.86920008,272841948.9926408,55114073.69651344,COST_OPT_75,trajectory
UK,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2030,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2030,hp_air,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2030,district_heat,district_heat,0.32039796,118855198.79594758,124586162.25990313,7475169.735594188,COST_OPT_75,trajectory
UK,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2040,gas_boiler,gas,0.485887,179266908.72088757,192346468.58464333,38853986.65409795,COST_OPT_75,trajectory
UK,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2040,hp_air,electricity,0.023896033,8816387.280586468,2577891.0177153414,77336.73053146024,COST_OPT_75,trajectory
UK,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2040,district_heat,district_heat,0.47821697,176437068.5154561,183406516.12833276,4585162.903208319,COST_OPT_75,trajectory
UK,2040,h2_boiler,hydrogen,0.012,4427372.834940327,4854575.4769082535,0.0,COST_OPT_75,trajectory
UK,2050,gas_boiler,gas,0.22588071,82184401.80125512,87430214.6821863,17660903.365801636,COST_OPT_75,trajectory
UK,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2050,hp_air,electricity,0.27590233,100384260.11066851,28681217.174476717,229449.73739581375,COST_OPT_75,trajectory
UK,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_75,trajectory
UK,2050,district_heat,district_heat,0.47821697,173994386.73031783,179375656.42300808,1435005.2513840646,COST_OPT_75,trajectory
UK,2050,h2_boiler,hydrogen,0.02,7276796.836813123,7909561.779144699,0.0,COST_OPT_75,trajectory
AT,2025,gas_boiler,gas,0.27,19478669.571134694,21172466.925146405,4276838.318879575,COST_OPT_90,trajectory
AT,2025,oil_boiler,oil,0.125,9017902.579229025,10019891.754698917,2655271.314995213,COST_OPT_90,trajectory
AT,2025,biomass_boiler,biomass,0.265,19117953.467965536,21724947.122688107,0.0,COST_OPT_90,trajectory
AT,2025,resistance_heater,electricity,0.04,2885728.825353288,2944621.250360498,353354.55004325975,COST_OPT_90,trajectory
AT,2025,hp_air,electricity,0.07,5050025.444368254,1610853.41128174,193302.40935380876,COST_OPT_90,trajectory
AT,2025,hp_ground,electricity,0.0225,1623222.4642612245,449646.1119837187,53957.533438046245,COST_OPT_90,trajectory
AT,2025,district_heat,district_heat,0.2075,14969718.28152018,15757598.191073874,1418183.8371966488,COST_OPT_90,trajectory
AT,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2030,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2030,biomass_boiler,biomass,0.3,21184359.005993173,23964207.020354267,0.0,COST_OPT_90,trajectory
AT,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2030,hp_air,electricity,0.1675,11827933.778346188,3727681.6193968453,260937.7133577792,COST_OPT_90,trajectory
AT,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2030,district_heat,district_heat,0.5325,37602237.23563788,39415343.01429547,2167843.865786251,COST_OPT_90,trajectory
AT,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2040,hp_air,electricity,0.34878144,23341553.119137183,7184226.875696272,179605.6718924068,COST_OPT_90,trajectory
AT,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2040,district_heat,district_heat,0.65121856,43581598.29378543,45303116.72950669,996668.5680491469,COST_OPT_90,trajectory
AT,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2050,hp_air,electricity,0.34878144,21905402.25379384,6588090.903396644,32940.45451698322,COST_OPT_90,trajectory
AT,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
AT,2050,district_heat,district_heat,0.65121856,40900125.052343324,42165077.37354982,337320.6189883986,COST_OPT_90,trajectory
AT,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2025,gas_boiler,gas,0.603,80081194.24037188,87044776.3482303,17583044.822342522,COST_OPT_90,trajectory
BE,2025,oil_boiler,oil,0.2312,30704431.357170776,34116034.84130086,9040749.232944729,COST_OPT_90,trajectory
BE,2025,biomass_boiler,biomass,0.0603,8008119.424037188,9100135.709133169,0.0,COST_OPT_90,trajectory
BE,2025,resistance_heater,electricity,0.0503,6680073.0850592125,6816401.107203278,1090624.1771525247,COST_OPT_90,trajectory
BE,2025,hp_air,electricity,0.0251,3333396.310834717,1010120.0941923385,161619.21507077417,COST_OPT_90,trajectory
BE,2025,hp_ground,electricity,0.0025,332011.5847444937,87371.46966960361,13979.435147136579,COST_OPT_90,trajectory
BE,2025,district_heat,district_heat,0.0276,3665407.8955792105,3858324.1006096955,308665.92804877565,COST_OPT_90,trajectory
BE,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2030,gas_boiler,gas,0.6,77649319.28661738,84036059.8340015,16975284.0864683,COST_OPT_90,trajectory
BE,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2030,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2030,hp_air,electricity,0.0724,9369684.527251832,2805294.7686382732,280529.4768638273,COST_OPT_90,trajectory
BE,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2030,district_heat,district_heat,0.3276,42396528.33049309,44440805.37787536,2222040.268893768,COST_OPT_90,trajectory
BE,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2040,hp_air,electricity,0.49171416,60130282.096559696,17581953.82940342,703278.1531761369,COST_OPT_90,trajectory
BE,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2040,district_heat,district_heat,0.50828584,62156784.227826186,64612041.816867135,1292240.8363373429,COST_OPT_90,trajectory
BE,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2050,hp_air,electricity,0.49171416,56315895.50767519,16090255.859335769,128722.04687468616,COST_OPT_90,trajectory
BE,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BE,2050,district_heat,district_heat,0.50828584,58213845.72994789,60014273.94839989,480114.1915871991,COST_OPT_90,trajectory
BE,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2025,gas_boiler,gas,0.054,1921771.1341080829,2088881.6675087856,421954.0968367747,COST_OPT_90,trajectory
BG,2025,oil_boiler,oil,0.0455,1619270.1222577365,1799189.0247308183,476785.09155366686,COST_OPT_90,trajectory
BG,2025,biomass_boiler,biomass,0.5213,18552209.115010064,21082055.812511437,0.0,COST_OPT_90,trajectory
BG,2025,resistance_heater,electricity,0.1776,6320491.729955473,6449481.357097422,2257318.4749840978,COST_OPT_90,trajectory
BG,2025,hp_air,electricity,0.01,355883.5433533487,111178.86390295181,38912.602366033134,COST_OPT_90,trajectory
BG,2025,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2025,district_heat,district_heat,0.1916,6818728.69065016,7177609.1480528,1579074.012571616,COST_OPT_90,trajectory
BG,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2030,gas_boiler,gas,0.0221,767691.4286230498,830834.8794621751,167828.64565135937,COST_OPT_90,trajectory
BG,2030,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2030,biomass_boiler,biomass,0.2663,9250508.029064167,10464375.598488877,0.0,COST_OPT_90,trajectory
BG,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2030,hp_air,electricity,0.265,9205349.709733402,2841332.708726898,568266.5417453796,COST_OPT_90,trajectory
BG,2030,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2030,district_heat,district_heat,0.4466,15513619.548554478,16261655.711273039,2276631.7995782257,COST_OPT_90,trajectory
BG,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2040,hp_air,electricity,0.49855033,16711628.167559283,5037568.025429337,403005.44203434704,COST_OPT_90,trajectory
BG,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2040,district_heat,district_heat,0.50144967,16808815.330210105,17472781.008534413,1135730.7655547368,COST_OPT_90,trajectory
BG,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2050,hp_air,electricity,0.49855033,16495260.57911686,4858692.364982875,97173.8472996575,COST_OPT_90,trajectory
BG,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
BG,2050,district_heat,district_heat,0.50144967,16591189.447135974,17104319.017665952,376295.01838865096,COST_OPT_90,trajectory
BG,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2025,gas_boiler,gas,0.17768223,15417456.007247737,16758104.355704062,3385137.0798522206,COST_OPT_90,trajectory
CH,2025,oil_boiler,oil,0.39086091,33914932.7700233,37683258.63335922,9986063.537840195,COST_OPT_90,trajectory
CH,2025,biomass_boiler,biomass,0.11678832,10133702.091426762,11515570.558439502,0.0,COST_OPT_90,trajectory
CH,2025,resistance_heater,electricity,0.060893911,5283754.0025908,5391585.716929387,269579.2858464694,COST_OPT_90,trajectory
CH,2025,hp_air,electricity,0.15738426,13656204.701974079,4266230.772250572,213311.5386125286,COST_OPT_90,trajectory
CH,2025,hp_ground,electricity,0.055794421,4841272.147571309,1313421.6352608,65671.08176304,COST_OPT_90,trajectory
CH,2025,district_heat,district_heat,0.04059594,3522502.6105473163,3707897.484786649,222473.84908719893,COST_OPT_90,trajectory
CH,2025,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2030,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2030,oil_boiler,oil,0.090860914,7794922.229664057,8661024.699626729,2295171.5454010833,COST_OPT_90,trajectory
CH,2030,biomass_boiler,biomass,0.048765491,4183572.375646392,4732547.936251574,0.0,COST_OPT_90,trajectory
CH,2030,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2030,hp_air,electricity,0.45738426,39238816.5473709,12111493.47100775,363344.8041302324,COST_OPT_90,trajectory
CH,2030,hp_ground,electricity,0.062393393,5352704.751350682,1414936.4925589962,42448.09477676988,COST_OPT_90,trajectory
CH,2030,district_heat,district_heat,0.34059594,29219592.310499158,30628503.470124904,1071997.6214543718,COST_OPT_90,trajectory
CH,2030,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2040,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2040,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2040,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2040,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2040,hp_air,electricity,0.32023728,26263466.239282597,7916882.570471634,95002.59084565961,COST_OPT_90,trajectory
CH,2040,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2040,district_heat,district_heat,0.67976272,55749053.4751073,57951199.03857308,869267.985578596,COST_OPT_90,trajectory
CH,2040,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2050,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2050,oil_boiler,oil,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2050,biomass_boiler,biomass,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2050,resistance_heater,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2050,hp_air,electricity,0.32023728,24612712.275107954,7249694.337292476,36248.47168646238,COST_OPT_90,trajectory
CH,2050,hp_ground,electricity,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CH,2050,district_heat,district_heat,0.67976272,52245023.57347268,53860849.044817194,269304.245224086,COST_OPT_90,trajectory
CH,2050,h2_boiler,hydrogen,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CY,2025,gas_boiler,gas,0.0,0.0,0.0,0.0,COST_OPT_90,trajectory
CY,2025,oil_boiler,oil,0.5404,1758651.623200764,1954057.3591119598,517825.2001646694,COST_OPT_90,trajectory
CY,2025,biomass_boiler,biomass,0.0556,180941.9508696567,205615.85326097353,0.0,COST_OPT_90,trajectory
