country,year,tech,variable,q10,q50,q90
DK,2025,gas_boiler,tech_share,0.13,0.13,0.13
DK,2025,h2_boiler,tech_share,0.0,0.0,0.0
DK,2025,hp_air,tech_share,0.07,0.07,0.07
DK,2025,hp_ground,tech_share,0.01,0.01,0.01
DK,2025,oil_boiler,tech_share,0.045,0.045,0.045
DK,2025,resistance_heater,tech_share,0.025,0.025,0.025
DK,2030,biomass_boiler,tech_share,0.10000000010000001,0.10000000010000001,0.10000000010000001
DK,2030,district_heat,tech_share,0.4902102404902103,0.4902102404902103,0.4902102404902103
DK,2030,gas_boiler,tech_share,0.039789759039789756,0.039789759039789756,0.039789759039789756
DK,2030,h2_boiler,tech_share,0.0,0.0,0.0
DK,2030,hp_air,tech_share,0.37000000037,0.37000000037,0.37000000037
DK,2030,hp_ground,tech_share,0.0,0.0,0.0
DK,2030,oil_boiler,tech_share,0.0,0.0,0.0
DK,2030,resistance_heater,tech_share,0.0,0.0,0.0
DK,2040,biomass_boiler,tech_share,0.0,0.0,0.0
DK,2040,district_heat,tech_share,0.4902102400000001,0.4902102400000001,0.4902102400000001
DK,2040,gas_boiler,tech_share,0.0,0.0,0.0
DK,2040,h2_boiler,tech_share,0.0,0.0,0.0
DK,2040,hp_air,tech_share,0.50978976,0.50978976,0.50978976
DK,2040,hp_ground,tech_share,0.0,0.0,0.0
DK,2040,oil_boiler,tech_share,0.0,0.0,0.0
DK,2040,resistance_heater,tech_share,0.0,0.0,0.0
DK,2050,biomass_boiler,tech_share,0.0,0.0,0.0
DK,2050,district_heat,tech_share,0.49021024,0.49021024,0.49021024
DK,2050,gas_boiler,tech_share,0.0,0.0,0.0
DK,2050,h2_boiler,tech_share,0.0,0.0,0.0
DK,2050,hp_air,tech_share,0.50978976,0.50978976,0.50978976
DK,2050,hp_ground,tech_share,0.0,0.0,0.0
DK,2050,oil_boiler,tech_share,0.0,0.0,0.0
DK,2050,resistance_heater,tech_share,0.0,0.0,0.0
DK,2025,all,co2_MtCO2,4.107878871966031,4.107878871966031,4.107878871966031
DK,2030,all,co2_MtCO2,1.622403896496184,1.622403896496184,1.622403896496184
DK,2040,all,co2_MtCO2,0.5135931620498544,0.5135931620498544,0.5135931620498544
DK,2050,all,co2_MtCO2,0.16318771017414851,0.16318771017414851,0.16318771017414851
DK,2025,all,useful_heat_TWh,51.66796242126611,51.66796242126611,51.66796242126611
DK,2030,all,useful_heat_TWh,51.48013671116702,51.48013671116702,51.48013671116702
DK,2040,all,useful_heat_TWh,50.52331520028525,50.52331520028525,50.52331520028525
DK,2050,all,useful_heat_TWh,49.175795740974564,49.175795740974564,49.175795740974564
EE,2025,biomass_boiler,tech_share,0.41175882283701837,0.41175882283701837,0.41175882283701837
EE,2025,district_heat,tech_share,0.39176082269923207,0.39176082269923207,0.39176082269923207
EE,2025,gas_boiler,tech_share,0.05549445138235677,0.05549445138235677,0.05549445138235677
EE,2025,h2_boiler,tech_share,0.0,0.0,0.0
EE,2025,hp_air,tech_share,0.06499350144780522,0.06499350144780522,0.06499350144780522
EE,2025,hp_ground,tech_share,0.009999000168893112,0.009999000168893112,0.009999000168893112
EE,2025,oil_boiler,tech_share,0.000999900016889311,0.000999900016889311,0.000999900016889311
EE,2025,resistance_heater,tech_share,0.06499350144780522,0.06499350144780522,0.06499350144780522
EE,2030,biomass_boiler,tech_share,0.39999999959999993,0.39999999959999993,0.39999999959999993
EE,2030,district_heat,tech_share,0.5771653994228346,0.5771653994228346,0.5771653994228346
EE,2030,gas_boiler,tech_share,0.0,0.0,0.0
EE,2030,h2_boiler,tech_share,0.0,0.0,0.0
EE,2030,hp_air,tech_share,0.022834600977165394,0.022834600977165394,0.022834600977165394
EE,2030,hp_ground,tech_share,0.0,0.0,0.0
EE,2030,oil_boiler,tech_share,0.0,0.0,0.0
EE,2030,resistance_heater,tech_share,0.0,0.0,0.0
EE,2040,biomass_boiler,tech_share,0.0,0.0,0.0
EE,2040,district_heat,tech_share,0.5771653999999999,0.5771653999999999,0.5771653999999999
EE,2040,gas_boiler,tech_share,0.0,0.0,0.0
EE,2040,h2_boiler,tech_share,0.0,0.0,0.0
EE,2040,hp_air,tech_share,0.34663619999999995,0.34663619999999995,0.34663619999999995
EE,2040,hp_ground,tech_share,0.07619839999999999,0.07619839999999999,0.07619839999999999
EE,2040,oil_boiler,tech_share,0.0,0.0,0.0
EE,2040,resistance_heater,tech_share,0.0,0.0,0.0
EE,2050,biomass_boiler,tech_share,0.0,0.0,0.0
EE,2050,district_heat,tech_share,0.5771654,0.5771654,0.5771654
EE,2050,gas_boiler,tech_share,0.0,0.0,0.0
EE,2050,h2_boiler,tech_share,0.0,0.0,0.0
EE,2050,hp_air,tech_share,0.3466362,0.3466362,0.3466362
EE,2050,hp_ground,tech_share,0.0761984,0.0761984,0.0761984
EE,2050,oil_boiler,tech_share,0.0,0.0,0.0
EE,2050,resistance_heater,tech_share,0.0,0.0,0.0
EE,2025,all,co2_MtCO2,1.009450100046152,1.009450100046152,1.009450100046152
EE,2030,all,co2_MtCO2,0.5401717832924133,0.5401717832924133,0.5401717832924133
EE,2040,all,co2_MtCO2,0.3065148308924923,0.3065148308924923,0.3065148308924923
EE,2050,all,co2_MtCO2,0.09220077296700507,0.09220077296700507,0.09220077296700507
EE,2025,all,useful_heat_TWh,10.785223831559618,10.785223831559618,10.785223831559618
EE,2030,all,useful_heat_TWh,10.898258806484572,10.898258806484572,10.898258806484572
EE,2040,all,useful_heat_TWh,11.196227643471747,11.196227643471747,11.196227643471747
EE,2050,all,useful_heat_TWh,11.611636635049198,11.611636635049198,11.611636635049198
EL,2025,biomass_boiler,tech_share,0.2735000000000001,0.2735000000000001,0.2735000000000001
EL,2025,district_heat,tech_share,0.011,0.011,0.011
EL,2025,gas_boiler,tech_share,0.183,0.183,0.183
EL,2025,h2_boiler,tech_share,0.0,0.0,0.0
EL,2025,hp_air,tech_share,0.1125,0.1125,0.1125
EL,2025,hp_ground,tech_share,0.0,0.0,0.0
EL,2025,oil_boiler,tech_share,0.372,0.372,0.372
EL,2025,resistance_heater,tech_share,0.048,0.048,0.048
EL,2030,biomass_boiler,tech_share,0.0,0.0,0.0
EL,2030,district_heat,tech_share,0.2885,0.2885,0.2885
EL,2030,gas_boiler,tech_share,0.22700000000000004,0.22700000000000004,0.22700000000000004
EL,2030,h2_boiler,tech_share,0.0,0.0,0.0
EL,2030,hp_air,tech_share,0.39,0.39,0.39
EL,2030,hp_ground,tech_share,0.0,0.0,0.0
EL,2030,oil_boiler,tech_share,0.0945,0.0945,0.0945
EL,2030,resistance_heater,tech_share,0.0,0.0,0.0
EL,2040,biomass_boiler,tech_share,0.0,0.0,0.0
EL,2040,district_heat,tech_share,0.58970536,0.58970536,0.58970536
EL,2040,gas_boiler,tech_share,0.0,0.0,0.0
EL,2040,h2_boiler,tech_share,0.0,0.0,0.0
EL,2040,hp_air,tech_share,0.41029464000000004,0.41029464000000004,0.41029464000000004
EL,2040,hp_ground,tech_share,0.0,0.0,0.0
EL,2040,oil_boiler,tech_share,0.0,0.0,0.0
EL,2040,resistance_heater,tech_share,0.0,0.0,0.0
EL,2050,biomass_boiler,tech_share,0.0,0.0,0.0
EL,2050,district_heat,tech_share,0.58970536,0.58970536,0.58970536
EL,2050,gas_boiler,tech_share,0.0,0.0,0.0
EL,2050,h2_boiler,tech_share,0.0,0.0,0.0
EL,2050,hp_air,tech_share,0.41029464,0.41029464,0.41029464
EL,2050,hp_ground,tech_share,0.0,0.0,0.0
EL,2050,oil_boiler,tech_share,0.0,0.0,0.0
EL,2050,resistance_heater,tech_share,0.0,0.0,0.0
EL,2025,all,co2_MtCO2,10.960660733835503,10.960660733835503,10.960660733835503
EL,2030,all,co2_MtCO2,6.700009604528833,6.700009604528833,6.700009604528833
EL,2040,all,co2_MtCO2,1.0961087041885955,1.0961087041885955,1.0961087041885955
EL,2050,all,co2_MtCO2,0.3397991027597031,0.3397991027597031,0.3397991027597031
EL,2025,all,useful_heat_TWh,63.04422805906645,63.04422805906645,63.04422805906645
EL,2030,all,useful_heat_TWh,61.95684110314761,61.95684110314761,61.95684110314761
EL,2040,all,useful_heat_TWh,60.032966856363416,60.032966856363416,60.032966856363416
EL,2050,all,useful_heat_TWh,58.18038085938755,58.18038085938755,58.18038085938755
