year,variable,tech,carrier,q10,q50,q90
2025,co2_MtCO2,all,all,644.6725165235742,644.6725165235742,644.6725165235742
2030,co2_MtCO2,all,all,418.7116255598295,418.7116255598295,418.7116255598295
2040,co2_MtCO2,all,all,129.2398329726629,129.2398329726629,129.2398329726629
2050,co2_MtCO2,all,all,27.252199357850394,27.252199357850394,27.252199357850394
2025,co2_intensity_gCO2_kWh,all,all,168436.94751386676,168436.94751386676,168436.94751386676
2030,co2_intensity_gCO2_kWh,all,all,111292.98624678257,111292.98624678257,111292.98624678257
2040,co2_intensity_gCO2_kWh,all,all,35660.225582139225,35660.225582139225,35660.225582139225
2050,co2_intensity_gCO2_kWh,all,all,7830.33007047923,7830.33007047923,7830.33007047923
