metric,co2_2025_Mt,co2_2050_actual_Mt,co2_2050_frozen_grid_Mt,switching_demand_Mt,grid_dh_cleanness_Mt,switching_pct_of_fall,cleanness_pct_of_fall
STATED_POLICIES_2050_attribution,644.1,264.2,407.3,236.8,143.1,62.0,38.0
