country,year,population,source_dataset
LT,2031,2550133,Eurostat proj_19np EUROPOP2023 baseline
LT,2032,2525085,Eurostat proj_19np EUROPOP2023 baseline
LT,2033,2500424,Eurostat proj_19np EUROPOP2023 baseline
LT,2034,2476160,Eurostat proj_19np EUROPOP2023 baseline
LT,2035,2452313,Eurostat proj_19np EUROPOP2023 baseline
LT,2036,2428903,Eurostat proj_19np EUROPOP2023 baseline
LT,2037,2405948,Eurostat proj_19np EUROPOP2023 baseline
LT,2038,2383446,Eurostat proj_19np EUROPOP2023 baseline
LT,2039,2361361,Eurostat proj_19np EUROPOP2023 baseline
LT,2040,2339698,Eurostat proj_19np EUROPOP2023 baseline
LT,2041,2318379,Eurostat proj_19np EUROPOP2023 baseline
LT,2042,2297399,Eurostat proj_19np EUROPOP2023 baseline
LT,2043,2276721,Eurostat proj_19np EUROPOP2023 baseline
LT,2044,2256310,Eurostat proj_19np EUROPOP2023 baseline
LT,2045,2236142,Eurostat proj_19np EUROPOP2023 baseline
LT,2046,2216156,Eurostat proj_19np EUROPOP2023 baseline
LT,2047,2196353,Eurostat proj_19np EUROPOP2023 baseline
LT,2048,2176715,Eurostat proj_19np EUROPOP2023 baseline
LT,2049,2157246,Eurostat proj_19np EUROPOP2023 baseline
LT,2050,2137939,Eurostat proj_19np EUROPOP2023 baseline
LU,2025,662364,Eurostat proj_19np EUROPOP2023 baseline
LU,2026,668848,Eurostat proj_19np EUROPOP2023 baseline
LU,2027,675126,Eurostat proj_19np EUROPOP2023 baseline
LU,2028,681202,Eurostat proj_19np EUROPOP2023 baseline
LU,2029,687059,Eurostat proj_19np EUROPOP2023 baseline
LU,2030,692722,Eurostat proj_19np EUROPOP2023 baseline
LU,2031,698184,Eurostat proj_19np EUROPOP2023 baseline
LU,2032,703437,Eurostat proj_19np EUROPOP2023 baseline
LU,2033,708511,Eurostat proj_19np EUROPOP2023 baseline
LU,2034,713400,Eurostat proj_19np EUROPOP2023 baseline
LU,2035,718104,Eurostat proj_19np EUROPOP2023 baseline
LU,2036,722633,Eurostat proj_19np EUROPOP2023 baseline
LU,2037,726996,Eurostat proj_19np EUROPOP2023 baseline
LU,2038,731196,Eurostat proj_19np EUROPOP2023 baseline
LU,2039,735248,Eurostat proj_19np EUROPOP2023 baseline
LU,2040,739137,Eurostat proj_19np EUROPOP2023 baseline
LU,2041,742876,Eurostat proj_19np EUROPOP2023 baseline
LU,2042,746466,Eurostat proj_19np EUROPOP2023 baseline
LU,2043,749883,Eurostat proj_19np EUROPOP2023 baseline
LU,2044,753136,Eurostat proj_19np EUROPOP2023 baseline
LU,2045,756215,Eurostat proj_19np EUROPOP2023 baseline
LU,2046,759123,Eurostat proj_19np EUROPOP2023 baseline
LU,2047,761863,Eurostat proj_19np EUROPOP2023 baseline
LU,2048,764427,Eurostat proj_19np EUROPOP2023 baseline
LU,2049,766827,Eurostat proj_19np EUROPOP2023 baseline
LU,2050,769048,Eurostat proj_19np EUROPOP2023 baseline
LV,2025,1815550,Eurostat proj_19np EUROPOP2023 baseline
LV,2026,1794497,Eurostat proj_19np EUROPOP2023 baseline
LV,2027,1773651,Eurostat proj_19np EUROPOP2023 baseline
LV,2028,1753046,Eurostat proj_19np EUROPOP2023 baseline
LV,2029,1732744,Eurostat proj_19np EUROPOP2023 baseline
LV,2030,1712746,Eurostat proj_19np EUROPOP2023 baseline
LV,2031,1693121,Eurostat proj_19np EUROPOP2023 baseline
LV,2032,1673877,Eurostat proj_19np EUROPOP2023 baseline
LV,2033,1655077,Eurostat proj_19np EUROPOP2023 baseline
LV,2034,1636712,Eurostat proj_19np EUROPOP2023 baseline
LV,2035,1618827,Eurostat proj_19np EUROPOP2023 baseline
LV,2036,1601399,Eurostat proj_19np EUROPOP2023 baseline
LV,2037,1584446,Eurostat proj_19np EUROPOP2023 baseline
LV,2038,1567921,Eurostat proj_19np EUROPOP2023 baseline
LV,2039,1551817,Eurostat proj_19np EUROPOP2023 baseline
LV,2040,1536108,Eurostat proj_19np EUROPOP2023 baseline
LV,2041,1520770,Eurostat proj_19np EUROPOP2023 baseline
LV,2042,1505766,Eurostat proj_19np EUROPOP2023 baseline
LV,2043,1491083,Eurostat proj_19np EUROPOP2023 baseline
LV,2044,1476687,Eurostat proj_19np EUROPOP2023 baseline
LV,2045,1462550,Eurostat proj_19np EUROPOP2023 baseline
LV,2046,1448649,Eurostat proj_19np EUROPOP2023 baseline
LV,2047,1434956,Eurostat proj_19np EUROPOP2023 baseline
LV,2048,1421455,Eurostat proj_19np EUROPOP2023 baseline
LV,2049,1408152,Eurostat proj_19np EUROPOP2023 baseline
LV,2050,1395039,Eurostat proj_19np EUROPOP2023 baseline
MT,2025,557426,Eurostat proj_19np EUROPOP2023 baseline
MT,2026,564116,Eurostat proj_19np EUROPOP2023 baseline
MT,2027,570590,Eurostat proj_19np EUROPOP2023 baseline
MT,2028,576854,Eurostat proj_19np EUROPOP2023 baseline
MT,2029,582889,Eurostat proj_19np EUROPOP2023 baseline
MT,2030,588691,Eurostat proj_19np EUROPOP2023 baseline
MT,2031,594247,Eurostat proj_19np EUROPOP2023 baseline
MT,2032,599571,Eurostat proj_19np EUROPOP2023 baseline
MT,2033,604676,Eurostat proj_19np EUROPOP2023 baseline
MT,2034,609554,Eurostat proj_19np EUROPOP2023 baseline
MT,2035,614214,Eurostat proj_19np EUROPOP2023 baseline
MT,2036,618690,Eurostat proj_19np EUROPOP2023 baseline
MT,2037,622970,Eurostat proj_19np EUROPOP2023 baseline
MT,2038,627091,Eurostat proj_19np EUROPOP2023 baseline
MT,2039,631071,Eurostat proj_19np EUROPOP2023 baseline
MT,2040,634910,Eurostat proj_19np EUROPOP2023 baseline
MT,2041,638639,Eurostat proj_19np EUROPOP2023 baseline
MT,2042,642260,Eurostat proj_19np EUROPOP2023 baseline
MT,2043,645791,Eurostat proj_19np EUROPOP2023 baseline
MT,2044,649235,Eurostat proj_19np EUROPOP2023 baseline
MT,2045,652604,Eurostat proj_19np EUROPOP2023 baseline
MT,2046,655895,Eurostat proj_19np EUROPOP2023 baseline
MT,2047,659126,Eurostat proj_19np EUROPOP2023 baseline
MT,2048,662272,Eurostat proj_19np EUROPOP2023 baseline
MT,2049,665356,Eurostat proj_19np EUROPOP2023 baseline
MT,2050,668373,Eurostat proj_19np EUROPOP2023 baseline
NL,2025,17751055,Eurostat proj_19np EUROPOP2023 baseline
NL,2026,17798876,Eurostat proj_19np EUROPOP2023 baseline
NL,2027,17844912,Eurostat proj_19np EUROPOP2023 baseline
NL,2028,17888927,Eurostat proj_19np EUROPOP2023 baseline
NL,2029,17930682,Eurostat proj_19np EUROPOP2023 baseline
NL,2030,17969884,Eurostat proj_19np EUROPOP2023 baseline
NL,2031,18006284,Eurostat proj_19np EUROPOP2023 baseline
NL,2032,18039620,Eurostat proj_19np EUROPOP2023 baseline
NL,2033,18069691,Eurostat proj_19np EUROPOP2023 baseline
NL,2034,18096355,Eurostat proj_19np EUROPOP2023 baseline
NL,2035,18119551,Eurostat proj_19np EUROPOP2023 baseline
NL,2036,18139255,Eurostat proj_19np EUROPOP2023 baseline
NL,2037,18155565,Eurostat proj_19np EUROPOP2023 baseline
NL,2038,18168629,Eurostat proj_19np EUROPOP2023 baseline
NL,2039,18178642,Eurostat proj_19np EUROPOP2023 baseline
NL,2040,18185792,Eurostat proj_19np EUROPOP2023 baseline
NL,2041,18190325,Eurostat proj_19np EUROPOP2023 baseline
NL,2042,18192388,Eurostat proj_19np EUROPOP2023 baseline
NL,2043,18192197,Eurostat proj_19np EUROPOP2023 baseline
NL,2044,18189937,Eurostat proj_19np EUROPOP2023 baseline
NL,2045,18185796,Eurostat proj_19np EUROPOP2023 baseline
NL,2046,18179927,Eurostat proj_19np EUROPOP2023 baseline
NL,2047,18172456,Eurostat proj_19np EUROPOP2023 baseline
NL,2048,18163586,Eurostat proj_19np EUROPOP2023 baseline
NL,2049,18153491,Eurostat proj_19np EUROPOP2023 baseline
NL,2050,18142292,Eurostat proj_19np EUROPOP2023 baseline
PL,2025,37567248,Eurostat proj_19np EUROPOP2023 baseline
PL,2026,37468468,Eurostat proj_19np EUROPOP2023 baseline
PL,2027,37363660,Eurostat proj_19np EUROPOP2023 baseline
PL,2028,37253384,Eurostat proj_19np EUROPOP2023 baseline
PL,2029,37138142,Eurostat proj_19np EUROPOP2023 baseline
PL,2030,37018453,Eurostat proj_19np EUROPOP2023 baseline
PL,2031,36894782,Eurostat proj_19np EUROPOP2023 baseline
PL,2032,36767579,Eurostat proj_19np EUROPOP2023 baseline
PL,2033,36637356,Eurostat proj_19np EUROPOP2023 baseline
PL,2034,36504482,Eurostat proj_19np EUROPOP2023 baseline
PL,2035,36369328,Eurostat proj_19np EUROPOP2023 baseline
PL,2036,36232072,Eurostat proj_19np EUROPOP2023 baseline
PL,2037,36092814,Eurostat proj_19np EUROPOP2023 baseline
PL,2038,35951442,Eurostat proj_19np EUROPOP2023 baseline
PL,2039,35807781,Eurostat proj_19np EUROPOP2023 baseline
PL,2040,35661656,Eurostat proj_19np EUROPOP2023 baseline
PL,2041,35513026,Eurostat proj_19np EUROPOP2023 baseline
PL,2042,35362014,Eurostat proj_19np EUROPOP2023 baseline
PL,2043,35208863,Eurostat proj_19np EUROPOP2023 baseline
PL,2044,35053862,Eurostat proj_19np EUROPOP2023 baseline
PL,2045,34897373,Eurostat proj_19np EUROPOP2023 baseline
PL,2046,34739682,Eurostat proj_19np EUROPOP2023 baseline
PL,2047,34581086,Eurostat proj_19np EUROPOP2023 baseline
PL,2048,34421812,Eurostat proj_19np EUROPOP2023 baseline
PL,2049,34262103,Eurostat proj_19np EUROPOP2023 baseline
PL,2050,34102204,Eurostat proj_19np EUROPOP2023 baseline
PT,2025,10220601,Eurostat proj_19np EUROPOP2023 baseline
PT,2026,10194978,Eurostat proj_19np EUROPOP2023 baseline
PT,2027,10168920,Eurostat proj_19np EUROPOP2023 baseline
PT,2028,10142554,Eurostat proj_19np EUROPOP2023 baseline
PT,2029,10115958,Eurostat proj_19np EUROPOP2023 baseline
PT,2030,10089138,Eurostat proj_19np EUROPOP2023 baseline
PT,2031,10062061,Eurostat proj_19np EUROPOP2023 baseline
PT,2032,10034650,Eurostat proj_19np EUROPOP2023 baseline
PT,2033,10006759,Eurostat proj_19np EUROPOP2023 baseline
PT,2034,9978257,Eurostat proj_19np EUROPOP2023 baseline
PT,2035,9948994,Eurostat proj_19np EUROPOP2023 baseline
PT,2036,9918805,Eurostat proj_19np EUROPOP2023 baseline
PT,2037,9887559,Eurostat proj_19np EUROPOP2023 baseline
PT,2038,9855159,Eurostat proj_19np EUROPOP2023 baseline
PT,2039,9821539,Eurostat proj_19np EUROPOP2023 baseline
PT,2040,9786632,Eurostat proj_19np EUROPOP2023 baseline
PT,2041,9750454,Eurostat proj_19np EUROPOP2023 baseline
PT,2042,9712978,Eurostat proj_19np EUROPOP2023 baseline
PT,2043,9674242,Eurostat proj_19np EUROPOP2023 baseline
PT,2044,9634307,Eurostat proj_19np EUROPOP2023 baseline
PT,2045,9593258,Eurostat proj_19np EUROPOP2023 baseline
PT,2046,9551253,Eurostat proj_19np EUROPOP2023 baseline
PT,2047,9508376,Eurostat proj_19np EUROPOP2023 baseline
PT,2048,9464706,Eurostat proj_19np EUROPOP2023 baseline
PT,2049,9420330,Eurostat proj_19np EUROPOP2023 baseline
PT,2050,9375347,Eurostat proj_19np EUROPOP2023 baseline
RO,2025,18507547,Eurostat proj_19np EUROPOP2023 baseline
RO,2026,18362577,Eurostat proj_19np EUROPOP2023 baseline
RO,2027,18220161,Eurostat proj_19np EUROPOP2023 baseline
RO,2028,18080284,Eurostat proj_19np EUROPOP2023 baseline
RO,2029,17942892,Eurostat proj_19np EUROPOP2023 baseline
RO,2030,17808000,Eurostat proj_19np EUROPOP2023 baseline
RO,2031,17675624,Eurostat proj_19np EUROPOP2023 baseline
RO,2032,17545767,Eurostat proj_19np EUROPOP2023 baseline
RO,2033,17418138,Eurostat proj_19np EUROPOP2023 baseline
RO,2034,17292675,Eurostat proj_19np EUROPOP2023 baseline
RO,2035,17169288,Eurostat proj_19np EUROPOP2023 baseline
RO,2036,17047750,Eurostat proj_19np EUROPOP2023 baseline
RO,2037,16927790,Eurostat proj_19np EUROPOP2023 baseline
RO,2038,16809273,Eurostat proj_19np EUROPOP2023 baseline
RO,2039,16692093,Eurostat proj_19np EUROPOP2023 baseline
RO,2040,16576187,Eurostat proj_19np EUROPOP2023 baseline
RO,2041,16461644,Eurostat proj_19np EUROPOP2023 baseline
RO,2042,16348548,Eurostat proj_19np EUROPOP2023 baseline
RO,2043,16237022,Eurostat proj_19np EUROPOP2023 baseline
RO,2044,16127127,Eurostat proj_19np EUROPOP2023 baseline
RO,2045,16018918,Eurostat proj_19np EUROPOP2023 baseline
RO,2046,15912440,Eurostat proj_19np EUROPOP2023 baseline
RO,2047,15807668,Eurostat proj_19np EUROPOP2023 baseline
RO,2048,15704548,Eurostat proj_19np EUROPOP2023 baseline
RO,2049,15603000,Eurostat proj_19np EUROPOP2023 baseline
RO,2050,15502837,Eurostat proj_19np EUROPOP2023 baseline
SE,2025,10746886,Eurostat proj_19np EUROPOP2023 baseline
SE,2026,10821519,Eurostat proj_19np EUROPOP2023 baseline
SE,2027,10894124,Eurostat proj_19np EUROPOP2023 baseline
SE,2028,10964569,Eurostat proj_19np EUROPOP2023 baseline
SE,2029,11032849,Eurostat proj_19np EUROPOP2023 baseline
SE,2030,11099033,Eurostat proj_19np EUROPOP2023 baseline
SE,2031,11163285,Eurostat proj_19np EUROPOP2023 baseline
SE,2032,11225799,Eurostat proj_19np EUROPOP2023 baseline
SE,2033,11286807,Eurostat proj_19np EUROPOP2023 baseline
SE,2034,11346594,Eurostat proj_19np EUROPOP2023 baseline
SE,2035,11405423,Eurostat proj_19np EUROPOP2023 baseline
SE,2036,11463579,Eurostat proj_19np EUROPOP2023 baseline
SE,2037,11521289,Eurostat proj_19np EUROPOP2023 baseline
SE,2038,11578727,Eurostat proj_19np EUROPOP2023 baseline
SE,2039,11636049,Eurostat proj_19np EUROPOP2023 baseline
SE,2040,11693373,Eurostat proj_19np EUROPOP2023 baseline
SE,2041,11750714,Eurostat proj_19np EUROPOP2023 baseline
SE,2042,11808071,Eurostat proj_19np EUROPOP2023 baseline
SE,2043,11865362,Eurostat proj_19np EUROPOP2023 baseline
SE,2044,11922497,Eurostat proj_19np EUROPOP2023 baseline
SE,2045,11979369,Eurostat proj_19np EUROPOP2023 baseline
SE,2046,12035831,Eurostat proj_19np EUROPOP2023 baseline
SE,2047,12091721,Eurostat proj_19np EUROPOP2023 baseline
SE,2048,12146838,Eurostat proj_19np EUROPOP2023 baseline
SE,2049,12201010,Eurostat proj_19np EUROPOP2023 baseline
SE,2050,12254064,Eurostat proj_19np EUROPOP2023 baseline
SI,2025,2114603,Eurostat proj_19np EUROPOP2023 baseline
SI,2026,2113409,Eurostat proj_19np EUROPOP2023 baseline
SI,2027,2111943,Eurostat proj_19np EUROPOP2023 baseline
SI,2028,2110249,Eurostat proj_19np EUROPOP2023 baseline
SI,2029,2108365,Eurostat proj_19np EUROPOP2023 baseline
SI,2030,2106316,Eurostat proj_19np EUROPOP2023 baseline
SI,2031,2104153,Eurostat proj_19np EUROPOP2023 baseline
SI,2032,2101889,Eurostat proj_19np EUROPOP2023 baseline
SI,2033,2099533,Eurostat proj_19np EUROPOP2023 baseline
SI,2034,2097115,Eurostat proj_19np EUROPOP2023 baseline
SI,2035,2094654,Eurostat proj_19np EUROPOP2023 baseline
SI,2036,2092174,Eurostat proj_19np EUROPOP2023 baseline
SI,2037,2089644,Eurostat proj_19np EUROPOP2023 baseline
SI,2038,2087061,Eurostat proj_19np EUROPOP2023 baseline
SI,2039,2084394,Eurostat proj_19np EUROPOP2023 baseline
SI,2040,2081622,Eurostat proj_19np EUROPOP2023 baseline
SI,2041,2078716,Eurostat proj_19np EUROPOP2023 baseline
SI,2042,2075662,Eurostat proj_19np EUROPOP2023 baseline
SI,2043,2072436,Eurostat proj_19np EUROPOP2023 baseline
SI,2044,2069014,Eurostat proj_19np EUROPOP2023 baseline
SI,2045,2065380,Eurostat proj_19np EUROPOP2023 baseline
SI,2046,2061517,Eurostat proj_19np EUROPOP2023 baseline
SI,2047,2057419,Eurostat proj_19np EUROPOP2023 baseline
SI,2048,2053086,Eurostat proj_19np EUROPOP2023 baseline
SI,2049,2048530,Eurostat proj_19np EUROPOP2023 baseline
SI,2050,2043751,Eurostat proj_19np EUROPOP2023 baseline
SK,2025,5467891,Eurostat proj_19np EUROPOP2023 baseline
SK,2026,5465274,Eurostat proj_19np EUROPOP2023 baseline
SK,2027,5461183,Eurostat proj_19np EUROPOP2023 baseline
SK,2028,5455679,Eurostat proj_19np EUROPOP2023 baseline
SK,2029,5448840,Eurostat proj_19np EUROPOP2023 baseline
SK,2030,5440730,Eurostat proj_19np EUROPOP2023 baseline
SK,2031,5431451,Eurostat proj_19np EUROPOP2023 baseline
SK,2032,5421066,Eurostat proj_19np EUROPOP2023 baseline
SK,2033,5409715,Eurostat proj_19np EUROPOP2023 baseline
SK,2034,5397524,Eurostat proj_19np EUROPOP2023 baseline
SK,2035,5384612,Eurostat proj_19np EUROPOP2023 baseline
SK,2036,5371096,Eurostat proj_19np EUROPOP2023 baseline
SK,2037,5357043,Eurostat proj_19np EUROPOP2023 baseline
SK,2038,5342549,Eurostat proj_19np EUROPOP2023 baseline
SK,2039,5327672,Eurostat proj_19np EUROPOP2023 baseline
SK,2040,5312439,Eurostat proj_19np EUROPOP2023 baseline
SK,2041,5296901,Eurostat proj_19np EUROPOP2023 baseline
SK,2042,5281081,Eurostat proj_19np EUROPOP2023 baseline
SK,2043,5265015,Eurostat proj_19np EUROPOP2023 baseline
SK,2044,5248731,Eurostat proj_19np EUROPOP2023 baseline
SK,2045,5232249,Eurostat proj_19np EUROPOP2023 baseline
SK,2046,5215598,Eurostat proj_19np EUROPOP2023 baseline
SK,2047,5198797,Eurostat proj_19np EUROPOP2023 baseline
SK,2048,5181805,Eurostat proj_19np EUROPOP2023 baseline
SK,2049,5164621,Eurostat proj_19np EUROPOP2023 baseline
SK,2050,5147215,Eurostat proj_19np EUROPOP2023 baseline
CH,2025,9036689,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2026,9110251,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2027,9183137,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2028,9255056,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2029,9325771,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2030,9395055,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2031,9462885,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2032,9529186,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2033,9591362,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2034,9649441,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2035,9703546,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2036,9753528,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2037,9801190,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2038,9846559,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2039,9889772,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2040,9930997,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2041,9970305,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2042,10008822,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2043,10046650,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2044,10083783,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2045,10120200,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2046,10155952,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2047,10190929,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2048,10225083,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2049,10258375,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
CH,2050,10290781,"BFS Schweiz Bevoelkerungsszenarien 2025-2055, Referenzszenario A-00-2025 (Bevoelkerungsstand am 1. Januar)"
UK,2025,69867979,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2026,70414300,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2027,70861913,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2028,71208101,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2029,71547662,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2030,71879988,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2031,72204574,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2032,72521173,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2033,72830021,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2034,73131597,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2035,73426168,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2036,73714089,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2037,73995941,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2038,74272334,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2039,74543738,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2040,74810478,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2041,75072892,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2042,75331209,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2043,75585236,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2044,75834507,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2045,76078686,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2046,76317480,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2047,76550535,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2048,76776460,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2049,76993637,"ONS National Population Projections 2022-based, principal projection (mid-year)"
UK,2050,77201483,"ONS National Population Projections 2022-based, principal projection (mid-year)"
