building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,8675,33990023.318506636,MFH_HIGH,4609495.0,3243130.6544367694
MFH_LOW,798406,572083056.0937904,MFH_HIGH,4609495.0,3243130.6544367694
NON_RESIDENTIAL,2434609,0.0,OTHER,20182824.0,13985163.534431465
SFH,3132229,448166755.2365381,SFH,5473716.0,3743705.8111317656
