n_person,building,unit,geo,2021
6,RES,NR,DKZ,0
6,RES,NR,DKZZ,0
6,RES,NR,DKZZZ,0
6,RES,NR,EE,11991
6,RES,NR,EE0,11991
6,RES,NR,EE00,11991
6,RES,NR,EE001,5319
6,RES,NR,EE004,1392
6,RES,NR,EE008,3258
6,RES,NR,EE009,1213
6,RES,NR,EE00A,809
6,RES,NR,EEZ,0
6,RES,NR,EEZZ,0
6,RES,NR,EEZZZ,0
6,RES,NR,EL,56361
6,RES,NR,EL3,14872
6,RES,NR,EL30,14872
6,RES,NR,EL301,1962
6,RES,NR,EL302,1752
6,RES,NR,EL303,2929
6,RES,NR,EL304,1556
6,RES,NR,EL305,3535
6,RES,NR,EL306,1352
6,RES,NR,EL307,1790
6,RES,NR,EL4,6781
6,RES,NR,EL41,793
6,RES,NR,EL411,425
6,RES,NR,EL412,160
6,RES,NR,EL413,208
6,RES,NR,EL42,1989
6,RES,NR,EL421,1334
6,RES,NR,EL422,658
6,RES,NR,EL43,3993
6,RES,NR,EL431,1863
6,RES,NR,EL432,426
6,RES,NR,EL433,784
6,RES,NR,EL434,917
6,RES,NR,EL5,16958
6,RES,NR,EL51,3217
6,RES,NR,EL511,696
6,RES,NR,EL512,782
6,RES,NR,EL513,587
6,RES,NR,EL514,516
6,RES,NR,EL515,630
6,RES,NR,EL52,10097
6,RES,NR,EL521,1057
6,RES,NR,EL522,5078
6,RES,NR,EL523,455
6,RES,NR,EL524,989
6,RES,NR,EL525,982
6,RES,NR,EL526,944
6,RES,NR,EL527,597
6,RES,NR,EL53,1688
6,RES,NR,EL531,1038
6,RES,NR,EL532,263
6,RES,NR,EL533,383
6,RES,NR,EL54,1953
6,RES,NR,EL541,780
6,RES,NR,EL542,244
6,RES,NR,EL543,930
6,RES,NR,EL6,17752
6,RES,NR,EL61,5294
6,RES,NR,EL611,1954
6,RES,NR,EL612,2203
6,RES,NR,EL613,1141
6,RES,NR,EL62,1248
6,RES,NR,EL621,319
6,RES,NR,EL622,588
6,RES,NR,EL623,214
6,RES,NR,EL624,130
6,RES,NR,EL63,4650
6,RES,NR,EL631,1478
6,RES,NR,EL632,1946
6,RES,NR,EL633,1226
6,RES,NR,EL64,3098
6,RES,NR,EL641,671
6,RES,NR,EL642,1243
6,RES,NR,EL643,124
6,RES,NR,EL644,833
6,RES,NR,EL645,227
6,RES,NR,EL65,3462
6,RES,NR,EL651,1072
6,RES,NR,EL652,984
6,RES,NR,EL653,1407
6,RES,NR,ELZ,3
6,RES,NR,ELZZ,3
6,RES,NR,ELZZZ,3
6,RES,NR,ES,288098
6,RES,NR,ES1,24250
6,RES,NR,ES11,17521
6,RES,NR,ES111,6877
6,RES,NR,ES112,1966
6,RES,NR,ES113,1432
6,RES,NR,ES114,7246
6,RES,NR,ES12,3628
6,RES,NR,ES120,3628
6,RES,NR,ES13,3099
6,RES,NR,ES130,3099
6,RES,NR,ES2,20337
6,RES,NR,ES21,8502
6,RES,NR,ES211,1472
6,RES,NR,ES212,2870
6,RES,NR,ES213,4158
6,RES,NR,ES22,3870
6,RES,NR,ES220,3870
6,RES,NR,ES23,1488
6,RES,NR,ES230,1488
6,RES,NR,ES24,6477
6,RES,NR,ES241,1371
6,RES,NR,ES242,727
6,RES,NR,ES243,4380
6,RES,NR,ES3,46177
6,RES,NR,ES30,46177
6,RES,NR,ES300,46177
6,RES,NR,ES4,24987
6,RES,NR,ES41,9279
6,RES,NR,ES411,657
6,RES,NR,ES412,1434
6,RES,NR,ES413,1842
6,RES,NR,ES414,573
6,RES,NR,ES415,1156
6,RES,NR,ES416,795
6,RES,NR,ES417,397
6,RES,NR,ES418,1844
6,RES,NR,ES419,575
6,RES,NR,ES42,11562
6,RES,NR,ES421,1980
6,RES,NR,ES422,2425
6,RES,NR,ES423,1038
6,RES,NR,ES424,1558
6,RES,NR,ES425,4563
6,RES,NR,ES43,4149
6,RES,NR,ES431,2757
6,RES,NR,ES432,1392
6,RES,NR,ES5,88168
6,RES,NR,ES51,50533
6,RES,NR,ES511,35026
6,RES,NR,ES512,6442
6,RES,NR,ES513,3307
6,RES,NR,ES514,5757
6,RES,NR,ES52,27689
6,RES,NR,ES521,11162
6,RES,NR,ES522,2989
6,RES,NR,ES523,13538
6,RES,NR,ES53,9947
6,RES,NR,ES531,1555
6,RES,NR,ES532,7752
6,RES,NR,ES533,640
6,RES,NR,ES6,65128
6,RES,NR,ES61,49170
6,RES,NR,ES611,5574
6,RES,NR,ES612,7019
6,RES,NR,ES613,3787
6,RES,NR,ES614,5160
6,RES,NR,ES615,2896
6,RES,NR,ES616,2823
6,RES,NR,ES617,10897
6,RES,NR,ES618,11012
6,RES,NR,ES62,13306
6,RES,NR,ES620,13306
6,RES,NR,ES63,1159
6,RES,NR,ES630,1159
6,RES,NR,ES64,1493
6,RES,NR,ES640,1493
6,RES,NR,ES7,19049
6,RES,NR,ES70,19049
6,RES,NR,ES703,109
6,RES,NR,ES704,1015
6,RES,NR,ES705,7348
6,RES,NR,ES706,184
6,RES,NR,ES707,803
6,RES,NR,ES708,1576
6,RES,NR,ES709,8015
6,RES,NR,ESZ,0
6,RES,NR,ESZZ,0
6,RES,NR,ESZZZ,0
6,RES,NR,EU27_2020,2767556
6,RES,NR,FI,21648
6,RES,NR,FI1,21527
6,RES,NR,FI19,5568
6,RES,NR,FI193,1088
6,RES,NR,FI194,989
6,RES,NR,FI195,944
6,RES,NR,FI196,753
6,RES,NR,FI197,1798
6,RES,NR,FI1B,6414
6,RES,NR,FI1B1,6414
6,RES,NR,FI1C,3706
6,RES,NR,FI1C1,1515
6,RES,NR,FI1C2,629
6,RES,NR,FI1C3,674
6,RES,NR,FI1C4,533
6,RES,NR,FI1C5,360
6,RES,NR,FI1D,5837
6,RES,NR,FI1D1,455
6,RES,NR,FI1D2,849
6,RES,NR,FI1D3,552
6,RES,NR,FI1D5,424
6,RES,NR,FI1D7,798
6,RES,NR,FI1D8,297
6,RES,NR,FI1D9,2461
6,RES,NR,FI2,124
6,RES,NR,FI20,124
6,RES,NR,FI200,124
6,RES,NR,FIZ,0
6,RES,NR,FIZZ,0
6,RES,NR,FIZZZ,0
6,RES,NR,FR,338722
6,RES,NR,FR1,90614
6,RES,NR,FR10,90614
6,RES,NR,FR101,9031
6,RES,NR,FR102,10470
6,RES,NR,FR103,10017
6,RES,NR,FR104,10074
6,RES,NR,FR105,8978
6,RES,NR,FR106,19592
6,RES,NR,FR107,10340
6,RES,NR,FR108,12112
6,RES,NR,FRB,12247
6,RES,NR,FRB0,12247
6,RES,NR,FRB01,1056
6,RES,NR,FRB02,2628
6,RES,NR,FRB03,751
6,RES,NR,FRB04,2280
6,RES,NR,FRB05,1409
6,RES,NR,FRB06,4123
6,RES,NR,FRC,11939
6,RES,NR,FRC1,6465
6,RES,NR,FRC11,1994
6,RES,NR,FRC12,675
6,RES,NR,FRC13,2179
6,RES,NR,FRC14,1617
6,RES,NR,FRC2,5474
6,RES,NR,FRC21,2788
6,RES,NR,FRC22,924
6,RES,NR,FRC23,1011
6,RES,NR,FRC24,751
6,RES,NR,FRD,14114
6,RES,NR,FRD1,5274
6,RES,NR,FRD11,2611
6,RES,NR,FRD12,1542
6,RES,NR,FRD13,1121
6,RES,NR,FRD2,8840
6,RES,NR,FRD21,3102
6,RES,NR,FRD22,5738
6,RES,NR,FRE,36453
6,RES,NR,FRE1,25461
6,RES,NR,FRE11,16963
6,RES,NR,FRE12,8498
6,RES,NR,FRE2,10992
6,RES,NR,FRE21,3076
6,RES,NR,FRE22,5267
6,RES,NR,FRE23,2649
6,RES,NR,FRF,25315
6,RES,NR,FRF1,9467
6,RES,NR,FRF11,5536
6,RES,NR,FRF12,3931
6,RES,NR,FRF2,5808
6,RES,NR,FRF21,1236
6,RES,NR,FRF22,1564
6,RES,NR,FRF23,2426
6,RES,NR,FRF24,582
6,RES,NR,FRF3,10040
6,RES,NR,FRF31,3176
6,RES,NR,FRF32,748
6,RES,NR,FRF33,4705
6,RES,NR,FRF34,1411
6,RES,NR,FRG,15088
6,RES,NR,FRG0,15088
6,RES,NR,FRG01,5431
6,RES,NR,FRG02,3614
6,RES,NR,FRG03,1337
6,RES,NR,FRG04,2540
6,RES,NR,FRG05,2166
6,RES,NR,FRH,11534
6,RES,NR,FRH0,11534
6,RES,NR,FRH01,1981
6,RES,NR,FRH02,2769
6,RES,NR,FRH03,4198
6,RES,NR,FRH04,2586
6,RES,NR,FRI,19582
6,RES,NR,FRI1,11641
6,RES,NR,FRI11,1272
6,RES,NR,FRI12,5735
6,RES,NR,FRI13,1212
6,RES,NR,FRI14,1453
6,RES,NR,FRI15,1969
6,RES,NR,FRI2,2184
6,RES,NR,FRI21,714
6,RES,NR,FRI22,324
6,RES,NR,FRI23,1146
6,RES,NR,FRI3,5757
6,RES,NR,FRI31,1158
6,RES,NR,FRI32,1700
6,RES,NR,FRI33,1214
6,RES,NR,FRI34,1685
6,RES,NR,FRJ,23765
6,RES,NR,FRJ1,12780
6,RES,NR,FRJ11,1396
6,RES,NR,FRJ12,3732
6,RES,NR,FRJ13,5359
6,RES,NR,FRJ14,208
6,RES,NR,FRJ15,2085
6,RES,NR,FRJ2,10985
6,RES,NR,FRJ21,450
6,RES,NR,FRJ22,745
6,RES,NR,FRJ23,5323
6,RES,NR,FRJ24,574
6,RES,NR,FRJ25,454
6,RES,NR,FRJ26,665
6,RES,NR,FRJ27,1463
6,RES,NR,FRJ28,1311
6,RES,NR,FRK,38767
6,RES,NR,FRK1,4373
6,RES,NR,FRK11,1139
6,RES,NR,FRK12,307
6,RES,NR,FRK13,770
6,RES,NR,FRK14,2157
6,RES,NR,FRK2,34394
6,RES,NR,FRK21,3256
6,RES,NR,FRK22,1209
6,RES,NR,FRK23,2449
6,RES,NR,FRK24,6408
6,RES,NR,FRK25,3978
6,RES,NR,FRK26,12118
6,RES,NR,FRK27,1655
6,RES,NR,FRK28,3321
6,RES,NR,FRL,23244
6,RES,NR,FRL0,23244
6,RES,NR,FRL01,541
6,RES,NR,FRL02,404
6,RES,NR,FRL03,4310
6,RES,NR,FRL04,10521
6,RES,NR,FRL05,4307
6,RES,NR,FRL06,3161
6,RES,NR,FRM,1050
6,RES,NR,FRM0,1050
6,RES,NR,FRM01,513
6,RES,NR,FRM02,537
6,RES,NR,FRY,15010
6,RES,NR,FRY1,2232
6,RES,NR,FRY10,2232
6,RES,NR,FRY2,1722
6,RES,NR,FRY20,1722
6,RES,NR,FRY3,4174
6,RES,NR,FRY30,4174
6,RES,NR,FRY4,6882
6,RES,NR,FRY40,6882
6,RES,NR,FRZ,0
6,RES,NR,FRZZ,0
6,RES,NR,FRZZZ,0
6,RES,NR,HR,44983
6,RES,NR,HR0,44983
6,RES,NR,HR02,12106
6,RES,NR,HR021,1338
6,RES,NR,HR022,837
6,RES,NR,HR023,786
6,RES,NR,HR024,1800
6,RES,NR,HR025,2553
6,RES,NR,HR026,1749
6,RES,NR,HR027,1439
6,RES,NR,HR028,1603
6,RES,NR,HR03,12328
6,RES,NR,HR031,1665
6,RES,NR,HR032,390
6,RES,NR,HR033,1685
6,RES,NR,HR034,878
6,RES,NR,HR035,4710
6,RES,NR,HR036,1618
6,RES,NR,HR037,1385
6,RES,NR,HR05,6842
6,RES,NR,HR050,6842
6,RES,NR,HR06,13704
6,RES,NR,HR061,1846
6,RES,NR,HR062,2946
6,RES,NR,HR063,1641
6,RES,NR,HR064,2400
6,RES,NR,HR065,4868
6,RES,NR,HRZ,0
6,RES,NR,HRZZ,0
6,RES,NR,HRZZZ,0
6,RES,NR,HU,70155
6,RES,NR,HU1,21848
6,RES,NR,HU11,8700
6,RES,NR,HU110,8700
6,RES,NR,HU12,13148
6,RES,NR,HU120,13148
6,RES,NR,HU2,21235
6,RES,NR,HU21,8258
6,RES,NR,HU211,3287
6,RES,NR,HU212,2347
6,RES,NR,HU213,2624
6,RES,NR,HU22,6704
6,RES,NR,HU221,3087
6,RES,NR,HU222,1735
6,RES,NR,HU223,1882
6,RES,NR,HU23,6273
6,RES,NR,HU231,2457
6,RES,NR,HU232,2366
6,RES,NR,HU233,1450
6,RES,NR,HU3,27072
6,RES,NR,HU31,8981
6,RES,NR,HU311,5482
6,RES,NR,HU312,2089
6,RES,NR,HU313,1410
6,RES,NR,HU32,11009
6,RES,NR,HU321,3666
6,RES,NR,HU322,2404
6,RES,NR,HU323,4939
6,RES,NR,HU33,7082
6,RES,NR,HU331,3239
6,RES,NR,HU332,1595
6,RES,NR,HU333,2248
6,RES,NR,HUZ,0
6,RES,NR,HUZZ,0
6,RES,NR,HUZZZ,0
6,RES,NR,IE,54704
6,RES,NR,IE0,54704
6,RES,NR,IE04,10500
6,RES,NR,IE041,5150
6,RES,NR,IE042,5350
6,RES,NR,IE05,17516
6,RES,NR,IE051,5240
6,RES,NR,IE052,4863
6,RES,NR,IE053,7413
6,RES,NR,IE06,26688
6,RES,NR,IE061,13840
6,RES,NR,IE062,8918
6,RES,NR,IE063,3930
6,RES,NR,IEZ,0
6,RES,NR,IEZZ,0
6,RES,NR,IEZZZ,0
6,RES,NR,IS,3476
6,RES,NR,IS0,3476
6,RES,NR,IS00,3476
6,RES,NR,IS001,2084
6,RES,NR,IS002,1392
6,RES,NR,ISZ,0
6,RES,NR,ISZZ,0
6,RES,NR,ISZZZ,0
6,RES,NR,IT,200682
6,RES,NR,ITC,48402
6,RES,NR,ITC1,12590
6,RES,NR,ITC11,6463
6,RES,NR,ITC12,477
6,RES,NR,ITC13,560
6,RES,NR,ITC14,457
6,RES,NR,ITC15,1104
6,RES,NR,ITC16,1704
6,RES,NR,ITC17,596
6,RES,NR,ITC18,1229
6,RES,NR,ITC2,327
6,RES,NR,ITC20,327
6,RES,NR,ITC3,4934
6,RES,NR,ITC31,658
6,RES,NR,ITC32,858
6,RES,NR,ITC33,2762
6,RES,NR,ITC34,656
6,RES,NR,ITC4,30551
6,RES,NR,ITC41,2810
6,RES,NR,ITC42,1876
6,RES,NR,ITC43,1026
6,RES,NR,ITC44,493
6,RES,NR,ITC46,3382
6,RES,NR,ITC47,3873
6,RES,NR,ITC48,1609
6,RES,NR,ITC49,642
6,RES,NR,ITC4A,1048
6,RES,NR,ITC4B,1326
6,RES,NR,ITC4C,9901
6,RES,NR,ITC4D,2565
6,RES,NR,ITF,47293
6,RES,NR,ITF1,4112
6,RES,NR,ITF11,941
6,RES,NR,ITF12,944
6,RES,NR,ITF13,1095
6,RES,NR,ITF14,1132
6,RES,NR,ITF2,825
6,RES,NR,ITF21,188
6,RES,NR,ITF22,637
6,RES,NR,ITF3,21226
6,RES,NR,ITF31,3300
6,RES,NR,ITF32,783
6,RES,NR,ITF33,12123
6,RES,NR,ITF34,1312
6,RES,NR,ITF35,3708
6,RES,NR,ITF4,13362
6,RES,NR,ITF43,1920
6,RES,NR,ITF44,1293
6,RES,NR,ITF45,2630
6,RES,NR,ITF46,1982
6,RES,NR,ITF47,4142
6,RES,NR,ITF48,1395
6,RES,NR,ITF5,1637
6,RES,NR,ITF51,1040
6,RES,NR,ITF52,597
6,RES,NR,ITF6,6131
6,RES,NR,ITF61,2189
6,RES,NR,ITF62,513
6,RES,NR,ITF63,1104
6,RES,NR,ITF64,432
6,RES,NR,ITF65,1893
6,RES,NR,ITG,21762
6,RES,NR,ITG1,16391
6,RES,NR,ITG11,1380
6,RES,NR,ITG12,4152
6,RES,NR,ITG13,2160
6,RES,NR,ITG14,1289
6,RES,NR,ITG15,835
6,RES,NR,ITG16,445
6,RES,NR,ITG17,3681
6,RES,NR,ITG18,1082
6,RES,NR,ITG19,1367
6,RES,NR,ITG2,5371
6,RES,NR,ITG2D,1692
6,RES,NR,ITG2E,624
6,RES,NR,ITG2F,1600
6,RES,NR,ITG2G,438
6,RES,NR,ITG2H,1017
6,RES,NR,ITH,42274
6,RES,NR,ITH1,2184
6,RES,NR,ITH10,2184
6,RES,NR,ITH2,1893
6,RES,NR,ITH20,1893
6,RES,NR,ITH3,18098
6,RES,NR,ITH31,3244
6,RES,NR,ITH32,3148
6,RES,NR,ITH33,721
6,RES,NR,ITH34,3398
6,RES,NR,ITH35,3002
6,RES,NR,ITH36,3694
6,RES,NR,ITH37,891
6,RES,NR,ITH4,4478
6,RES,NR,ITH41,1200
6,RES,NR,ITH42,2011
6,RES,NR,ITH43,503
6,RES,NR,ITH44,764
6,RES,NR,ITH5,15621
6,RES,NR,ITH51,986
6,RES,NR,ITH52,1510
6,RES,NR,ITH53,2002
6,RES,NR,ITH54,2545
6,RES,NR,ITH55,3296
6,RES,NR,ITH56,1184
6,RES,NR,ITH57,1460
6,RES,NR,ITH58,1453
6,RES,NR,ITH59,1185
6,RES,NR,ITI,40951
6,RES,NR,ITI1,13022
6,RES,NR,ITI11,676
6,RES,NR,ITI12,1538
6,RES,NR,ITI13,1211
6,RES,NR,ITI14,3329
6,RES,NR,ITI15,941
6,RES,NR,ITI16,1034
6,RES,NR,ITI17,1505
6,RES,NR,ITI18,1250
6,RES,NR,ITI19,854
6,RES,NR,ITI1A,684
6,RES,NR,ITI2,3153
6,RES,NR,ITI21,2384
6,RES,NR,ITI22,769
6,RES,NR,ITI3,5394
6,RES,NR,ITI31,1256
6,RES,NR,ITI32,1630
6,RES,NR,ITI33,1156
6,RES,NR,ITI34,733
6,RES,NR,ITI35,619
6,RES,NR,ITI4,19382
6,RES,NR,ITI41,1052
6,RES,NR,ITI42,492
6,RES,NR,ITI43,13927
6,RES,NR,ITI44,2128
6,RES,NR,ITI45,1783
6,RES,NR,ITZ,0
6,RES,NR,ITZZ,0
6,RES,NR,ITZZZ,0
6,RES,NR,LI,
6,RES,NR,LI0,
6,RES,NR,LI00,
6,RES,NR,LI000,
6,RES,NR,LIZ,0
6,RES,NR,LIZZ,0
6,RES,NR,LIZZZ,0
6,RES,NR,LT,16103
6,RES,NR,LT0,16103
6,RES,NR,LT01,4766
6,RES,NR,LT011,4766
6,RES,NR,LT02,11339
6,RES,NR,LT021,670
6,RES,NR,LT022,3334
6,RES,NR,LT023,1923
6,RES,NR,LT024,905
6,RES,NR,LT025,1098
6,RES,NR,LT026,1291
6,RES,NR,LT027,674
6,RES,NR,LT028,856
6,RES,NR,LT029,587
6,RES,NR,LTZ,0
6,RES,NR,LTZZ,0
6,RES,NR,LTZZZ,0
6,RES,NR,LU,5228
6,RES,NR,LU0,5228
6,RES,NR,LU00,5228
6,RES,NR,LU000,5228
6,RES,NR,LUZ,0
6,RES,NR,LUZZ,0
6,RES,NR,LUZZZ,0
6,RES,NR,LV,15540
6,RES,NR,LV0,15540
6,RES,NR,LV00,15540
6,RES,NR,LV003,2114
6,RES,NR,LV005,1788
6,RES,NR,LV006,3604
6,RES,NR,LV007,3909
6,RES,NR,LV008,1879
6,RES,NR,LV009,2246
6,RES,NR,LVZ,0
6,RES,NR,LVZZ,0
6,RES,NR,LVZZZ,0
6,RES,NR,MT,2742
6,RES,NR,MT0,2742
6,RES,NR,MT00,2742
6,RES,NR,MT001,2518
6,RES,NR,MT002,222
6,RES,NR,MTZ,0
6,RES,NR,MTZZ,0
6,RES,NR,MTZZZ,0
6,RES,NR,NL,84796
6,RES,NR,NL1,7114
6,RES,NR,NL11,2195
6,RES,NR,NL111,504
6,RES,NR,NL112,154
6,RES,NR,NL113,1537
6,RES,NR,NL12,2980
6,RES,NR,NL124,1408
6,RES,NR,NL125,684
6,RES,NR,NL126,888
6,RES,NR,NL13,1939
6,RES,NR,NL131,698
6,RES,NR,NL132,633
6,RES,NR,NL133,608
6,RES,NR,NL2,20417
6,RES,NR,NL21,6375
6,RES,NR,NL211,2502
6,RES,NR,NL212,692
6,RES,NR,NL213,3181
6,RES,NR,NL22,10962
6,RES,NR,NL221,4969
6,RES,NR,NL224,1676
6,RES,NR,NL225,1581
6,RES,NR,NL226,2736
6,RES,NR,NL23,3080
6,RES,NR,NL230,3080
6,RES,NR,NL3,43054
6,RES,NR,NL31,7583
6,RES,NR,NL310,7583
6,RES,NR,NL32,13404
6,RES,NR,NL321,1812
6,RES,NR,NL323,719
6,RES,NR,NL324,913
6,RES,NR,NL325,812
6,RES,NR,NL327,1125
6,RES,NR,NL328,1022
6,RES,NR,NL329,7001
6,RES,NR,NL33,20068
6,RES,NR,NL332,4992
6,RES,NR,NL333,992
6,RES,NR,NL337,1903
6,RES,NR,NL33A,2377
6,RES,NR,NL33B,2006
6,RES,NR,NL33C,7798
6,RES,NR,NL34,1999
6,RES,NR,NL341,366
6,RES,NR,NL342,1633
6,RES,NR,NL4,14211
6,RES,NR,NL41,10879
6,RES,NR,NL411,2672
6,RES,NR,NL412,2237
6,RES,NR,NL413,2915
6,RES,NR,NL414,3055
6,RES,NR,NL42,3332
6,RES,NR,NL421,1100
6,RES,NR,NL422,773
6,RES,NR,NL423,1459
6,RES,NR,NLZ,0
6,RES,NR,NLZZ,0
6,RES,NR,NLZZZ,0
6,RES,NR,NO,23105
6,RES,NR,NO0,23105
6,RES,NR,NO02,1384
6,RES,NR,NO020,1384
6,RES,NR,NO06,1882
6,RES,NR,NO060,1882
6,RES,NR,NO07,2175
6,RES,NR,NO071,1030
6,RES,NR,NO074,1145
6,RES,NR,NO08,7286
6,RES,NR,NO081,2376
6,RES,NR,NO082,4910
6,RES,NR,NO09,3159
6,RES,NR,NO091,1647
6,RES,NR,NO092,1512
6,RES,NR,NO0A,7219
6,RES,NR,NO0A1,2618
6,RES,NR,NO0A2,3310
6,RES,NR,NO0A3,1291
6,RES,NR,NO0B,0
6,RES,NR,NO0B1,0
6,RES,NR,NO0B2,0
6,RES,NR,NOZ,0
6,RES,NR,NOZZ,0
6,RES,NR,NOZZZ,0
6,RES,NR,PL,525600
6,RES,NR,PL2,116290
6,RES,NR,PL21,59121
6,RES,NR,PL213,5645
6,RES,NR,PL214,15907
6,RES,NR,PL217,8490
6,RES,NR,PL218,11549
6,RES,NR,PL219,7267
6,RES,NR,PL21A,10257
6,RES,NR,PL22,57175
6,RES,NR,PL224,7646
6,RES,NR,PL225,11941
6,RES,NR,PL227,10606
6,RES,NR,PL228,5116
6,RES,NR,PL229,4155
6,RES,NR,PL22A,4584
6,RES,NR,PL22B,6826
6,RES,NR,PL22C,6301
6,RES,NR,PL4,85400
6,RES,NR,PL41,56120
6,RES,NR,PL411,6357
6,RES,NR,PL414,11421
6,RES,NR,PL415,4080
6,RES,NR,PL416,12988
6,RES,NR,PL417,10974
6,RES,NR,PL418,10304
6,RES,NR,PL42,17702
6,RES,NR,PL424,2898
6,RES,NR,PL426,3848
6,RES,NR,PL427,5106
6,RES,NR,PL428,5850
6,RES,NR,PL43,11578
6,RES,NR,PL431,4391
6,RES,NR,PL432,7192
6,RES,NR,PL5,43008
6,RES,NR,PL51,29543
6,RES,NR,PL514,4179
6,RES,NR,PL515,6341
6,RES,NR,PL516,4431
6,RES,NR,PL517,6066
6,RES,NR,PL518,8526
6,RES,NR,PL52,13465
6,RES,NR,PL523,4770
6,RES,NR,PL524,8695
6,RES,NR,PL6,73342
6,RES,NR,PL61,27143
6,RES,NR,PL613,7623
6,RES,NR,PL616,5624
6,RES,NR,PL617,5223
6,RES,NR,PL618,3278
6,RES,NR,PL619,5395
6,RES,NR,PL62,16794
6,RES,NR,PL621,6990
6,RES,NR,PL622,6479
6,RES,NR,PL623,3325
6,RES,NR,PL63,29405
6,RES,NR,PL633,5276
6,RES,NR,PL634,9960
6,RES,NR,PL636,4082
6,RES,NR,PL637,3937
6,RES,NR,PL638,6150
6,RES,NR,PL7,52538
6,RES,NR,PL71,32540
6,RES,NR,PL711,3566
6,RES,NR,PL712,5226
6,RES,NR,PL713,9141
6,RES,NR,PL714,8149
6,RES,NR,PL715,6458
6,RES,NR,PL72,19991
6,RES,NR,PL721,10777
6,RES,NR,PL722,9209
6,RES,NR,PL8,85451
6,RES,NR,PL81,32210
6,RES,NR,PL811,4716
6,RES,NR,PL812,9605
6,RES,NR,PL814,9212
6,RES,NR,PL815,8678
6,RES,NR,PL82,37150
6,RES,NR,PL821,8883
6,RES,NR,PL822,6761
6,RES,NR,PL823,11346
6,RES,NR,PL824,10155
6,RES,NR,PL84,16091
6,RES,NR,PL841,5569
6,RES,NR,PL842,6291
6,RES,NR,PL843,4231
6,RES,NR,PL9,69572
6,RES,NR,PL91,29110
6,RES,NR,PL911,10246
6,RES,NR,PL912,10287
6,RES,NR,PL913,8583
6,RES,NR,PL92,40456
6,RES,NR,PL921,9760
6,RES,NR,PL922,6252
6,RES,NR,PL923,4778
6,RES,NR,PL924,7294
6,RES,NR,PL925,7813
6,RES,NR,PL926,4549
6,RES,NR,PLZ,0
6,RES,NR,PLZZ,0
6,RES,NR,PLZZZ,0
6,RES,NR,PT,48770
6,RES,NR,PT1,45158
6,RES,NR,PT11,18555
6,RES,NR,PT111,1400
6,RES,NR,PT112,2769
6,RES,NR,PT119,2358
6,RES,NR,PT11A,8415
6,RES,NR,PT11B,300
6,RES,NR,PT11C,2280
6,RES,NR,PT11D,666
6,RES,NR,PT11E,367
6,RES,NR,PT15,2176
6,RES,NR,PT150,2176
6,RES,NR,PT16,8594
6,RES,NR,PT16B,1519
6,RES,NR,PT16D,1999
6,RES,NR,PT16E,1627
6,RES,NR,PT16F,947
6,RES,NR,PT16G,1103
6,RES,NR,PT16H,198
6,RES,NR,PT16I,760
6,RES,NR,PT16J,441
6,RES,NR,PT17,13378
6,RES,NR,PT170,13378
6,RES,NR,PT18,2455
6,RES,NR,PT181,426
6,RES,NR,PT184,387
6,RES,NR,PT185,928
6,RES,NR,PT186,287
6,RES,NR,PT187,427
6,RES,NR,PT2,1857
6,RES,NR,PT20,1857
6,RES,NR,PT200,1857
6,RES,NR,PT3,1755
6,RES,NR,PT30,1755
6,RES,NR,PT300,1755
6,RES,NR,PTZ,0
6,RES,NR,PTZZ,0
6,RES,NR,PTZZZ,0
6,RES,NR,RO,195216
6,RES,NR,RO1,47656
6,RES,NR,RO11,25509
6,RES,NR,RO111,5528
6,RES,NR,RO112,4086
6,RES,NR,RO113,4709
6,RES,NR,RO114,5179
6,RES,NR,RO115,3757
6,RES,NR,RO116,2250
6,RES,NR,RO12,22147
6,RES,NR,RO121,3527
6,RES,NR,RO122,4852
6,RES,NR,RO123,1991
6,RES,NR,RO124,2867
6,RES,NR,RO125,5242
6,RES,NR,RO126,3668
6,RES,NR,RO2,60715
6,RES,NR,RO21,36447
6,RES,NR,RO211,6440
6,RES,NR,RO212,5075
6,RES,NR,RO213,7802
6,RES,NR,RO214,4400
6,RES,NR,RO215,8481
6,RES,NR,RO216,4249
6,RES,NR,RO22,24268
6,RES,NR,RO221,2437
6,RES,NR,RO222,4567
6,RES,NR,RO223,6276
6,RES,NR,RO224,5132
6,RES,NR,RO225,2066
6,RES,NR,RO226,3790
6,RES,NR,RO3,47829
6,RES,NR,RO31,35328
6,RES,NR,RO311,6404
6,RES,NR,RO312,3987
6,RES,NR,RO313,6517
6,RES,NR,RO314,3798
6,RES,NR,RO315,3240
6,RES,NR,RO316,7611
6,RES,NR,RO317,3771
6,RES,NR,RO32,12501
6,RES,NR,RO321,6953
6,RES,NR,RO322,5548
6,RES,NR,RO4,39016
6,RES,NR,RO41,22076
6,RES,NR,RO411,6906
6,RES,NR,RO412,3939
6,RES,NR,RO413,2740
6,RES,NR,RO414,4747
6,RES,NR,RO415,3744
6,RES,NR,RO42,16940
6,RES,NR,RO421,4570
6,RES,NR,RO422,3255
6,RES,NR,RO423,2872
6,RES,NR,RO424,6243
6,RES,NR,ROZ,0
6,RES,NR,ROZZ,0
6,RES,NR,ROZZZ,0
6,RES,NR,SE,57802
6,RES,NR,SE1,24379
6,RES,NR,SE11,14596
6,RES,NR,SE110,14596
6,RES,NR,SE12,9783
6,RES,NR,SE121,2245
