n_person,building,unit,geo,2021
2,RES_GE3,NR,FRE21,11769
2,RES_GE3,NR,FRE22,27520
2,RES_GE3,NR,FRE23,14447
2,RES_GE3,NR,FRF,259487
2,RES_GE3,NR,FRF1,112698
2,RES_GE3,NR,FRF11,72683
2,RES_GE3,NR,FRF12,40015
2,RES_GE3,NR,FRF2,48683
2,RES_GE3,NR,FRF21,7246
2,RES_GE3,NR,FRF22,10841
2,RES_GE3,NR,FRF23,26785
2,RES_GE3,NR,FRF24,3811
2,RES_GE3,NR,FRF3,98106
2,RES_GE3,NR,FRF31,34473
2,RES_GE3,NR,FRF32,3268
2,RES_GE3,NR,FRF33,49508
2,RES_GE3,NR,FRF34,10857
2,RES_GE3,NR,FRG,105920
2,RES_GE3,NR,FRG0,105920
2,RES_GE3,NR,FRG01,58823
2,RES_GE3,NR,FRG02,22286
2,RES_GE3,NR,FRG03,4354
2,RES_GE3,NR,FRG04,12529
2,RES_GE3,NR,FRG05,7928
2,RES_GE3,NR,FRH,96363
2,RES_GE3,NR,FRH0,96363
2,RES_GE3,NR,FRH01,8504
2,RES_GE3,NR,FRH02,23048
2,RES_GE3,NR,FRH03,46193
2,RES_GE3,NR,FRH04,18618
2,RES_GE3,NR,FRI,182572
2,RES_GE3,NR,FRI1,131180
2,RES_GE3,NR,FRI11,5626
2,RES_GE3,NR,FRI12,73200
2,RES_GE3,NR,FRI13,9880
2,RES_GE3,NR,FRI14,5300
2,RES_GE3,NR,FRI15,37174
2,RES_GE3,NR,FRI2,18417
2,RES_GE3,NR,FRI21,4502
2,RES_GE3,NR,FRI22,1167
2,RES_GE3,NR,FRI23,12748
2,RES_GE3,NR,FRI3,32975
2,RES_GE3,NR,FRI31,5154
2,RES_GE3,NR,FRI32,14737
2,RES_GE3,NR,FRI33,3693
2,RES_GE3,NR,FRI34,9391
2,RES_GE3,NR,FRJ,251231
2,RES_GE3,NR,FRJ1,130809
2,RES_GE3,NR,FRJ11,11070
2,RES_GE3,NR,FRJ12,28641
2,RES_GE3,NR,FRJ13,70094
2,RES_GE3,NR,FRJ14,1555
2,RES_GE3,NR,FRJ15,19449
2,RES_GE3,NR,FRJ2,120422
2,RES_GE3,NR,FRJ21,2458
2,RES_GE3,NR,FRJ22,7442
2,RES_GE3,NR,FRJ23,86436
2,RES_GE3,NR,FRJ24,2618
2,RES_GE3,NR,FRJ25,2450
2,RES_GE3,NR,FRJ26,7616
2,RES_GE3,NR,FRJ27,6387
2,RES_GE3,NR,FRJ28,5015
2,RES_GE3,NR,FRK,467537
2,RES_GE3,NR,FRK1,42055
2,RES_GE3,NR,FRK11,8024
2,RES_GE3,NR,FRK12,3476
2,RES_GE3,NR,FRK13,4831
2,RES_GE3,NR,FRK14,25724
2,RES_GE3,NR,FRK2,425482
2,RES_GE3,NR,FRK21,27159
2,RES_GE3,NR,FRK22,10006
2,RES_GE3,NR,FRK23,19263
2,RES_GE3,NR,FRK24,75373
2,RES_GE3,NR,FRK25,41862
2,RES_GE3,NR,FRK26,165659
2,RES_GE3,NR,FRK27,27024
2,RES_GE3,NR,FRK28,59136
2,RES_GE3,NR,FRL,430834
2,RES_GE3,NR,FRL0,430834
2,RES_GE3,NR,FRL01,6507
2,RES_GE3,NR,FRL02,8340
2,RES_GE3,NR,FRL03,128391
2,RES_GE3,NR,FRL04,173621
2,RES_GE3,NR,FRL05,89342
2,RES_GE3,NR,FRL06,24633
2,RES_GE3,NR,FRM,28297
2,RES_GE3,NR,FRM0,28297
2,RES_GE3,NR,FRM01,13220
2,RES_GE3,NR,FRM02,15077
2,RES_GE3,NR,FRY,68101
2,RES_GE3,NR,FRY1,14232
2,RES_GE3,NR,FRY10,14232
2,RES_GE3,NR,FRY2,17122
2,RES_GE3,NR,FRY20,17122
2,RES_GE3,NR,FRY3,7994
2,RES_GE3,NR,FRY30,7994
2,RES_GE3,NR,FRY4,28753
2,RES_GE3,NR,FRY40,28753
2,RES_GE3,NR,FRZ,0
2,RES_GE3,NR,FRZZ,0
2,RES_GE3,NR,FRZZZ,0
2,RES_GE3,NR,HR,158236
2,RES_GE3,NR,HR0,158236
2,RES_GE3,NR,HR02,21641
2,RES_GE3,NR,HR021,1504
2,RES_GE3,NR,HR022,750
2,RES_GE3,NR,HR023,786
2,RES_GE3,NR,HR024,2366
2,RES_GE3,NR,HR025,7290
2,RES_GE3,NR,HR026,2343
2,RES_GE3,NR,HR027,3699
2,RES_GE3,NR,HR028,2899
2,RES_GE3,NR,HR03,66033
2,RES_GE3,NR,HR031,18152
2,RES_GE3,NR,HR032,1178
2,RES_GE3,NR,HR033,5794
2,RES_GE3,NR,HR034,4340
2,RES_GE3,NR,HR035,22126
2,RES_GE3,NR,HR036,10076
2,RES_GE3,NR,HR037,4363
2,RES_GE3,NR,HR05,58473
2,RES_GE3,NR,HR050,58473
2,RES_GE3,NR,HR06,12092
2,RES_GE3,NR,HR061,1146
2,RES_GE3,NR,HR062,2872
2,RES_GE3,NR,HR063,1168
2,RES_GE3,NR,HR064,991
2,RES_GE3,NR,HR065,5914
2,RES_GE3,NR,HRZ,0
2,RES_GE3,NR,HRZZ,0
2,RES_GE3,NR,HRZZZ,0
2,RES_GE3,NR,HU,443299
2,RES_GE3,NR,HU1,205502
2,RES_GE3,NR,HU11,183252
2,RES_GE3,NR,HU110,183252
2,RES_GE3,NR,HU12,22250
2,RES_GE3,NR,HU120,22250
2,RES_GE3,NR,HU2,121781
2,RES_GE3,NR,HU21,45748
2,RES_GE3,NR,HU211,16992
2,RES_GE3,NR,HU212,15051
2,RES_GE3,NR,HU213,13705
2,RES_GE3,NR,HU22,43519
2,RES_GE3,NR,HU221,21718
2,RES_GE3,NR,HU222,10656
2,RES_GE3,NR,HU223,11145
2,RES_GE3,NR,HU23,32514
2,RES_GE3,NR,HU231,18561
2,RES_GE3,NR,HU232,7913
2,RES_GE3,NR,HU233,6040
2,RES_GE3,NR,HU3,116016
2,RES_GE3,NR,HU31,38176
2,RES_GE3,NR,HU311,24200
2,RES_GE3,NR,HU312,8877
2,RES_GE3,NR,HU313,5099
2,RES_GE3,NR,HU32,38569
2,RES_GE3,NR,HU321,18269
2,RES_GE3,NR,HU322,9276
2,RES_GE3,NR,HU323,11024
2,RES_GE3,NR,HU33,39271
2,RES_GE3,NR,HU331,12891
2,RES_GE3,NR,HU332,8044
2,RES_GE3,NR,HU333,18336
2,RES_GE3,NR,HUZ,0
2,RES_GE3,NR,HUZZ,0
2,RES_GE3,NR,HUZZZ,0
2,RES_GE3,NR,IE,65988
2,RES_GE3,NR,IE0,65988
2,RES_GE3,NR,IE04,5065
2,RES_GE3,NR,IE041,1741
2,RES_GE3,NR,IE042,3324
2,RES_GE3,NR,IE05,11530
2,RES_GE3,NR,IE051,3147
2,RES_GE3,NR,IE052,2474
2,RES_GE3,NR,IE053,5909
2,RES_GE3,NR,IE06,49393
2,RES_GE3,NR,IE061,42681
2,RES_GE3,NR,IE062,5091
2,RES_GE3,NR,IE063,1621
2,RES_GE3,NR,IEZ,0
2,RES_GE3,NR,IEZZ,0
2,RES_GE3,NR,IEZZZ,0
2,RES_GE3,NR,IS,18491
2,RES_GE3,NR,IS0,18491
2,RES_GE3,NR,IS00,18491
2,RES_GE3,NR,IS001,14846
2,RES_GE3,NR,IS002,3645
2,RES_GE3,NR,ISZ,0
2,RES_GE3,NR,ISZZ,0
2,RES_GE3,NR,ISZZZ,0
2,RES_GE3,NR,IT,5171442
2,RES_GE3,NR,ITC,1634808
2,RES_GE3,NR,ITC1,410929
2,RES_GE3,NR,ITC11,253421
2,RES_GE3,NR,ITC12,12891
2,RES_GE3,NR,ITC13,13041
2,RES_GE3,NR,ITC14,12049
2,RES_GE3,NR,ITC15,29631
2,RES_GE3,NR,ITC16,41833
2,RES_GE3,NR,ITC17,13858
2,RES_GE3,NR,ITC18,34205
2,RES_GE3,NR,ITC2,11042
2,RES_GE3,NR,ITC20,11042
2,RES_GE3,NR,ITC3,186065
2,RES_GE3,NR,ITC31,22030
2,RES_GE3,NR,ITC32,30165
2,RES_GE3,NR,ITC33,111159
2,RES_GE3,NR,ITC34,22711
2,RES_GE3,NR,ITC4,1026772
2,RES_GE3,NR,ITC41,80302
2,RES_GE3,NR,ITC42,54755
2,RES_GE3,NR,ITC43,32873
2,RES_GE3,NR,ITC44,12828
2,RES_GE3,NR,ITC46,110128
2,RES_GE3,NR,ITC47,116447
2,RES_GE3,NR,ITC48,40018
2,RES_GE3,NR,ITC49,19727
2,RES_GE3,NR,ITC4A,26625
2,RES_GE3,NR,ITC4B,24673
2,RES_GE3,NR,ITC4C,410561
2,RES_GE3,NR,ITC4D,97835
2,RES_GE3,NR,ITF,1001343
2,RES_GE3,NR,ITF1,95109
2,RES_GE3,NR,ITF11,20116
2,RES_GE3,NR,ITF12,21460
2,RES_GE3,NR,ITF13,26308
2,RES_GE3,NR,ITF14,27225
2,RES_GE3,NR,ITF2,19667
2,RES_GE3,NR,ITF21,4686
2,RES_GE3,NR,ITF22,14981
2,RES_GE3,NR,ITF3,424636
2,RES_GE3,NR,ITF31,58740
2,RES_GE3,NR,ITF32,15540
2,RES_GE3,NR,ITF33,246424
2,RES_GE3,NR,ITF34,23797
2,RES_GE3,NR,ITF35,80135
2,RES_GE3,NR,ITF4,299069
2,RES_GE3,NR,ITF43,44704
2,RES_GE3,NR,ITF44,22844
2,RES_GE3,NR,ITF45,34550
2,RES_GE3,NR,ITF46,52473
2,RES_GE3,NR,ITF47,112189
2,RES_GE3,NR,ITF48,32309
2,RES_GE3,NR,ITF5,38607
2,RES_GE3,NR,ITF51,23127
2,RES_GE3,NR,ITF52,15480
2,RES_GE3,NR,ITF6,124255
2,RES_GE3,NR,ITF61,48194
2,RES_GE3,NR,ITF62,11005
2,RES_GE3,NR,ITF63,23245
2,RES_GE3,NR,ITF64,8513
2,RES_GE3,NR,ITF65,33298
2,RES_GE3,NR,ITG,441233
2,RES_GE3,NR,ITG1,344184
2,RES_GE3,NR,ITG11,22961
2,RES_GE3,NR,ITG12,101319
2,RES_GE3,NR,ITG13,42985
2,RES_GE3,NR,ITG14,25744
2,RES_GE3,NR,ITG15,17262
2,RES_GE3,NR,ITG16,9071
2,RES_GE3,NR,ITG17,82944
2,RES_GE3,NR,ITG18,16896
2,RES_GE3,NR,ITG19,25002
2,RES_GE3,NR,ITG2,97049
2,RES_GE3,NR,ITG2D,34759
2,RES_GE3,NR,ITG2E,9378
2,RES_GE3,NR,ITG2F,35886
2,RES_GE3,NR,ITG2G,5000
2,RES_GE3,NR,ITG2H,12026
2,RES_GE3,NR,ITH,976439
2,RES_GE3,NR,ITH1,44283
2,RES_GE3,NR,ITH10,44283
2,RES_GE3,NR,ITH2,45351
2,RES_GE3,NR,ITH20,45351
2,RES_GE3,NR,ITH3,371193
2,RES_GE3,NR,ITH31,80989
2,RES_GE3,NR,ITH32,59851
2,RES_GE3,NR,ITH33,13820
2,RES_GE3,NR,ITH34,64671
2,RES_GE3,NR,ITH35,75079
2,RES_GE3,NR,ITH36,64210
2,RES_GE3,NR,ITH37,12573
2,RES_GE3,NR,ITH4,93298
2,RES_GE3,NR,ITH41,17053
2,RES_GE3,NR,ITH42,32041
2,RES_GE3,NR,ITH43,14716
2,RES_GE3,NR,ITH44,29488
2,RES_GE3,NR,ITH5,422314
2,RES_GE3,NR,ITH51,25027
2,RES_GE3,NR,ITH52,43399
2,RES_GE3,NR,ITH53,41133
2,RES_GE3,NR,ITH54,67584
2,RES_GE3,NR,ITH55,122855
2,RES_GE3,NR,ITH56,30690
2,RES_GE3,NR,ITH57,30436
2,RES_GE3,NR,ITH58,31313
2,RES_GE3,NR,ITH59,29877
2,RES_GE3,NR,ITI,1117619
2,RES_GE3,NR,ITI1,349613
2,RES_GE3,NR,ITI11,15058
2,RES_GE3,NR,ITI12,22913
2,RES_GE3,NR,ITI13,22253
2,RES_GE3,NR,ITI14,110100
2,RES_GE3,NR,ITI15,24810
2,RES_GE3,NR,ITI16,38835
2,RES_GE3,NR,ITI17,38236
2,RES_GE3,NR,ITI18,26787
2,RES_GE3,NR,ITI19,27581
2,RES_GE3,NR,ITI1A,23040
2,RES_GE3,NR,ITI2,67149
2,RES_GE3,NR,ITI21,47232
2,RES_GE3,NR,ITI22,19917
2,RES_GE3,NR,ITI3,126655
2,RES_GE3,NR,ITI31,27670
2,RES_GE3,NR,ITI32,44161
2,RES_GE3,NR,ITI33,24063
2,RES_GE3,NR,ITI34,18368
2,RES_GE3,NR,ITI35,12393
2,RES_GE3,NR,ITI4,574202
2,RES_GE3,NR,ITI41,25208
2,RES_GE3,NR,ITI42,10905
2,RES_GE3,NR,ITI43,470520
2,RES_GE3,NR,ITI44,42728
2,RES_GE3,NR,ITI45,24841
2,RES_GE3,NR,ITZ,0
2,RES_GE3,NR,ITZZ,0
2,RES_GE3,NR,ITZZZ,0
2,RES_GE3,NR,LI,2453
2,RES_GE3,NR,LI0,2453
2,RES_GE3,NR,LI00,2453
2,RES_GE3,NR,LI000,2453
2,RES_GE3,NR,LIZ,0
2,RES_GE3,NR,LIZZ,0
2,RES_GE3,NR,LIZZZ,0
2,RES_GE3,NR,LT,217574
2,RES_GE3,NR,LT0,217574
2,RES_GE3,NR,LT01,70900
2,RES_GE3,NR,LT011,70900
2,RES_GE3,NR,LT02,146677
2,RES_GE3,NR,LT021,10332
2,RES_GE3,NR,LT022,43711
2,RES_GE3,NR,LT023,28278
2,RES_GE3,NR,LT024,7069
2,RES_GE3,NR,LT025,15750
2,RES_GE3,NR,LT026,18623
2,RES_GE3,NR,LT027,4528
2,RES_GE3,NR,LT028,8444
2,RES_GE3,NR,LT029,9940
2,RES_GE3,NR,LTZ,0
2,RES_GE3,NR,LTZZ,0
2,RES_GE3,NR,LTZZZ,0
2,RES_GE3,NR,LU,38133
2,RES_GE3,NR,LU0,38133
2,RES_GE3,NR,LU00,38133
2,RES_GE3,NR,LU000,38133
2,RES_GE3,NR,LUZ,0
2,RES_GE3,NR,LUZZ,0
2,RES_GE3,NR,LUZZZ,0
2,RES_GE3,NR,LV,156085
2,RES_GE3,NR,LV0,156085
2,RES_GE3,NR,LV00,156085
2,RES_GE3,NR,LV003,18729
2,RES_GE3,NR,LV005,19418
2,RES_GE3,NR,LV006,71353
2,RES_GE3,NR,LV007,20684
2,RES_GE3,NR,LV008,10751
2,RES_GE3,NR,LV009,15150
2,RES_GE3,NR,LVZ,0
2,RES_GE3,NR,LVZZ,0
2,RES_GE3,NR,LVZZZ,0
2,RES_GE3,NR,MT,27884
2,RES_GE3,NR,MT0,27884
2,RES_GE3,NR,MT00,27884
2,RES_GE3,NR,MT001,26649
2,RES_GE3,NR,MT002,1237
2,RES_GE3,NR,MTZ,0
2,RES_GE3,NR,MTZZ,0
2,RES_GE3,NR,MTZZZ,0
2,RES_GE3,NR,NL,676544
2,RES_GE3,NR,NL1,38884
2,RES_GE3,NR,NL11,19927
2,RES_GE3,NR,NL111,2006
2,RES_GE3,NR,NL112,883
2,RES_GE3,NR,NL113,17038
2,RES_GE3,NR,NL12,10614
2,RES_GE3,NR,NL124,6082
2,RES_GE3,NR,NL125,1719
2,RES_GE3,NR,NL126,2813
2,RES_GE3,NR,NL13,8343
2,RES_GE3,NR,NL131,3226
2,RES_GE3,NR,NL132,2646
2,RES_GE3,NR,NL133,2471
2,RES_GE3,NR,NL2,85758
2,RES_GE3,NR,NL21,25837
2,RES_GE3,NR,NL211,7688
2,RES_GE3,NR,NL212,3907
2,RES_GE3,NR,NL213,14242
2,RES_GE3,NR,NL22,50144
2,RES_GE3,NR,NL221,16981
2,RES_GE3,NR,NL224,3274
2,RES_GE3,NR,NL225,6182
2,RES_GE3,NR,NL226,23707
2,RES_GE3,NR,NL23,9777
2,RES_GE3,NR,NL230,9777
2,RES_GE3,NR,NL3,452228
2,RES_GE3,NR,NL31,53550
2,RES_GE3,NR,NL310,53550
2,RES_GE3,NR,NL32,169741
2,RES_GE3,NR,NL321,6759
2,RES_GE3,NR,NL323,8154
2,RES_GE3,NR,NL324,11299
2,RES_GE3,NR,NL325,6789
2,RES_GE3,NR,NL327,8841
2,RES_GE3,NR,NL328,7547
2,RES_GE3,NR,NL329,120352
2,RES_GE3,NR,NL33,221405
2,RES_GE3,NR,NL332,69629
2,RES_GE3,NR,NL333,10745
2,RES_GE3,NR,NL337,20196
2,RES_GE3,NR,NL33A,15196
2,RES_GE3,NR,NL33B,11943
2,RES_GE3,NR,NL33C,93696
2,RES_GE3,NR,NL34,7532
2,RES_GE3,NR,NL341,2014
2,RES_GE3,NR,NL342,5518
2,RES_GE3,NR,NL4,99674
2,RES_GE3,NR,NL41,69283
2,RES_GE3,NR,NL411,18534
2,RES_GE3,NR,NL412,13669
2,RES_GE3,NR,NL413,16658
2,RES_GE3,NR,NL414,20422
2,RES_GE3,NR,NL42,30391
2,RES_GE3,NR,NL421,5764
2,RES_GE3,NR,NL422,4796
2,RES_GE3,NR,NL423,19831
2,RES_GE3,NR,NLZ,0
2,RES_GE3,NR,NLZZ,0
2,RES_GE3,NR,NLZZZ,0
2,RES_GE3,NR,NO,218982
2,RES_GE3,NR,NO0,218982
2,RES_GE3,NR,NO02,6958
2,RES_GE3,NR,NO020,6958
2,RES_GE3,NR,NO06,20622
2,RES_GE3,NR,NO060,20622
2,RES_GE3,NR,NO07,12976
2,RES_GE3,NR,NO071,6196
2,RES_GE3,NR,NO074,6780
2,RES_GE3,NR,NO08,112251
2,RES_GE3,NR,NO081,65653
2,RES_GE3,NR,NO082,46598
2,RES_GE3,NR,NO09,21847
2,RES_GE3,NR,NO091,13267
2,RES_GE3,NR,NO092,8580
2,RES_GE3,NR,NO0A,44328
2,RES_GE3,NR,NO0A1,14267
2,RES_GE3,NR,NO0A2,23743
2,RES_GE3,NR,NO0A3,6318
2,RES_GE3,NR,NO0B,0
2,RES_GE3,NR,NO0B1,0
2,RES_GE3,NR,NO0B2,0
2,RES_GE3,NR,NOZ,0
2,RES_GE3,NR,NOZZ,0
2,RES_GE3,NR,NOZZZ,0
2,RES_GE3,NR,PL,2133065
2,RES_GE3,NR,PL2,439667
2,RES_GE3,NR,PL21,134980
2,RES_GE3,NR,PL213,87098
2,RES_GE3,NR,PL214,7839
2,RES_GE3,NR,PL217,10007
2,RES_GE3,NR,PL218,7913
2,RES_GE3,NR,PL219,3640
2,RES_GE3,NR,PL21A,18483
2,RES_GE3,NR,PL22,304687
2,RES_GE3,NR,PL224,22893
2,RES_GE3,NR,PL225,21005
2,RES_GE3,NR,PL227,31975
2,RES_GE3,NR,PL228,30229
2,RES_GE3,NR,PL229,40576
2,RES_GE3,NR,PL22A,81686
2,RES_GE3,NR,PL22B,55744
2,RES_GE3,NR,PL22C,20582
2,RES_GE3,NR,PL4,345619
2,RES_GE3,NR,PL41,164568
2,RES_GE3,NR,PL411,18007
2,RES_GE3,NR,PL414,23754
2,RES_GE3,NR,PL415,59003
2,RES_GE3,NR,PL416,22883
2,RES_GE3,NR,PL417,18121
2,RES_GE3,NR,PL418,22800
2,RES_GE3,NR,PL42,120456
2,RES_GE3,NR,PL424,42033
2,RES_GE3,NR,PL426,23779
2,RES_GE3,NR,PL427,24240
2,RES_GE3,NR,PL428,30404
2,RES_GE3,NR,PL43,60595
2,RES_GE3,NR,PL431,24069
2,RES_GE3,NR,PL432,36526
2,RES_GE3,NR,PL5,269475
2,RES_GE3,NR,PL51,220740
2,RES_GE3,NR,PL514,79706
2,RES_GE3,NR,PL515,34628
2,RES_GE3,NR,PL516,33093
2,RES_GE3,NR,PL517,49464
2,RES_GE3,NR,PL518,23849
2,RES_GE3,NR,PL52,48735
2,RES_GE3,NR,PL523,19224
2,RES_GE3,NR,PL524,29511
2,RES_GE3,NR,PL6,355072
2,RES_GE3,NR,PL61,120108
2,RES_GE3,NR,PL613,61197
2,RES_GE3,NR,PL616,18870
2,RES_GE3,NR,PL617,18481
2,RES_GE3,NR,PL618,6239
2,RES_GE3,NR,PL619,15327
2,RES_GE3,NR,PL62,84903
2,RES_GE3,NR,PL621,28705
2,RES_GE3,NR,PL622,39639
2,RES_GE3,NR,PL623,16559
2,RES_GE3,NR,PL63,150057
2,RES_GE3,NR,PL633,83985
2,RES_GE3,NR,PL634,18527
2,RES_GE3,NR,PL636,19694
2,RES_GE3,NR,PL637,7552
2,RES_GE3,NR,PL638,20298
2,RES_GE3,NR,PL7,193322
2,RES_GE3,NR,PL71,149036
2,RES_GE3,NR,PL711,82209
2,RES_GE3,NR,PL712,18142
2,RES_GE3,NR,PL713,21921
2,RES_GE3,NR,PL714,12282
2,RES_GE3,NR,PL715,14473
2,RES_GE3,NR,PL72,44286
2,RES_GE3,NR,PL721,35133
2,RES_GE3,NR,PL722,9157
2,RES_GE3,NR,PL8,190932
2,RES_GE3,NR,PL81,80255
2,RES_GE3,NR,PL811,8252
2,RES_GE3,NR,PL812,17309
2,RES_GE3,NR,PL814,41338
2,RES_GE3,NR,PL815,13348
2,RES_GE3,NR,PL82,57007
2,RES_GE3,NR,PL821,9997
2,RES_GE3,NR,PL822,10326
2,RES_GE3,NR,PL823,17480
2,RES_GE3,NR,PL824,19200
2,RES_GE3,NR,PL84,53672
2,RES_GE3,NR,PL841,31441
2,RES_GE3,NR,PL842,12180
2,RES_GE3,NR,PL843,10053
2,RES_GE3,NR,PL9,338978
2,RES_GE3,NR,PL91,265348
2,RES_GE3,NR,PL911,218987
2,RES_GE3,NR,PL912,20640
2,RES_GE3,NR,PL913,25721
2,RES_GE3,NR,PL92,73630
2,RES_GE3,NR,PL921,21633
2,RES_GE3,NR,PL922,9757
2,RES_GE3,NR,PL923,14604
2,RES_GE3,NR,PL924,8741
2,RES_GE3,NR,PL925,9907
2,RES_GE3,NR,PL926,8988
2,RES_GE3,NR,PLZ,0
2,RES_GE3,NR,PLZZ,0
2,RES_GE3,NR,PLZZZ,0
2,RES_GE3,NR,PT,620639
2,RES_GE3,NR,PT1,608225
2,RES_GE3,NR,PT11,172043
2,RES_GE3,NR,PT111,6044
2,RES_GE3,NR,PT112,16964
2,RES_GE3,NR,PT119,12948
2,RES_GE3,NR,PT11A,118007
2,RES_GE3,NR,PT11B,1747
2,RES_GE3,NR,PT11C,8104
2,RES_GE3,NR,PT11D,4989
2,RES_GE3,NR,PT11E,3240
2,RES_GE3,NR,PT15,31278
2,RES_GE3,NR,PT150,31278
2,RES_GE3,NR,PT16,81766
2,RES_GE3,NR,PT16B,14174
2,RES_GE3,NR,PT16D,13016
2,RES_GE3,NR,PT16E,17940
2,RES_GE3,NR,PT16F,9605
2,RES_GE3,NR,PT16G,6766
2,RES_GE3,NR,PT16H,4194
2,RES_GE3,NR,PT16I,8047
2,RES_GE3,NR,PT16J,8024
2,RES_GE3,NR,PT17,302247
2,RES_GE3,NR,PT170,302247
2,RES_GE3,NR,PT18,20891
2,RES_GE3,NR,PT181,3210
2,RES_GE3,NR,PT184,2544
2,RES_GE3,NR,PT185,8263
2,RES_GE3,NR,PT186,3140
2,RES_GE3,NR,PT187,3734
2,RES_GE3,NR,PT2,2930
2,RES_GE3,NR,PT20,2930
2,RES_GE3,NR,PT200,2930
2,RES_GE3,NR,PT3,9484
2,RES_GE3,NR,PT30,9484
2,RES_GE3,NR,PT300,9484
2,RES_GE3,NR,PTZ,0
2,RES_GE3,NR,PTZZ,0
2,RES_GE3,NR,PTZZZ,0
2,RES_GE3,NR,RO,820877
2,RES_GE3,NR,RO1,207317
2,RES_GE3,NR,RO11,103542
2,RES_GE3,NR,RO111,20678
2,RES_GE3,NR,RO112,8064
2,RES_GE3,NR,RO113,48761
2,RES_GE3,NR,RO114,14650
2,RES_GE3,NR,RO115,5986
2,RES_GE3,NR,RO116,5403
2,RES_GE3,NR,RO12,103775
2,RES_GE3,NR,RO121,10694
2,RES_GE3,NR,RO122,37012
2,RES_GE3,NR,RO123,7029
2,RES_GE3,NR,RO124,9865
2,RES_GE3,NR,RO125,19920
2,RES_GE3,NR,RO126,19255
2,RES_GE3,NR,RO2,205353
2,RES_GE3,NR,RO21,92998
2,RES_GE3,NR,RO211,22209
2,RES_GE3,NR,RO212,6629
2,RES_GE3,NR,RO213,33021
2,RES_GE3,NR,RO214,12392
2,RES_GE3,NR,RO215,13112
2,RES_GE3,NR,RO216,5635
2,RES_GE3,NR,RO22,112355
2,RES_GE3,NR,RO221,16266
2,RES_GE3,NR,RO222,11038
2,RES_GE3,NR,RO223,40149
2,RES_GE3,NR,RO224,29186
2,RES_GE3,NR,RO225,5878
2,RES_GE3,NR,RO226,9838
2,RES_GE3,NR,RO3,289340
2,RES_GE3,NR,RO31,72818
2,RES_GE3,NR,RO311,17615
2,RES_GE3,NR,RO312,6007
2,RES_GE3,NR,RO313,9570
2,RES_GE3,NR,RO314,3630
2,RES_GE3,NR,RO315,5667
2,RES_GE3,NR,RO316,28760
2,RES_GE3,NR,RO317,1569
2,RES_GE3,NR,RO32,216522
2,RES_GE3,NR,RO321,196358
2,RES_GE3,NR,RO322,20164
2,RES_GE3,NR,RO4,118867
2,RES_GE3,NR,RO41,52101
2,RES_GE3,NR,RO411,20232
2,RES_GE3,NR,RO412,6960
2,RES_GE3,NR,RO413,6997
2,RES_GE3,NR,RO414,9387
2,RES_GE3,NR,RO415,8525
2,RES_GE3,NR,RO42,66766
2,RES_GE3,NR,RO421,10877
2,RES_GE3,NR,RO422,5754
2,RES_GE3,NR,RO423,18813
2,RES_GE3,NR,RO424,31322
2,RES_GE3,NR,ROZ,0
2,RES_GE3,NR,ROZZ,0
2,RES_GE3,NR,ROZZZ,0
2,RES_GE3,NR,SE,636715
2,RES_GE3,NR,SE1,305851
2,RES_GE3,NR,SE11,198449
2,RES_GE3,NR,SE110,198449
2,RES_GE3,NR,SE12,107402
2,RES_GE3,NR,SE121,24532
2,RES_GE3,NR,SE122,17567
2,RES_GE3,NR,SE123,30432
2,RES_GE3,NR,SE124,17073
2,RES_GE3,NR,SE125,17798
2,RES_GE3,NR,SE2,245278
2,RES_GE3,NR,SE21,37827
2,RES_GE3,NR,SE211,17239
2,RES_GE3,NR,SE212,7696
2,RES_GE3,NR,SE213,10560
2,RES_GE3,NR,SE214,2332
2,RES_GE3,NR,SE22,88458
2,RES_GE3,NR,SE221,6514
2,RES_GE3,NR,SE224,81944
2,RES_GE3,NR,SE23,118993
2,RES_GE3,NR,SE231,13951
2,RES_GE3,NR,SE232,105042
2,RES_GE3,NR,SE3,85586
2,RES_GE3,NR,SE31,38583
2,RES_GE3,NR,SE311,13632
2,RES_GE3,NR,SE312,11242
2,RES_GE3,NR,SE313,13709
2,RES_GE3,NR,SE32,18686
2,RES_GE3,NR,SE321,12660
2,RES_GE3,NR,SE322,6026
2,RES_GE3,NR,SE33,28317
2,RES_GE3,NR,SE331,15441
2,RES_GE3,NR,SE332,12876
2,RES_GE3,NR,SEZ,0
2,RES_GE3,NR,SEZZ,0
2,RES_GE3,NR,SEZZZ,0
2,RES_GE3,NR,SI,74631
2,RES_GE3,NR,SI0,74631
2,RES_GE3,NR,SI03,33394
2,RES_GE3,NR,SI031,1735
2,RES_GE3,NR,SI032,11734
2,RES_GE3,NR,SI033,2730
2,RES_GE3,NR,SI034,8314
2,RES_GE3,NR,SI035,3158
2,RES_GE3,NR,SI036,1445
2,RES_GE3,NR,SI037,2809
2,RES_GE3,NR,SI038,1469
2,RES_GE3,NR,SI04,41237
2,RES_GE3,NR,SI041,25846
2,RES_GE3,NR,SI042,7264
2,RES_GE3,NR,SI043,3113
2,RES_GE3,NR,SI044,5014
2,RES_GE3,NR,SIZ,0
2,RES_GE3,NR,SIZZ,0
2,RES_GE3,NR,SIZZZ,0
2,RES_GE3,NR,SK,211933
2,RES_GE3,NR,SK0,211933
2,RES_GE3,NR,SK01,44262
