building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,8422,34999938.83763626,MFH_HIGH,2072337.0,6322904.615940945
MFH_LOW,110071,63521188.13796885,MFH_HIGH,2072337.0,6322904.615940945
NON_RESIDENTIAL,2517602,0.0,OTHER,8987316.0,26598421.342049852
SFH,1356970,198169855.97936583,SFH,2391742.0,6874674.042009205
