building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,5129,11094390.096564261,MFH_HIGH,5721882.0,10376213.303219482
MFH_LOW,733866,470350751.82276416,MFH_HIGH,5721882.0,10376213.303219482
NON_RESIDENTIAL,2379498,0.0,OTHER,20826689.0,40461240.0670354
SFH,2852819,416937646.5032597,SFH,4647648.0,9763546.62974512
