building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,4200,16429747.034206305,MFH_HIGH,2519075.0,7622310.425330613
MFH_LOW,253983,180487421.33551785,MFH_HIGH,2519075.0,7622310.425330613
NON_RESIDENTIAL,3813297,0.0,OTHER,12230422.0,37396970.54929524
SFH,2080983,313470023.3892254,SFH,3531582.0,10878719.025374152
