building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,10047,45749309.2425717,MFH_HIGH,3500649.0,4981405.860544954
MFH_LOW,200015,140743467.88882405,MFH_HIGH,3500649.0,4981405.860544954
NON_RESIDENTIAL,1799388,0.0,OTHER,12578216.0,17897717.830388542
SFH,2078193,267975801.988233,SFH,2783860.0,3960876.3090665047
