building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,12074,66266010.767680414,MFH_HIGH,6796324.0,9443117.37870091
MFH_LOW,628149,414280523.4256314,MFH_HIGH,6796324.0,9443117.37870091
NON_RESIDENTIAL,6503941,0.0,OTHER,36455432.0,49509935.255881384
SFH,5500916,698022761.699134,SFH,11422501.0,15299947.36541771
