building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,7878,42706092.99615816,MFH_HIGH,5782553.0,16574789.503639352
MFH_LOW,455449,320032223.9354688,MFH_HIGH,5782553.0,16574789.503639352
NON_RESIDENTIAL,1200499,0.0,OTHER,18145129.0,52393663.641537175
SFH,1337134,200017044.8051246,SFH,3046369.0,8909546.854823474
