building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,718,9191984.257603941,MFH_HIGH,235365.0,110522.78157778445
MFH_LOW,14509,30286870.603905156,MFH_HIGH,235365.0,110522.78157778445
NON_RESIDENTIAL,100742,0.0,OTHER,1038048.0,488664.7961349757
SFH,27308,2241887.5791153656,SFH,283665.0,133812.42228723987
