building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,1894,9544828.776698256,MFH_HIGH,1369832.0,4259791.732150257
MFH_LOW,50337,43495291.56044055,MFH_HIGH,1369832.0,4259791.732150257
NON_RESIDENTIAL,898559,0.0,OTHER,3842956.0,12158276.36951617
SFH,417372,51587175.88200854,SFH,546812.0,1803931.8983335735
