country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants||BUILDING|Area|Number of dwellings/units [Mil.]||0|0.35283333333333333|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants||BUILDING|Area|Number of buildings [Mil.]||0|0.35283333333333333|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants||BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.1687601833333333|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants||BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.18407315|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Area|Constructed area [Mm²]||1|2.5701567903613523|Mm²|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Area|Heated area [Mm²]||0|2.5701567903613523|Mm²|S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Area|Cooled area [Mm²]||0|2.8601233481109434|Mm²|
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Area|Number of dwellings/units [Mil.]||1|0.04451754385964912|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Area|Number of buildings [Mil.]||0|0.08505168228791157|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.021292741228070174|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.023224802631578948|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Occupancy|Occupied [Mil.]||1|0.03712763157894737|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Occupancy|Vacant [Mil.]||1|0.007389912280701755|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Construction features (U-values)|Walls ||1|1.8|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Construction features (U-values)|Windows ||1|4.9|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Construction features (U-values)|Roof ||1|1.9|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|BUILDING|Construction features (U-values)|Floor ||1|2|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|101.40002500594343|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|114.81100862657712|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|2.058833659107837|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|153.11403775897458|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|34.443302587973136|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|3.088250488661756|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.26590548812101694|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.3283736463930401|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.4014643718096437|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|Before 1945|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.09851209391791203|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Area|Constructed area [Mm²]||0|3.201681030278713|Mm²|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Area|Heated area [Mm²]||0|3.201681030278713|Mm²|S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Area|Cooled area [Mm²]||0|3.5040254631306844|Mm²|
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Area|Number of dwellings/units [Mil.]||1|0.055456140350877196|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Area|Number of buildings [Mil.]||0|0.10595009565008413|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.026524671929824564|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.028931468421052632|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Occupancy|Occupied [Mil.]||1|0.04625042105263158|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Occupancy|Vacant [Mil.]||1|0.009205719298245615|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Construction features (U-values)|Walls ||1|1.7|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Construction features (U-values)|Windows ||1|4.8|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Construction features (U-values)|Roof ||1|1.8|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|BUILDING|Construction features (U-values)|Floor ||1|1.7|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|101.29872627966378|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|111.3666783677798|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|2.058833659107837|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|152.96107668229232|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|33.41000351033394|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|3.088250488661756|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.33091793899186017|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.3902316767449856|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.4996201705910002|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1945 - 1969|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.11706950302349567|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Area|Constructed area [Mm²]||0|4.053504423655618|Mm²|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Area|Heated area [Mm²]||0|4.053504423655618|Mm²|S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Area|Cooled area [Mm²]||0|4.372544595017777|Mm²|
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Area|Number of dwellings/units [Mil.]||1|0.07021052631578946|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Area|Number of buildings [Mil.]||0|0.13413865320836338|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.033581694736842096|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.03662883157894736|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Occupancy|Occupied [Mil.]||1|0.05855557894736841|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Occupancy|Vacant [Mil.]||1|0.011654947368421051|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Construction features (U-values)|Walls ||1|1.3|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Construction features (U-values)|Windows ||1|4.75|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Construction features (U-values)|Roof ||1|0.9|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|BUILDING|Construction features (U-values)|Floor ||1|1.4|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|95.11617491048241|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|112.48166989386485|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|2.058833659107837|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|143.62542411482843|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|33.74450096815945|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|3.088250488661756|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.3938993271056067|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.49183111773299254|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.5947045290160184|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1970 - 1979|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.14754933531989775|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Area|Constructed area [Mm²]||0|3.568846286044621|Mm²|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Area|Heated area [Mm²]||0|3.568846286044621|Mm²|S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Area|Cooled area [Mm²]||0|3.8783871579096036|Mm²|
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Area|Number of dwellings/units [Mil.]||1|0.06181578947368422|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Area|Number of buildings [Mil.]||0|0.11810033597692865|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.029566492105263163|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.032249297368421054|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Occupancy|Occupied [Mil.]||1|0.05155436842105264|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Occupancy|Vacant [Mil.]||1|0.010261421052631581|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Construction features (U-values)|Walls ||1|0.7|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Construction features (U-values)|Windows ||1|4.6|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Construction features (U-values)|Roof ||1|0.5|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|BUILDING|Construction features (U-values)|Floor ||1|1.1|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|95.49816758080563|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|99.54335238325443|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|2.058833659107837|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|144.2022330470165|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|29.863005714976328|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|3.088250488661756|kWh/m²/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.34816594155271563|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.3860676595384843|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.5256570951360218|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1980 - 1989|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.1158202978615453|TWh/year|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Area|Constructed area [Mm²]||0|3.33386052235444|Mm²|Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Area|Heated area [Mm²]||0|3.33386052235444|Mm²|S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Area|Cooled area [Mm²]||0|3.6387956732510958|Mm²|
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Area|Number of dwellings/units [Mil.]||1|0.05774561403508772|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Area|Number of buildings [Mil.]||0|0.11032418216774814|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.027619727192982457|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.03012588684210526|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Occupancy|Occupied [Mil.]||1|0.048159842105263154|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Occupancy|Vacant [Mil.]||1|0.009585771929824561|1e6 dimensionless|Own calculations
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Construction features (U-values)|Walls ||1|0.5|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
Croatia|hr|Service sector|Hotels and Restaurants|Hotels and Restaurants|1990 - 1999|BUILDING|Construction features (U-values)|Windows ||1|2.7|dimensionless|Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock, 2014
