building_class,eubucco_building_count,eubucco_total_heated_area_m2,model_building_type,model_dwellings,model_heat_MWh
MFH_HIGH,29317,85850374.63238555,MFH_HIGH,5786384.0,15905473.505588368
MFH_LOW,327584,185325838.07333702,MFH_HIGH,5786384.0,15905473.505588368
NON_RESIDENTIAL,3017839,0.0,OTHER,21155876.0,56715109.37880279
SFH,2390046,277254542.32255614,SFH,4628092.0,12020417.115608836
