nuts_id,country,building_type,dwellings_2021,dwellings_share,heat_2015_MWh
DEA5C,DE,SFH,201358.0,0.1578588804733932,569081.2641065825
DEB11,DE,MFH_HIGH,91770.0,0.23668471182340334,289465.4025600223
DEB11,DE,OTHER,259934.0,0.6703977757775365,819896.479775927
DEB11,DE,SFH,36027.0,0.09291751239906017,113638.11766405059
DEB12,DE,MFH_HIGH,48931.0,0.11863009646832352,153032.82444413734
DEB12,DE,OTHER,276561.0,0.6705045494548655,864950.8687967765
DEB12,DE,SFH,86975.0,0.210865354076811,272016.3067590862
DEB13,DE,MFH_HIGH,30193.0,0.07375515428660764,93964.06656113814
DEB13,DE,OTHER,274576.0,0.670731468996111,854511.8915010454
DEB13,DE,SFH,104599.0,0.25551337671728125,325524.0419378163
DEB14,DE,MFH_HIGH,61191.0,0.11759132924649768,184735.97824624786
DEB14,DE,OTHER,349331.0,0.6713127197955301,1054632.2827987778
DEB14,DE,SFH,109848.0,0.2110959509579722,331631.73895497434
DEB15,DE,MFH_HIGH,25575.0,0.09640829620247439,84068.03428855767
DEB15,DE,OTHER,178117.0,0.6714352490594773,585491.5371798641
DEB15,DE,SFH,61586.0,0.23215645473804838,202440.4285315782
DEB16,DE,OTHER,0.0,1.0,667000.0
DEB17,DE,MFH_HIGH,78639.0,0.11479928118152502,229828.1609254131
DEB17,DE,OTHER,459273.0,0.6704588088109277,1342258.5352394772
DEB17,DE,SFH,147101.0,0.2147419100075473,429913.3038351097
DEB18,DE,MFH_HIGH,63545.0,0.10878944034514047,192339.73053020836
DEB18,DE,OTHER,391831.0,0.6708171406070774,1186004.704593313
DEB18,DE,SFH,128734.0,0.2203934190477821,389655.56487647875
DEB19,DE,OTHER,0.0,1.0,1039000.0
DEB1A,DE,MFH_HIGH,45932.0,0.11572804966540354,143155.59743610417
DEB1A,DE,OTHER,266413.0,0.6712413327420785,830325.5286019512
DEB1A,DE,SFH,84551.0,0.21303061759251793,263518.87396194466
DEB1B,DE,MFH_HIGH,51430.0,0.08021623914826981,168534.31845051487
DEB1B,DE,OTHER,429802.0,0.6703694345402422,1408446.181969049
DEB1B,DE,SFH,159910.0,0.24941432631148794,524019.49958043615
DEB21,DE,MFH_HIGH,86597.0,0.23423650050446443,252975.4205448216
DEB21,DE,OTHER,248128.0,0.6711622157484873,724855.1930083663
DEB21,DE,SFH,34974.0,0.09460128374704828,102169.38644681215
DEB22,DE,MFH_HIGH,30612.0,0.08570492666142186,95818.10800746964
DEB22,DE,OTHER,240293.0,0.6727523174654725,752137.0909263983
DEB22,DE,SFH,86274.0,0.24154275587310564,270044.8010661321
DEB23,DE,MFH_HIGH,24186.0,0.0768368115232979,77067.3219578678
DEB23,DE,OTHER,211593.0,0.6722124973393356,674229.1348313537
DEB23,DE,SFH,78992.0,0.2509506911373665,251703.54321077862
DEB24,DE,MFH_HIGH,13130.0,0.06873265979165576,45982.1494006177
DEB24,DE,OTHER,128286.0,0.6715489713657541,449266.2618436895
DEB24,DE,SFH,49614.0,0.25971836884259014,173751.5887556928
DEB25,DE,MFH_HIGH,38798.0,0.08337487965891899,114723.83441067253
DEB25,DE,OTHER,312099.0,0.6706844828771833,922861.8484390043
DEB25,DE,SFH,114447.0,0.2459406374638977,338414.31715032324
DEB31,DE,MFH_HIGH,32521.0,0.2123723323668469,86647.91160567354
DEB31,DE,OTHER,102712.0,0.6707415824256198,273662.5656296529
DEB31,DE,SFH,17899.0,0.11688608520753337,47689.52276467362
DEB32,DE,MFH_HIGH,79790.0,0.22667484843836114,229621.62146805984
DEB32,DE,OTHER,235796.0,0.6698711939136709,678579.5194345486
DEB32,DE,SFH,36416.0,0.10345395764796791,104798.8590973915
DEB33,DE,MFH_HIGH,31937.0,0.19816460251669107,86796.09590231068
DEB33,DE,OTHER,108214.0,0.671452681740339,294096.2746022685
DEB33,DE,SFH,21013.0,0.1303827157429699,57107.62949542081
DEB34,DE,MFH_HIGH,133342.0,0.23766975201367463,337015.70835539064
DEB34,DE,OTHER,375928.0,0.6700568053201292,950140.5499439433
DEB34,DE,SFH,51769.0,0.09227344266619611,130843.74170066608
DEB35,DE,MFH_HIGH,191076.0,0.2508194332685313,516688.03253317444
DEB35,DE,OTHER,510338.0,0.6699045821316948,1380003.4391912913
DEB35,DE,SFH,60393.0,0.07927598459977396,163308.52827553437
DEB36,DE,MFH_HIGH,28488.0,0.16736971975794607,89208.06063098526
DEB36,DE,OTHER,114308.0,0.6715704130192116,357947.0301392398
DEB36,DE,SFH,27414.0,0.16105986722284238,85844.90922977499
DEB37,DE,MFH_HIGH,25952.0,0.19131165547389295,81690.07688735229
DEB37,DE,OTHER,91105.0,0.6716032819030909,286774.6013726198
DEB37,DE,SFH,18596.0,0.1370850626230161,58535.32174002787
DEB38,DE,MFH_HIGH,34520.0,0.213299719472559,101743.96618841063
DEB38,DE,OTHER,108614.0,0.6711279180414983,320128.0169057947
DEB38,DE,SFH,18704.0,0.11557236248594273,55128.016905794684
DEB39,DE,MFH_HIGH,53326.0,0.19204465652291347,140192.59926172683
DEB39,DE,OTHER,186422.0,0.6713676060142253,490098.3523903845
DEB39,DE,SFH,37927.0,0.13658773746286126,99709.04834788872
DEB3A,DE,MFH_HIGH,16264.0,0.14759558229651612,52839.21846215277
DEB3A,DE,OTHER,73829.0,0.6699971867541495,239858.99285798555
DEB3A,DE,SFH,20100.0,0.18240723094933434,65301.78867986169
DEB3B,DE,MFH_HIGH,33982.0,0.0852779903885968,99178.30282193808
DEB3B,DE,OTHER,267589.0,0.671515866343777,780972.9525578127
DEB3B,DE,SFH,96914.0,0.24320614326762613,282848.7446202492
DEB3C,DE,MFH_HIGH,42142.0,0.09982967695474713,127981.64585598583
DEB3C,DE,OTHER,283480.0,0.671532362563042,860904.4888058199
DEB3C,DE,SFH,96517.0,0.22863796048221083,293113.8653381943
DEB3D,DE,MFH_HIGH,19134.0,0.08281969597285224,61038.1159319921
DEB3D,DE,OTHER,154943.0,0.6706560130198415,494273.48159562313
DEB3D,DE,SFH,56955.0,0.24652429100730636,181688.4024723848
DEB3E,DE,MFH_HIGH,49814.0,0.12297809728832974,135152.9289198744
DEB3E,DE,OTHER,271581.0,0.6704644204372643,736840.3980605535
DEB3E,DE,SFH,83669.0,0.206557482274406,227006.67301957222
DEB3F,DE,MFH_HIGH,24828.0,0.0749298325033952,79050.97329108194
DEB3F,DE,OTHER,222040.0,0.6701071374679342,706963.0300286706
DEB3F,DE,SFH,84482.0,0.2549630300286706,268985.9966802475
DEB3G,DE,MFH_HIGH,12340.0,0.056052182128711076,42992.02369272139
DEB3G,DE,OTHER,147587.0,0.6703868236491152,514186.6937388713
DEB3G,DE,SFH,60225.0,0.2735609942221738,209821.2825684073
DEB3H,DE,MFH_HIGH,31821.0,0.09057090323278438,92201.17949097451
DEB3H,DE,OTHER,236293.0,0.6725517877371647,684657.7199164337
DEB3H,DE,SFH,83224.0,0.23687730903005083,241141.10059259174
DEB3I,DE,MFH_HIGH,49122.0,0.10231298751340824,137713.2811930475
DEB3I,DE,OTHER,321836.0,0.670331066515314,902265.6155296128
DEB3I,DE,SFH,109157.0,0.2273559459712777,306021.1032773398
DEB3J,DE,MFH_HIGH,76555.0,0.11731524247653081,220669.97109835446
DEB3J,DE,OTHER,437879.0,0.6710192810447501,1262187.2676451749
DEB3J,DE,SFH,138124.0,0.21166547647871914,398142.7612564707
DEB3K,DE,MFH_HIGH,15314.0,0.05268499437508386,51367.86951570676
DEB3K,DE,OTHER,194727.0,0.6699223520750264,653174.2932731507
DEB3K,DE,SFH,80630.0,0.27739265354988973,270457.83721114247
DEC01,DE,MFH_HIGH,187450.0,0.16893931883522445,586050.4970393936
DEC01,DE,OTHER,743746.0,0.6703011076362916,2325274.5423902953
DEC01,DE,SFH,178374.0,0.160759573528484,557674.9605703109
DEC02,DE,MFH_HIGH,21911.0,0.06461877840398017,70563.70601714635
DEC02,DE,OTHER,227330.0,0.6704297793152668,732109.3190122714
DEC02,DE,SFH,89840.0,0.26495144228075296,289326.97497058223
DEC03,DE,MFH_HIGH,43420.0,0.09987509862148441,138926.26218248482
DEC03,DE,OTHER,291053.0,0.6694828898912691,931250.6998387554
DEC03,DE,SFH,100270.0,0.2306420114872465,320823.0379787599
DEC04,DE,MFH_HIGH,54348.0,0.08339522351049268,168541.74671470572
DEC04,DE,OTHER,436757.0,0.6701892918740755,1354452.5588775065
DEC04,DE,SFH,160587.0,0.24641548461543183,498005.69440778776
DEC05,DE,MFH_HIGH,43430.0,0.09200725380697755,141507.15635513148
DEC05,DE,OTHER,316210.0,0.6698967010431585,1030301.1262043777
DEC05,DE,SFH,112388.0,0.238096045149864,366191.7174404908
DEC06,DE,MFH_HIGH,15533.0,0.055353420166420184,54357.05860342462
DEC06,DE,OTHER,188004.0,0.6699713130089269,657911.8293747662
DEC06,DE,SFH,77078.0,0.274675266824653,269731.1120218092
DED21,DE,MFH_HIGH,560137.0,0.286554225052731,1395805.6302318526
DED21,DE,OTHER,1309172.0,0.6697446658955468,3262326.2675772086
DED21,DE,SFH,85424.0,0.043701109051722156,212868.10219093863
DED2C,DE,MFH_HIGH,145403.0,0.15119796438082383,429553.41680592054
DED2C,DE,OTHER,645997.0,0.6717428897348683,1908421.5497367608
DED2C,DE,SFH,170273.0,0.17705914588430788,503025.03345731867
DED2D,DE,MFH_HIGH,141962.0,0.1713715932287687,438368.5354791903
DED2D,DE,OTHER,556571.0,0.6718731703901679,1718651.5698580495
DED2D,DE,SFH,129854.0,0.15675523638106345,400979.8946627603
DED2E,DE,MFH_HIGH,139791.0,0.17632634835903768,398673.8736397842
DED2E,DE,OTHER,532267.0,0.6713786757518003,1517987.1858748205
DED2E,DE,SFH,120739.0,0.15229497588916205,344338.9404853954
DED2F,DE,MFH_HIGH,141072.0,0.17720542700413142,406332.0441204733
DED2F,DE,OTHER,535238.0,0.6723309965041773,1541654.9749840784
DED2F,DE,SFH,119783.0,0.1504635764916913,345012.9808954481
DED41,DE,MFH_HIGH,233223.0,0.27200364812823496,663144.8941366369
DED41,DE,OTHER,574141.0,0.6696099721725257,1632509.1121566177
DED41,DE,SFH,50062.0,0.05838637969923935,142345.99370674553
DED42,DE,MFH_HIGH,176893.0,0.16630174101967965,592699.4049941383
DED42,DE,OTHER,715569.0,0.6727251531700584,2397592.445898088
DED42,DE,SFH,171225.0,0.16097310581026186,573708.1491077733
DED43,DE,MFH_HIGH,166647.0,0.16925384776324956,540258.2820602925
DED43,DE,OTHER,661687.0,0.6720377250410827,2145144.418331136
DED43,DE,SFH,156264.0,0.15870842719566766,506597.29960857116
DED44,DE,MFH_HIGH,133997.0,0.177310379505637,445580.98369766574
DED44,DE,OTHER,507624.0,0.67170909860795,1688004.9648017783
